slug,name,commune_nom,old_lat,old_lon,new_lat,new_lon,distance_m,confiance,n_sources,sources_used,inter_max_m,osm_match,wikidata_match,ign_match,applied,pieve_declared,pieve_geocoded,pieve_concordant,doyenne_declared,doyenne_geocoded,doyenne_concordant,note
poggio_di_venaco,Poggio-di-Venaco mégalithes,Poggio-di-Venaco,42.235,9.152,42.25877,9.18716,3919.7,FAIBLE,1,ign,0.0,,,"42.25877,9.18716",,pieve_venaco,pieve_venaco,True,doyenne_cortenais,doyenne_cortenais,True,
pont_d_altiani,Pont d'Altiani,Altiani,42.279,9.189,42.22218,9.26654,8980.0,MOYENNE,2,osm+ign,217.7,"42.22205,9.26523",,"42.22232,9.26785",,pieve_rogna,pieve_rogna,True,doyenne_cortenais,doyenne_cortenais,True,DIST_OVER_5000m
san_cervone_de_santa_lucia_di_mercurio,San Cervone de Santa-Lucia-di-Mercurio,Santa-Lucia-di-Mercurio,42.3392,9.2783,42.32655,9.21886,5084.6,FAIBLE,1,ign,0.0,,,"42.32655,9.21886",,pieve_talcini,pieve_talcini,True,doyenne_cortenais,doyenne_cortenais,True,DIST_OVER_5000m
san_cervone_stazzona,San Cervone Stazzona,Piedicorte-di-Gaggio,42.3933,9.3683,42.23633,9.32822,17763.2,FAIBLE,1,ign,0.0,,,"42.23633,9.32822",,pieve_rogna,pieve_rogna,True,doyenne_cortenais,doyenne_cortenais,True,DIST_OVER_5000m
san_cesario_d_olmeta_olmeta_di_capocorso,San Cesario d'Olmeta (Olmeta-di-Capocorso),Olmeta-di-Capocorso,42.65,9.19,42.76697,9.36978,19620.0,FAIBLE,1,ign,0.0,,,"42.76697,9.36978",,pieve_nonza,pieve_nonza,True,doyenne_du_cap,doyenne_du_cap,True,DIST_OVER_5000m
san_colombano_de_barrettali,San Colombano de Barrettali,Barrettali,42.8431,9.3622,,,,ABSENT,0,,0.0,,,,,pieve_canari,,,doyenne_du_cap,,,
san_colombano_rogliano,San Colombano (Rogliano),Rogliano,42.957,9.418,42.95409,9.41380,471.0,FAIBLE,2,osm+ign,885.7,"42.95056,9.41126",,"42.95761,9.41634",True,pieve_rogliano,pieve_rogliano,True,doyenne_du_cap,doyenne_du_cap,True,
san_gavino_oletta,San Gavino (Oletta),Oletta,42.595,9.25,41.65822,9.28790,104212.5,FAIBLE,1,ign,0.0,,,"41.65822,9.28790",,pieve_nebbiu,pieve_carbini,False,doyenne_du_cap,doyenne_extreme_sud,False,DIST_OVER_5000m
san_giovanni_asco_village,San Giovanni (Asco village),Asco,42.52,8.95,41.68457,8.94150,92897.8,FAIBLE,1,ign,0.0,,,"41.68457,8.94150",,pieve_caccia,pieve_sartene,False,doyenne_cortenais,doyenne_prunelli_taravo_valinco,False,DIST_OVER_5000m
san_giovanni_bastia_basse_ville,San Giovanni (Bastia basse ville),Bastia,42.695,9.445,41.68457,8.94150,119766.8,FAIBLE,1,ign,0.0,,,"41.68457,8.94150",,pieve_bastia,pieve_sartene,False,doyenne_du_cap,doyenne_prunelli_taravo_valinco,False,DIST_OVER_5000m
san_giovanni_bastia_terra_vecchia,San Giovanni (Bastia (Terra Vecchia)),Bastia,42.55,9.45,,,,ABSENT,0,,0.0,,,,,pieve_bastia,,,doyenne_du_cap,,,
san_giovanni_bastia_ville,San Giovanni (Bastia-Ville),Bastia,42.705,9.448,41.68457,8.94150,120894.5,FAIBLE,1,ign,0.0,,,"41.68457,8.94150",,pieve_bastia,pieve_sartene,False,doyenne_du_cap,doyenne_prunelli_taravo_valinco,False,DIST_OVER_5000m
san_giovanni_battista_de_corte,San Giovanni Battista de Corte,Corte,42.3061,9.1497,42.00979,9.33924,36464.9,FAIBLE,1,osm,0.0,"42.00979,9.33924",,,,pieve_talcini,pieve_fiumorbo,False,doyenne_cortenais,doyenne_plaine_orientale,False,DIST_OVER_5000m
san_giovanni_castifao,San Giovanni (Castifao),Castifao,42.54,9.08,41.91318,8.87122,71788.1,FAIBLE,1,ign,0.0,,,"41.91318,8.87122",,pieve_caccia,pieve_ornano,False,doyenne_cortenais,doyenne_prunelli_taravo_valinco,False,DIST_OVER_5000m
san_giovanni_de_pino,San Giovanni de Pino,Pino,42.9489,9.3358,42.01762,9.34974,103560.1,FAIBLE,1,ign,0.0,,,"42.01762,9.34974",,pieve_luri,pieve_fiumorbo,False,doyenne_du_cap,doyenne_plaine_orientale,False,DIST_OVER_5000m
