slug,name,lat,lon,doyenne_declared,doyenne_real_geo,doyenne_mismatch,pieve_declared,pieve_real_geo,pieve_mismatch,in_corse_bbox,axe_corpus,note
tour_d_isolella_sette_navi,Tour d'Isolella (Sette Navi),41.84656,8.76241,,doyenne_prunelli_taravo_valinco,FALSE,,pieve_ornano,FALSE,TRUE,tours_genoises,
tour_d_omigna_cargese,Tour d'Omigna (Cargese),42.155,8.554,doyenne_piana_vico_sari,,FALSE,pieve_vico,,FALSE,TRUE,tours_genoises,doyenne_geo_NONE; pieve_geo_NONE
tour_de_capitello_castelluccio,Tour de Capitello (Castelluccio),41.908,8.774,,,FALSE,,,FALSE,TRUE,tours_genoises,
tour_de_capo_di_muro,Tour de Capo di Muro,41.719,8.664,,,FALSE,,,FALSE,TRUE,tours_genoises,
tour_de_cargese_ruines,Tour de Cargese (ruines),42.13298,8.58941,doyenne_piana_vico_sari,doyenne_piana_vico_sari,FALSE,pieve_vico,pieve_vico,FALSE,TRUE,tours_genoises,
tour_de_giraglia_ilot,Tour de Giraglia (îlot),43.028,9.405,,,FALSE,,,FALSE,TRUE,tours_genoises,
tour_de_la_chiappella_rogliano,Tour de la Chiappella (Rogliano),42.983,9.463,doyenne_du_cap,,FALSE,pieve_rogliano,,FALSE,TRUE,tours_genoises,doyenne_geo_NONE; pieve_geo_NONE
tour_de_la_mortella,Tour de la Mortella,42.7,9.268,,doyenne_du_cap,FALSE,,pieve_nebbiu,FALSE,TRUE,tours_genoises,
tour_de_la_parata_ajaccio,Tour de la Parata (Ajaccio),41.918,8.623,doyenne_ajaccio,doyenne_ajaccio,FALSE,pieve_ajaccio,pieve_ajaccio,FALSE,TRUE,tours_genoises,
tour_de_sagone_vico,Tour de Sagone (Vico),42.109,8.723,doyenne_piana_vico_sari,doyenne_piana_vico_sari,FALSE,pieve_vico,pieve_cinarca,TRUE,TRUE,tours_genoises,
tour_de_seneque_pino_luri,Tour de Sénèque (Pino/Luri),42.888,9.36,doyenne_du_cap,doyenne_du_cap,FALSE,pieve_luri,pieve_canari,TRUE,TRUE,tours_genoises,
tour_de_turghiu_capo_rosso,Tour de Turghiu (Capo Rosso),42.234,8.527,,,FALSE,,,FALSE,TRUE,tours_genoises,
tour_genoise_chiappa,Tour génoise Chiappa,41.57,9.29,,doyenne_extreme_sud,FALSE,,pieve_carbini,FALSE,TRUE,tours_genoises,
u_cantonu,U Cantonu,41.8169,8.9071,,doyenne_prunelli_taravo_valinco,FALSE,,pieve_ornano,FALSE,TRUE,megalithes,
u_paladinu,U Paladinu,41.7313,8.8325,,doyenne_prunelli_taravo_valinco,FALSE,,pieve_istria,FALSE,TRUE,megalithes,
u_scumunicatu_cargese,U Scumunicatu (Cargèse),42.1465,8.6269,doyenne_piana_vico_sari,doyenne_piana_vico_sari,FALSE,pieve_vico,pieve_vico,FALSE,TRUE,megalithes,
vaccil_vecchiu,Vaccil-Vecchiu menhir,41.5936,8.8766,doyenne_extreme_sud,doyenne_extreme_sud,FALSE,pieve_sartene,pieve_sartene,FALSE,TRUE,megalithes,
