slug,name,commune_nom,old_lat,old_lon,new_lat,new_lon,distance_m,confiance,n_sources,sources_used,inter_max_m,osm_match,wikidata_match,ign_match,applied,pieve_declared,pieve_geocoded,pieve_concordant,doyenne_declared,doyenne_geocoded,doyenne_concordant,note
san_pietro_penta_di_casinca,San Pietro (Penta-di-Casinca),Penta-di-Casinca,42.35,9.5,42.44665,9.51735,10841.2,FAIBLE,1,ign,0.0,,,"42.44665,9.51735",,pieve_casinca,pieve_casinca,True,doyenne_du_golo,doyenne_du_golo,True,DIST_OVER_5000m
san_pietro_pigna,San Pietro (Pigna),Pigna,42.598,8.935,42.49244,9.35636,36459.4,FAIBLE,1,ign,0.0,,,"42.49244,9.35636",,pieve_balagne,pieve_casacconi,False,doyenne_balagne,doyenne_du_golo,False,DIST_OVER_5000m
san_pietro_poggio_mezzana,San Pietro (Poggio-Mezzana),Poggio-Mezzana,42.21,9.39,42.39959,9.49117,22664.2,FAIBLE,1,ign,0.0,,,"42.39959,9.49117",,pieve_tavagna,pieve_tavagna,True,doyenne_du_golo,doyenne_du_golo,True,DIST_OVER_5000m
san_pietro_rapale_haute,San Pietro (Rapale haute),Rapale,42.628,9.272,,,,ABSENT,0,,0.0,,,,,pieve_nebbiu,,,doyenne_du_golo,,,
san_pietro_santo_pietro_di_tenda,San Pietro (Santo-Pietro-di-Tenda),Santo-Pietro-di-Tenda,42.66,9.07,42.65798,9.18758,9617.2,FAIBLE,2,osm+ign,16896.4,"42.71115,9.11378",,"42.60481,9.26137",,pieve_nebbiu,pieve_nebbiu,True,doyenne_du_golo,doyenne_du_golo,True,DIST_OVER_5000m
san_pietro_sorbo_ocagnano,San Pietro (Sorbo-Ocagnano),Sorbo-Ocagnano,42.45,9.38,42.47777,9.49674,10061.5,FAIBLE,1,ign,0.0,,,"42.47777,9.49674",,pieve_casinca,pieve_casinca,True,doyenne_du_golo,doyenne_du_golo,True,DIST_OVER_5000m
san_pietro_venzolasca,San Pietro (Venzolasca),Venzolasca,42.485,9.488,,,,ABSENT,0,,0.0,,,,,pieve_casinca,,,doyenne_du_golo,,,
san_quilicu_castellare_di_casinca,San Quilicu (Castellare-di-Casinca),Castellare-di-Casinca,42.47,9.472,42.46806,9.47403,273.1,FAIBLE,1,ign,0.0,,,"42.46806,9.47403",True,pieve_casinca,pieve_casinca,True,doyenne_du_golo,doyenne_du_golo,True,
san_quilicu_lama,San Quilicu (Lama),Lama,42.62,9.16,42.51088,8.86760,26844.4,FAIBLE,1,ign,0.0,,,"42.51088,8.86760",,pieve_nebbiu,pieve_balagne,False,doyenne_balagne,doyenne_balagne,True,DIST_OVER_5000m
san_quilicu_olmeta_di_tuda,San Quilicu (Olmeta-di-Tuda),Olmeta-di-Tuda,42.6,9.31,42.60053,9.35952,4054.0,FAIBLE,1,ign,0.0,,,"42.60053,9.35952",,pieve_nebbiu,pieve_nebbiu,True,doyenne_du_golo,doyenne_du_golo,True,
san_quilicu_pero_casevecchie,San Quilicu (Pero-Casevecchie),Pero-Casevecchie,42.37,9.43,42.42256,9.46748,6605.6,FAIBLE,1,ign,0.0,,,"42.42256,9.46748",,pieve_tavagna,pieve_tavagna,True,doyenne_du_golo,doyenne_du_golo,True,DIST_OVER_5000m
