Type ouvrage;Code ligne 1;Nom ligne 1;Etat;TENSION;Source donnée;Nombre circuit;Code ligne 2;Nom ligne 2;Code ligne 3;Nom ligne 3;Code ligne 4;Nom ligne 4;Code ligne 5;Nom ligne 5
AERIEN;FLOGNL31ZGERM;LIAISON 63kV N0 1 FLOGNY-GERMIGNY-ST-FLORENTIN;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;DENNAL61WARAN;LIAISON 225kV N0 1 DENNA-WARANDE;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;REMIRL31SSNAB;LIAISON 63kV N0 1 REMIREMONT-ST-NABORD;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;AISERL31MAGNY;LIAISON 63kV N0 1 AISEREY-MAGNY(-SUR-TILLE);EN EXPLOITATION;63kV;RTE;2;GENLIL31MAGNY;LIAISON 63kV N0 1 GENLIS-MAGNY(-SUR-TILLE);;;;;;
AERIEN;THIERL61ZQUAR;LIAISON 225kV N0 1 QUAREZ - THIERS (BRUAY-SUR-L'ESCAUT) - VALENCIENNES;EN EXPLOITATION;225kV;RTE;2;FAMARL31THIER;LIAISON 63kV N0 1 FAMARS-THIERS;;;;;;
AERIEN;BISSYL61G.ILE;LIAISON 225kV N0 1 BISSY-GRANDE-ILE;EN EXPLOITATION;225kV;RTE;2;G.ILEL31ZC.BA;LIAISON 63kV N0 1 CHAPELLE DU BARD (LA)-GRANDE-ILE-ST-PIERRE-D ALBIGNY;;;;;;
AERIEN;BALMAL31UNION;LIAISON 63kV N0 1 BALMA (POSTE)-UNION;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;BALMAL31UNION;LIAISON 63kV N0 1 BALMA (POSTE)-UNION;EN EXPLOITATION;63kV;RTE;2;GINESL31UNION;LIAISON 63kV N0 1 GINESTOUS-UNION;;;;;;
AERIEN;CANTEL61MOUGU;LIAISON 225kV N0 1 CANTEGRIT - MOUGUERRE;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;BESSAL41MENES;LIAISON 90kV N0 1 BESSANGES-MENESPLET;EN EXPLOITATION;90kV;RTE;2;BESSAL42MENES;LIAISON 90kV N0 2 BESSANGES-MENESPLET;;;;;;
AERIEN;LAMOTL31ZLAMO;LIAISON 63kV N0 1 ARCACHON-FACTURE-LAMOTHE;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;CZTRYL61PLISO;LIAISON 225kV N0 1 COURTRY-PLISON;EN EXPLOITATION;225kV;RTE;2;CZTRYL61SENAR;LIAISON 225kV N0 1 COURTRY-SENART;;;;;;
AERIEN;BAGATL31ISSEL;LIAISON 63kV N0 1 BAGATELLE-ISSEL;EN EXPLOITATION;63kV;RTE;2;BAGATL32ZSEIG;LIAISON 63kV N0 2 AVIGNONET - BAGATELLE - ISSEL;;;;;;
AERIEN;FRASNL71GEN.P;LIAISON 400kV N0 1 FRASNE - GENISSIAT-POSTE;EN EXPLOITATION;400kV;RTE;2;GEN.PL72VIELM;LIAISON 400kV N0 2 GENISSIAT-POSTE - VIELMOULIN;;;;;;
AERIEN;CHEV5L61ZBAST;LIAISON 225kV N0 1 BRAINS - CHEVIRE - CORDEMAIS-POSTE;EN EXPLOITATION;225kV;RTE;2;CHEV5L31SSPAZ;LIAISON 63kV N0 1 CHEVIRE - STE-PAZANNE;;;;;;
AERIEN;CHEV5L61ZBAST;LIAISON 225kV N0 1 BRAINS - CHEVIRE - CORDEMAIS-POSTE;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;GENASL31MIONS;LIAISON 63kV N0 1 GENAS-MIONS;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;THOR L31ZTHO5;LIAISON 63kV N0 1 AVIGNON (POSTE) - CAUMONT (PIPE-LINE SUD-EUROPEEN NO 1A) - THOR (LE);EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;VALS L31ZP.VE;LIAISON 63kV N0 1 MONTPEZAT-PONT DE VEYRIERES-VALS;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;LEZIGL32LIVIE;LIAISON 63kV N0 2 LEZIGNAN-LIVIERE;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;AVELIL71WEPPE;LIAISON 400kV N0 1 AVELIN - WEPPES;EN EXPLOITATION;400kV;RTE;2;AVELIL72WARAN;LIAISON 400kV N0 2 AVELIN - WARANDE;;;;;;
AERIEN;GORREL41ZGOR5;LIAISON 90kV N0 1 PLAUD - TANNIN - GORRE;EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;CONCAL31ZCASC;LIAISON 63kV N0 2 CASCADEC-CONCARNEAU-LANGONNET-SCAER;EN EXPLOITATION;63kV;RTE;2;CONCAL31ZKERS;LIAISON 63kV N0 1 CASCADEC-CONCARNEAU-LANGONNET;;;;;;
AERIEN;GATELL41JUSSA;LIAISON 90kV N0 1 GATELLIER-JUSSAC;EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;AVEZEL31MADIE;LIAISON 63kV N0 1 AVEZE-MADIERES;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;ADASTL32ZPRRF;LIAISON 63kV N0 2 PORTIQUE S5 (ADAST) - SOULOM - PIERREFITTE (PEM);EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;SSFL6L31ZGERM;LIAISON 63kV N0 1 FLOGNY-GERMIGNY-ST-FLORENTIN;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;GORROL41ZGORR;LIAISON 90kV N0 1 BUTTAVENT - ERNEE - GORRON;EN EXPLOITATION;90kV;RTE;2;GORROL41ZGORR;LIAISON 90kV N0 1 BUTTAVENT - ERNEE - GORRON;;;;;;
AERIEN;B.MONL62ZB.VA;LIAISON 225kV N0 2 BEAUCHASTEL - BEAUMONT-MONTEUX - BOURG-LES-VALENCE;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;CXMONL41CXVIG;LIAISON 90kV N0 1 CHAUMONT (CHASSENEUIL-DU-POITOU)-CHAUVIGNY;EN EXPLOITATION;90kV;RTE;2;CXVIGL41ZFORG;LIAISON 90kV N0 1 CHAUVIGNY-FERRANDE (LA)-JAUMES(LES)-MONTMORILLON;;;;;;
AERIEN;POUZAL41PUYBE;LIAISON 90kV N0 1 POUZAUGES-PUYBELLIARD;EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;LANEUL31ZLAN9;LIAISON 63kV N0 1 ESSEY (-LES-NANCY) - LANEUVELOTTE - LANEUVEVILLE;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;FLAMAL73MENUE;LIAISON 400kV N0 3 FLAMANVILLE - MENUEL DER TA2;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;CHAVAL31ZCHA6;LIAISON 63kV N0 1 CHAVANOD-CHAVAROCHE-VALLIERES;EN EXPLOITATION;63kV;RTE;2;CHAV6L31POISY;LIAISON 63kV N0 1 CHAVANOD-POISY;;;;;;
AERIEN;GAUC5L31SETIE;LIAISON 63kV N0 1 GAUCHY-SETIER;EN EXPLOITATION;63kV;RTE;2;GAUC5L32SETIE;LIAISON 63kV N0 2 GAUCHY-SETIER;;;;;;
AERIEN;VALE8L61ZMANG;LIAISON 225kV N0 1 ETOILE-SUR-RHONE - LOGIS-NEUF - VALENCE;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;AUBE L41FERR5;LIAISON 90kV N0 1 AUBE-FERRIERE (Ferr5 TR 411);EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;CPNIEL61PRUNI;LIAISON 225kV N0 1 CHAMPAGNIER - PRUNIERES;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;VERN7L31ZBATO;LIAISON 63KV N0 1 CLAVAUX (LES)  VERNEY (LE) - BATON;EN EXPLOITATION;63kV;RTE;2;VERN7L31ZOZ;LIAISON 63kV N0 1 OZ-ST-GUILLERME-VERNEY (LE);;;;;;
AERIEN;GOUDOL41GOUD5;LIAISON 90kV N0 1 GOUDOUNECHE-GOUDOUNECHE(ISOROY A USSEL);EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;C.AYGL31L.NEU;LIAISON 63kV N0 1 CHAMP-DE-L AYGUES-LOGIS-NEUF;ACCORD ADMINISTRATIF;63kV;RTE;1;;;;;;;;
AERIEN;MOLE L41N.USS;LIAISON 90kV N0 1 MOLE (LA) - NEUVIC-D USSEL;EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;BONNAL41GUERE;LIAISON 90kV N0 1 BONNAT-GUERET;EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;CHESNL31MTER5;LIAISON 63kV N0 1 CHESNOY (LE) - MONTEREAU (CLIENT);EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;SERVAL31VIRIA;LIAISON 63kV N0 1 SERVAS-VIRIAT;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;BXCHAL62ZB.VA;LIAISON 225kV N0 2 BEAUCHASTEL - BEAUMONT-MONTEUX - BOURG-LES-VALENCE;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;ARGOEL41QUENT;LIAISON 90kV N0 1 ARGOEUVES-QUENTOIS;EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;AMBONL31MARZA;LIAISON 63kV N0 1 AMBON-MARZAN;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;AVIGNL61CTAUR;LIAISON 225kV N0 1 AVIGNON (POSTE) - CHATEAURENARD;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;MESNIL41VIRE;LIAISON 90kV N0 1 MESNIL-VIRE;EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;MAGN5L41SOUTE;LIAISON 90kV N0 1 MAGNAZEIX-SOUTERRAINE (LA);EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;BARNAL71PALUE;LIAISON 400kV N0 1 BARNABOS - PALUEL;EN EXPLOITATION;400kV;RTE;2;BARNAL72PALUE;LIAISON 400kV N0 2 BARNABOS - PALUEL;;;;;;
AERIEN;ISSOUL32ZISSO;LIAISON 63kV N0 2 GARGENVILLE - PORCHEVILLE - DER ISSOU - DER MONTALET;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;PORCHL41RAMBO;LIAISON 90kV N0 1 PORCHEVILLE-RAMBOUILLET;EN EXPLOITATION;90kV;RTE;2;PORCHL31ZHARG;LIAISON 63kV N0 1 PLAISIR - PORCHEVILLE - DER HARGEVILLE (VERS ELANCOURT);;;;;;
AERIEN;T.PINL31ZF.TO;LIAISON 63kV N0 1 AOSTE - ISLE D ABEAU - TOUR-DU-PIN (LA);EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;POUZIL31ZPOUZ;LIAISON 63kV N0 1 LORIOL-POUZIN (LE)-VOULTE (LA);EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;CHARBL41PONS;LIAISON 90kV N0 1 CHARBONNIERE-PONS;EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;CHEVIL62RUNGI;LIAISON 225kV N0 2 CHEVILLY-RUNGIS;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;F.BERL41THEIL;LIAISON 90kV N0 1 FERTE BERNARD (LA)-THEIL (LE);EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;AUBUSL31AUZAN;LIAISON 63kV N0 1 AUBUSSON-AUZANCES;EN EXPLOITATION;63kV;RTE;2;AUBUSL31SSPAR;LIAISON 63kV N0 1 AUBUSSON-ST-PARDOUX;;;;;;
AERIEN;AUBUSL31SSPAR;LIAISON 63kV N0 1 AUBUSSON-ST-PARDOUX;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;P.LANL32SEPTE;LIAISON 63kV N0 2 PAS-DES-LANCIERS-SEPTEMES;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;ATTAQL41MANDA;LIAISON 90kV N0 1 ATTAQUES (LES)-MANDARINS;EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;TOUREL22VEN.P;LIAISON 45kV N0 2 TOURELLES-VENTHON-POSTE;EN EXPLOITATION;45kV;RTE;1;;;;;;;;
AERIEN;L.SAUL31PYMON;LIAISON 63kV N0 1 LONS-LE-SAUNIER-PYMONT;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;BORT L61MOLE;LIAISON 225kV N0 1 BORT-MOLE (LA);EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;BXLIEL61ZGRA6;LIAISON 225kV N0 1 BEAULIEU - ROUMAGNOLLE - GRANZAY;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;BUIS L42VENES;LIAISON 90kV N0 2 BUIS (LES)-VENESMES;EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;BURCIL31RIVE5;LIAISON 63kV N0 1 BURCIN-RIVES;EN EXPLOITATION;63kV;RTE;2;MOIRAL32RIVE5;LIAISON 63kV N0 2 MOIRANS-RIVES;;;;;;
AERIEN;BXBREL41MAURE;LIAISON 90kV N0 1 BEAUBREUIL-MAUREIX (LE);EN EXPLOITATION;90kV;RTE;2;MAUREL41ZMRN5;LIAISON 90kV N0 1 AURENCE-MAUREIX-MAGRE-MARTINERIE;;;;;;
AERIEN;MAUREL41ZMRN5;LIAISON 90kV N0 1 AURENCE-MAUREIX-MAGRE-MARTINERIE;EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;P.GASL61PERSA;LIAISON 225kV N0 1 PLESSIS-GASSOT - PERSAN;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;CORDEL61ZSSCO;LIAISON 225kV N0 1 CORDEAC - PRUNIERES - ST-PIERRE-COGNET;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;VINCEL61ZGOLB;LIAISON 225kV N0 1 GOLBEY - JEUXEY - VINCEY;EN EXPLOITATION;225kV;RTE;2;VINCEL61ZSSNA;LIAISON 225kV N0 1 ETIVAL - ST-NABORD - VINCEY;;;;;;
AERIEN;DIEPPL41PENL5;LIAISON 90kV N0 1 DIEPPE-PENLY (POSTE EVACUATION);EN EXPLOITATION;90kV;RTE;2;ENVERL41PENL5;LIAISON 90kV N0 1 ENVERMEU-PENLY (POSTE EVACUATION);;;;;;
AERIEN;CHED5L21ZCHED;LIAISON 45kV N0 1 ABBAYE (S.N.C.F.)-CHEDDE (S.N.C.F.)-PASSY;EN EXPLOITATION;45kV;RTE;1;;;;;;;;
AERIEN;ESTR5L31MATZ;LIAISON 63kV N0 1 ESTREES-MATZ (RESSONS-SUR);EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;AVELIL62EPINE;LIAISON 225kV N0 2 AVELIN - EPINETTE;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;MELGVL32ZCOSQ;LIAISON 63kV N0 2 BANNALEC-CONCARNEAU-MELGVEN;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;ANDR5L21ZANDR;LIAISON 45kV N0 1 ANDRAYE (CN AIR) - EPIERRE - RANDENS;EN EXPLOITATION;45kV;RTE;1;;;;;;;;
AERIEN;BOLL5L32TRICA;LIAISON 63kV N0 2 BOLLENE-TRICASTIN (LE);EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;M.POIL31ZSULA;LIAISON 63kV N0 1 MAS-POINTU-MIRAMAS-PIQUAGE A SULAUZE-SULAUZE;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;CHAFFL31JALLI;LIAISON 63kV N0 1 CHAFFARD (LE)-JALLIEU;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;DAMERL61VESLE;LIAISON 225kV N0 1 DAMERY-VESLE;EN EXPLOITATION;225kV;RTE;2;ORMESL61VESLE;LIAISON 225kV N0 1 ORMES-VESLE;;;;;;
AERIEN;MOLE L41YDES;LIAISON 90kV N0 1 MOLE (LA) - YDES;EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;SAUS2L61ZV.MO;LIAISON 225kV N0 1 LONGEFAN - SAUSSAZ II (LA) - VIEUX-MOULIN;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;BONN6L61VALDI;LIAISON 225kV N0 1 BONNEAU-VALDIVIENNE;EN EXPLOITATION;225kV;RTE;2;BONN6L62VALDI;LIAISON 225kV N0 2 BONNEAU-VALDIVIENNE;;;;;;
AERIEN;BXBREL41JUNIA;RES. LIAISON 90kV N0 1  BEAUBREUIL - JUNIAT;EN EXPLOITATION;HORS TENSION;RTE;1;;;;;;;;
AERIEN;BERMOL31CONTA;LIAISON 63kV N0 1 BERMONTS-CONTAMINE;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;BRUGEL31MARGA;LIAISON 63kV N0 1 BRUGES-MARGAUX;EN EXPLOITATION;63kV;RTE;2;BRUGEL32CISSA;LIAISON 63kV N0 2 BRUGES-CISSAC;;;;;;
AERIEN;LAUREL31P.LAN;LIAISON 63kV N0 1 LAURE-PAS-DES-LANCIERS;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;KERBOL31ZRUNI;LIAISON 63kV N0 1 CREDIN - KERBOQUET - RABINE (LA);EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;PERIZL32RIEZ;LIAISON 63kV N0 2 PERIZET (LE)-RIEZ;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;FORTAL31ZHENR;LIAISON 63kV N0 1 AUBIGNY-FORTAIE (LA)-HENRICHEMONT;EN EXPLOITATION;63kV;RTE;2;VAILLL31ZVAIL;LIAISON 63kV N0 1 FORTAIE (LA)-SANCERRE-VAILLY;;;;;;
AERIEN;GREPIL31ROANN;LIAISON 63kV N0 1 GREPILLES - ROANNE;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;SSBAIL41ZGAIL;LIAISON 90kV N0 1 FOULONNIERE-GAILLON-ST-PIERRE-DE-BAILLEUL;EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;MOIRAL32RIVE5;LIAISON 63kV N0 2 MOIRANS-RIVES;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;GAUCHL41ZESTI;LIAISON 90kV N0 1 BRADASCOU - GAUCHET - ESTIVAUX;EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;MOIRAL31VOIRO;LIAISON 63kV N0 1 MOIRANS-VOIRON;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;CHESNL63RENAR;LIAISON 225kV N0 3 CHESNOY (LE) - RENARDIERES (LES);EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;BANCAL51VALAB;LIAISON 150kV N0 1 BANCAIRON - VALABRES;EN EXPLOITATION;150kV;RTE;1;;;;;;;;
AERIEN;FTAINL32MEURS;LIAISON 63kV N0 2 FONTAINES(S.N.C.F.)-MEURSAULT;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;ZBARTL33ZBEYR;LIAISON 63kV N0 3 LANNEMEZAN - BARTHE - BEYREDE(RTE) - ST LARY;EN EXPLOITATION;63kV;RTE;2;BORDEL34ZBAR5;LIAISON 63kV N0 4 BORDERES-BARTHE-LANNEMEZAN;;;;;;
AERIEN;ILLKIL31STRAS;LIAISON 63kV N0 1 ILLKIRCH-STRASBOURG;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;CAMP5L31ZGRIP;LIAISON 63kV N0 1 ARTIGUES-GRIPP-CAMPAN;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;POISAL41VLERB;LIAISON 90kV N0 1 POISARD-VILLERBON;EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;BRAINL31SSRET;LIAISON 63kV N0 1 BRAINS - ST-PERE-EN-RETZ;EN EXPLOITATION;63kV;RTE;2;CHEV5L31PAIMB;LIAISON 63kV N0 1 CHEVIRE-PAIMBOEUF;;;;;;
AERIEN;MORU L31ZV.PA;LIAISON 63kV N0 1 BARROIR-MORU-VILLERS-ST-PAUL;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;LAUNAL72TAUTE;LIAISON 400kV N0 2 LAUNAY - TAUTE;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;BONICL42ZBONI;LIAISON 90kV N0 2  EGUZON - SOUTERRAINE (LA) - BONICHAUD;EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;LESTEL31ZBORD;LIAISON 63kV N0 1 LEDAR-BORDES-LESTELLE;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;HUBERL41VALCA;LIAISON 90kV N0 1 HUBERVILLE-VALCANVILLE (Valcanville TR 411);EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;C.NEYL31CPRAD;LIAISON 63kV N0 1 CHAMPRADET-CROIX-DE-NEYRAT;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;B.CEZL31MONDR;LIAISON 63kV N0 1 BAGNOLS-SUR-CEZE-MONDRAGON;EN EXPLOITATION;63kV;RTE;2;BOLL5L31MONDR;LIAISON 63kV N0 1 BOLLENE-MONDRAGON;;;;;;
AERIEN;LANGOL31SAUCA;LIAISON 63kV N0 1 LANGON-SAUCATS;EN EXPLOITATION;63kV;RTE;2;SAUCAL31ZCER6;LIAISON 63kV N0 1 PODENSAC-SAUCATS-CERONS;;;;;;
AERIEN;GAVREL41M.JUL;LIAISON 90kV N0 1 GAVRELLE-MOTTE JULIENNE (LA);EN EXPLOITATION;90kV;RTE;2;HENINL41M.JUL;LIAISON 90kV N0 1 HENIN-MOTTE JULIENNE (LA);;;;;;
AERIEN;B.PRIL41ZB.PR;LIAISON 90kV N0 1 DAMBRON - VOVES - BOIS PRINCE (LE);EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;CXNAYL61ZJUST;LIAISON 225kV N0 1 CHAUNAY - DAMBRON - JUSTICE;EN EXPLOITATION;225kV;RTE;2;CXNAYL41MALAG;LIAISON 90kV N0 1 CHAUNAY-MALAGUAY;;;;;;
AERIEN;MORZIL31ZTANI;LIAISON 63kV N0 1 MORZINE-PRESSY-TANINGES;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;GRIGNL62ZCOQ5;LIAISON 225kV N0 2 AQUEDUCS (LES) - COQUIBUS - GRIGNY;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;CTAUNL31ZC.RH;LIAISON 63kV N0 1 CHATEAUNEUF-DU-RHONE - CHATEAUNEUF - PLANTADES;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;A.LI6L41G.SYN;LIAISON 90kV N0 1 AIR-LIQUIDE(A GRANDE SYNTHE)-GRANDE-SYNTHE;EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;SSCL5L32ZP.SA;LIAISON 63kV N0 2 PORTE-SACHET - ST-CLAUDE - VOUGLANS;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;BELIEL31MASQU;LIAISON 63kV N0 1 BELIET-MASQUET;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;RABIOL41VALL9;LIAISON 90kV N0 1 RABION-VALLADE (LA);EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;ARDOIL31ZSSC7;LIAISON 63kV N0 1 ARDOISE (L )-MOTTE (LA) (V.-LES-AVIGNON)-ST-GENIES-DE-COMOLAS;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;DARSEL31MALEB;LIAISON 63kV N0 1 DARSE-MALEBARGE;EN EXPLOITATION;63kV;RTE;2;DARSEL32ZMETH;LIAISON 63kV N0 2 DARSE-FEUILLANE-METHANIER(TERMINAL DE FOS-SUR-MER);;;;;;
AERIEN;DARSEL61FEUIL;LIAISON 225kV N0 1 DARSE-FEUILLANE;EN EXPLOITATION;225kV;RTE;2;DARSEL61FEUIL;LIAISON 225kV N0 1 DARSE-FEUILLANE;;;;;;
AERIEN;TEIL L31TEIL5;LIAISON 63kV N0 1 TEIL (LE) - TEIL (LE)(CIMENTS LAFARGE AU TEIL);EN EXPLOITATION;63kV;RTE;2;TEIL L32ZTEIL;LIAISON 63kV N0 2 CHATEAUNEUF-DU-RHONE - CIMENT LAFARGE - TEIL (LE) (CIMENTS LAFARGE AU TEIL);;;;;;
AERIEN;PUISEL31ZBRE5;LIAISON 63kV N0 1 BREVAL-HERBLAY-PUISEUX;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;PLUVIL61PRINQ;LIAISON 225kV N0 1 PLUVIGNER - PRINQUIAU;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;BONNIL61MEZE5;LIAISON 225kV N0 1 BONNIERES-MEZEROLLES;EN EXPLOITATION;225kV;RTE;2;BONNIL61ZRIC5;LIAISON 225kV N0 1 ARPENTS (LES) - BONNIERES - RICHEBOURG;;;;;;
AERIEN;AUTUNL31EPINA;LIAISON 63kV N0 1 AUTUN-EPINAC;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;VALENL61ZQUAR;LIAISON 225kV N0 1 QUAREZ - THIERS (BRUAY-SUR-L'ESCAUT) - VALENCIENNES;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;COUTRL41ZCOUT;LIAISON 90kV N0 1 BESSANGES - POMEROL - COUTRAS;EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;CZRIEL42ZCZRI;LIAISON 90kV N0 2 CARVIN - COURRIERES - HENIN;EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;PELOUL42TOURS;LIAISON 90kV N0 2 PELOUSE (LA)-TOURS;EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;MENUEL71TOLLE;LIAISON 400kV N0 1 MENUEL - TOLLEVAST;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;ISSE L41N.ERD;LIAISON 90kV N0 1 ISSE-NORT-SUR-ERDRE;EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;CORNIL31SSGE7;LIAISON 63kV N0 1 CORNIER-ST-JULIEN-EN-GENEVOIS;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;MOUX L31ZMOUX;LIAISON 63kV N0 1 CHANCIA-CIZE-MOUX;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;GRANZL72PREGU;LIAISON 400kV N0 2 GRANZAY - PREGUILLAC;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;BONN7L41CTAUD;LIAISON 90kV N0 1 BONNEVAL-CHATEAUDUN;EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;POUGEL61SSVIC;LIAISON 225kV N0 1 POUGET (LE) - ST-VICTOR;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;GERVAL31OZON;LIAISON 63kV N0 1 GERVANS-OZON;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;B.TOLL31GEX;LIAISON 63kV N0 1 BOIS-TOLLOT-GEX;EN EXPLOITATION;63kV;RTE;2;B.TOLL32GEX;LIAISON 63kV N0 2 BOIS-TOLLOT-GEX;;;;;;
AERIEN;GRANZL61SSFLO;LIAISON 225kV N0 1 GRANZAY-ST-FLORENT;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
