Type ouvrage;Code ligne 1;Nom ligne 1;Etat;TENSION;Source donnée;Nombre circuit;Code ligne 2;Nom ligne 2;Code ligne 3;Nom ligne 3;Code ligne 4;Nom ligne 4;Code ligne 5;Nom ligne 5
AERIEN;C.AYGL31L.NEU;LIAISON 63kV N0 1 CHAMP-DE-L AYGUES-LOGIS-NEUF;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;LONG6L62ZRAN6;LIAISON 225kV N0 2 ALBERTVILLE - LONGEFAN - RANDENS;EN EXPLOITATION;225kV;RTE;2;LONG6L21ZGLAN;LIAISON 45kV N0 1 GLANDON-LONGEFAN-ST-AVRE;;;;;;
AERIEN;COATAL31LANDE;LIAISON 63kV N0 1 COATAUDON-LANDERNEAU;EN EXPLOITATION;63kV;RTE;2;COATAL32LANDE;LIAISON 63kV N0 2 COATAUDON-LANDERNEAU;;;;;;
AERIEN;LANTOL31ZLA10;LIAISON 63kV N0 1 LANTON - LEGE - MASQUET;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;BOURGL42MUSSA;LIAISON 90kV N0 2 BOURG (LE)-MUSSAY;EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;MOUR5L32VALE8;LIAISON 63kV N0 2 MOURETTES (LES)-VALENCE;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;C.HUIL41LOUPE;LIAISON 90kV N0 1 CONDE-SUR-HUISNE - LOUPE (LA);EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;NEOULL72TRANS;LIAISON 400kV N0 2 NEOULES - TRANS;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;BOUCAL31ZBOUC;LIAISON 63kV N0 1 MOUGUERRE-MOUSSEROLLES-LE BOUCAU;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;ALBERL61CONTA;LIAISON 225kV N0 1 ALBERTVILLE-CONTAMINE;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;CORBIL41P.MAC;LIAISON 90kV N0 1 CORBIERE (LA)-PLESSIS-MACE;EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;BAIXAL31M.BRU;LIAISON 63kV N0 1 BAIXAS - MAS BRUNO;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;DOMLOL71LOUIS;LIAISON 400kV N0 1 DOMLOUP - LOUISFERT;EN EXPLOITATION;400kV;RTE;2;DOMLOL72LOUIS;LIAISON 400kV N0 2 DOMLOUP - LOUISFERT (POSTE F);;;;;;
AERIEN;CHAN5L71VLERB;LIAISON 400kV N0 1 CHANCEAUX - VILLERBON;EN EXPLOITATION;400kV;RTE;2;PICOCL71VLERB;LIAISON 400kV N0 1 PICOCHERIE (LA) - VILLERBON;;;;;;
AERIEN;CHAP6L41MAME;LIAISON 90kV N0 1 CHAPEAU-MAME (LA);EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;B.MONL61ZCBAU;LIAISON 225kV N0 1 BEAUMONT-MONTEUX - CHABRILLAN - CHAMBAUD;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;CORN6L31THILL;LIAISON 63kV N0 1 CORNIMONT-THILLOT (LE);EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;GAVREL41SCARP;LIAISON 90kV N0 1 GAVRELLE-SCARPE;EN EXPLOITATION;90kV;RTE;2;GAVREL42SCARP;LIAISON 90kV N0 2 GAVRELLE-SCARPE;;;;;;
AERIEN;MIONSL61SSV.E;LIAISON 225kV N0 1 MIONS-ST-VULBAS-EST;EN EXPLOITATION;225kV;RTE;2;GENASL31MEYZI;LIAISON 63kV N0 1 GENAS-MEYZIEU;;;;;;
AERIEN;T.SAVL31ZVER5;LIAISON 63kV N0 1 CUDRAZ-TOURS EN SAVOIE-VERNAYS (LES);EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;COR.PL61ZORVA;LIAISON 225kV N0 1 CORDEMAIS-POSTE - ST JOSEPH - ORVAULT;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;BEZAUL61ZPELT;LIAISON 225kV N0 1 BEZAUMONT - PELTRE - VIGY;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;TAMARL72TAVEL;LIAISON 400kV N0 2 TAMAREAU - TAVEL;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;GATI5L41PITHI;LIAISON 90kV N0 1 GATINAIS-PITHIVIERS;EN EXPLOITATION;90kV;RTE;2;GATI5L42PITHI;LIAISON 90kV N0 2 GATINAIS-PITHIVIERS;;;;;;
AERIEN;MARI6L31PIZAN;LIAISON 63kV N0 1 MARIE-PIZANCON;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;GATI5L41PITHI;LIAISON 90kV N0 1 GATINAIS-PITHIVIERS;EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;ARPENL62ZRIC6;LIAISON 225kV N0 2 ARPENTS (LES) - MEZEROLLES - RICHEBOURG;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;POISAL41VLERB;LIAISON 90kV N0 1 POISARD-VILLERBON;EN EXPLOITATION;90kV;RTE;2;POISAL42VLERB;LIAISON 90kV N0 2 POISARD-VILLERBON;;;;;;
AERIEN;LABRUL31MAZAM;LIAISON 63kV N0 1 LABRUGUIERE-MAZAMET;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;MARZEL31VERFE;LIAISON 63kV N0 1 MARZENS-VERFEIL;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;BEUVRL61ZBEU5;LIAISON 225kV N0 1 BEUVRY(LABOURSE) - MAZINGARBE - VENDIN;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;SSVIEL31VIRAD;LIAISON 63kV N0 1 ST-PRIVAT-DES-VIEUX-VIRADEL;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;BARR6L31CARRI;LIAISON 63kV N0 1 BARROIR-CARRIERES;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;ELANCL62SAULE;LIAISON 225kV N0 2 ELANCOURT-SAULES;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;CERNAL31ZLIN5;LIAISON 63kV N0 1 CERNAY - LINGUET - NOUETTES;EN EXPLOITATION;63kV;RTE;2;CERNAL31ZT.SS;LIAISON 63kV N0 1 CERNAY - MURIGNY - NOUETTES;;;;;;
AERIEN;GRASSL32P.GR5;LIAISON 63kV N0 2 GRASSE-PLAN-DE-GRASSE;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;GOURNL31T.CH5;LIAISON 63kV N0 1 GOURNAY-TRIE-CHATEAU;EN EXPLOITATION;63kV;RTE;2;GOURNL31ZV.LI;LIAISON 63kV N0 1 ETREPAGNY - GOURNAY - PIQUAGE A LA VALLEE AUX LIEVRES - TRIE-CHATEAU;;;;;;
AERIEN;LANEUL31ZLUDR;LIAISON 63kV N0 1 LANEUVEVILLE-LUDRES-XEUILLEY;EN EXPLOITATION;63kV;RTE;2;LANEUL31ZLUD5;LIAISON 63kV N0 1 LANEUVEVILLE-LUDRES-NEUVES-MAISONS;;;;;;
AERIEN;PORTEL31VALE8;LIAISON 63kV N0 1 PORTES - VALENCE;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;MEZINL31NERAC;LIAISON 63kV N0 1 MEZIN-NERAC;EN EXPLOITATION;63kV;RTE;2;MEZINL41NERAC;RES. LIAISON 90kV N0 1  MEZIN - NERAC;;;;;;
AERIEN;.ASPHL71SIERE;LIAISON 400kV N0 1 ASPHARD - SIERENTZ;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;BRUNNL61MARCK;LIAISON 225kV N0 1 BRUNNENWASSER-MARCKOLSHEIM;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;CHOO2L72LONNY;LIAISON 400kV N0 2 CHOOZ B - LONNY;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;FEUILL61LAVER;LIAISON 225kV N0 1 FEUILLANE - LAVERA;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;C.REGL32MARC6;LIAISON 63kV N0 2 CHAMPS-REGNAUD-MARCILLY;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;LAVERL61P.BOU;LIAISON 225kV N0 1 LAVERA-PORT-DE-BOUC;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;BAGATL31ISSEL;LIAISON 63kV N0 1 BAGATELLE-ISSEL;EN EXPLOITATION;63kV;RTE;2;ISSELL32ZSEIG;LIAISON 63kV N0 2 AVIGNONET - BAGATELLE - ISSEL;;;;;;
AERIEN;LUGRAL31MONLO;LIAISON 63kV N0 1 LUGRA-MONLOO;EN EXPLOITATION;63kV;RTE;2;LUGRAL31MONLO;LIAISON 63kV N0 1 LUGRA-MONLOO;;;;;;
AERIEN;I.ELLL41MARA7;LIAISON 90kV N0 1 ILE-D ELLE-MARANS;EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;ENTRAL31TRANS;LIAISON 63kV N0 1 ENTRAIGUES-TRANS;EN EXPLOITATION;63kV;RTE;2;ENTRAL32TRANS;LIAISON 63kV N0 2 ENTRAIGUES - TRANS;;;;;;
AERIEN;COMM7L61CPFL5;LIAISON 225kV N0 1 CHAMPFLEUR-COMMERVEIL;EN EXPLOITATION;225kV;RTE;2;COMM7L41CPFL5;LIAISON 90kV N0 1 CHAMPFLEUR-COMMERVEIL;;;;;;
AERIEN;BRAM L31VALGR;LIAISON 63kV N0 1 BRAM - VALGROS;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;LAZERL31ZLAZ5;LIAISON 63kV N0 1 LAZER - SISTERON - TRESCLEOUX - LAZER;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;LANNEL32LANN5;LIAISON 63kV N0 2 LANNEMEZAN-LANN5(PECHINEY);EN EXPLOITATION;63kV;RTE;2;LANNEL32LANN5;LIAISON 63kV N0 2 LANNEMEZAN-LANN5(PECHINEY);;;;;;
AERIEN;TONN5L31ZROJA;LIAISON 63kV N0 1 MARMANDE-TONNEINS-ROJA;EN EXPLOITATION;63kV;RTE;2;TONN5L31ZROJ5;LIAISON 63kV N0 1 TONNEINS-UNET-ROJA;;;;;;
AERIEN;F.MONL41ZF.MO;LIAISON 90kV N0 1 PEYRAT - ST SETIER - FAUX-LA-MONTAGNE;EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;PUYREL41TOUVR;LIAISON 90kV N0 1 PUYRENAUD-TOUVRE;EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;BARBEL41MTGUY;LIAISON 90kV N0 1 BARBEZIEUX-MONTGUYON;EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;ROANNL31VLERE;LIAISON 63kV N0 1 ROANNE-VILLEREST;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;SSJULL63VIGY;LIAISON 225kV N0 3 ST-JULIEN - VIGY;EN EXPLOITATION;225kV;RTE;2;SSJULL63VIGY;LIAISON 225kV N0 3 ST-JULIEN - VIGY;;;;;;
AERIEN;BZGUIL31P.ROI;LIAISON 63kV N0 1 BOURGUIGNON-PONT-DE-ROIDE;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;CHESNL71RENAR;LIAISON 400kV N0 1  CHESNOY (LE) - RENARDIERES (LES);EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;HAGETL31SSSEV;LIAISON 63kV N0 1 HAGETMAU-ST-SEVER;EN EXPLOITATION;63kV;RTE;2;NAOUTL31SSSEV;LIAISON 63kV N0 1 NAOUTOT-ST-SEVER;;;;;;
AERIEN;PERTAL32ZM.NI;LIAISON 63kV N0 2 MESNIL-SAINT-NICAISE - NESLE - PERTAIN - PIQUAGE A MESNIL-SAINT-NICAISE;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;GUIDEL31QUIM5;LIAISON 63kV N0 1 GUIDEL-QUIMPERLE;EN EXPLOITATION;63kV;RTE;2;P.ROUL31QUIM5;LIAISON 63kV N0 1 POTEAU-ROUGE - QUIMPERLE;;;;;;
AERIEN;CORDEL61P.ESC;LIAISON 225kV N0 1 CORDEAC-PONT-ESCOFFIER;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;GARCHL31SSELO;LIAISON 63kV N0 1 GARCHIZY-ST-ELOI;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;KERBAL31MARIE;LIAISON 63kV N0 1 KERBACH-MARIENAU;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;QUINCL31SSBE5;LIAISON 63kV N0 1 QUINCIEUX-ST-BERNARD;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;PRATCL61SANSS;LIAISON 225kV N0 1 PRATCLAUX - SANSSAC (L EGLISE);EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;P.ROLL31ZSSR5;LIAISON 63kV N0 1 CROIX GIBAT (LA)-LAMBALLE-PONT-ROLLAND;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;BARLIL41BEUVR;LIAISON 90kV N0 1 BARLIN-BEUVRY(LABOURSE);EN EXPLOITATION;90kV;RTE;2;BEUVRL42VERQU;LIAISON 90kV N0 2 BEUVRY(LABOURSE)-VERQUIGNEUL;;;;;;
AERIEN;POISAL42VLERB;LIAISON 90kV N0 2 POISARD-VILLERBON;EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;CROIXL61WEPPE;LIAISON 225kV N0 1 CROIX (LA) - WEPPES;EN EXPLOITATION;225kV;RTE;2;VERTEL61WEPPE;LIAISON 225kV N0 1 VERTEFEUILLE-WEPPES;;;;;;
AERIEN;BEZONL31BIGNA;LIAISON 63kV N0 1 BEZON-BIGNAN;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;H.BOUL61ZH.B5;LIAISON 225kV N0 1 ARGOEUVES - BLOCAUX - HORNOY-LE-BOURG;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;CHEZYL31NOGEN;LIAISON 63kV N0 1 CHEZY-NOGENTEL;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;FAMARL31HURTE;LIAISON 63kV N0 1 FAMARS-HURTEBISE;EN EXPLOITATION;63kV;RTE;2;FAMARL32HURTE;LIAISON 63kV N0 2 FAMARS-HURTEBISE;;;;;;
AERIEN;HARGEL31ZHARG;LIAISON 63kV N0 1 PLAISIR - PORCHEVILLE - DER HARGEVILLE (VERS ELANCOURT);EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;BXCH5L42TREPO;LIAISON 90kV N0 2 BEAUCHAMPS - TREPORT (LE);EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;REALTL72TAVEL;LIAISON 400kV N0 2 REALTOR - TAVEL;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;ANGE5L21G.COE;LIAISON 45kV N0 1 ANGELIN-GRAND-COEUR;EN EXPLOITATION;45kV;RTE;2;G.COEL21LECHE;LIAISON 45kV N0 1 GRAND-COEUR-LA LECHERE;;;;;;
AERIEN;CPNOLL61SAONE;LIAISON 225kV N0 1 CHAMPAGNOLE - SAONE;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;BASTIL31SARSA;LIAISON 63kV N0 1 BASTILLAC-SARSAN;EN EXPLOITATION;63kV;RTE;2;SARSAL31ZNAY5;LIAISON 63kV N0 1 COARRAZE-NAY-SARSAN;;;;;;
AERIEN;BREALL41ZTAY;LIAISON 90kV N0 1 BREAL - CROQUELOUP - ST-PIERRE-LA-COUR;EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;OLETTL31V.CO5;LIAISON 63kV N0 1 OLETTE - VILLEFRANCHE-DE-CONFLENT;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;GUEREL42SSFEY;LIAISON 90kV N0 2 GUERET-STE-FEYRE;EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;B.MONL61VALE8;LIAISON 225kV N0 1 BEAUMONT-MONTEUX-VALENCE;EN EXPLOITATION;225kV;RTE;2;CHABRL61ZCBAU;LIAISON 225kV N0 1 BEAUMONT-MONTEUX - CHABRILLAN - CHAMBAUD;;;;;;
AERIEN;FLINSL31PORCH;LIAISON 63kV N0 1 FLINS - PORCHEVILLE;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;CPNY L31ZCPNY;LIAISON 63kV N0 1 BOZEL-CHAMPAGNY-PRALOGNAN;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;RETHEL31ZN.SU;LIAISON 63kV N0 1 BAZANCOURT  - RETHEL- NEPELLIER;EN EXPLOITATION;63kV;RTE;2;BAZANL32RETHE;LIAISON 63kV N0 2 BAZANCOURT-RETHEL;;;;;;
AERIEN;CHEV6L42CPFL5;LIAISON 90kV N0 2 CHEVAIN-CHAMPFLEUR;EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;B.DAML31DOUVO;LIAISON 63kV N0 1 BAUME-LES-DAMES-DOUVOT;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;CONTAL31PRALO;LIAISON 63kV N0 1 CONTAMINE-PRALOGNAN;EN EXPLOITATION;63kV;RTE;2;CONTAL31ZMOU7;LIAISON 63kV N0 1 CONTAMINE-MOUTIERS-VIGNOTAN;;;;;;
AERIEN;CHAV6L31ZFIE5;LIAISON 63kV N0 1 CHAVANOD - FIER - MEYTHET;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;REVIGL31ZBXZE;LIAISON 63kV N0 1 BEAUZEE-DUGNY-REVIGNY;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;GAMPAL31SABLO;LIAISON 63kV N0 1 GAMPALOUP-SABLONS (CLIENT);EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;PALAML31ZSSJU;LIAISON 63kV N0 1 CARBONNE-PALAMINY-ST-JULIEN;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;SISTEL31SSAUB;LIAISON 63kV N0 1 SISTERON-ST-AUBAN;EN EXPLOITATION;HORS TENSION;RTE;1;;;;;;;;
AERIEN;CORNIL71GEN.P;LIAISON 400kV N0 1 CORNIER - GENISSIAT-POSTE;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;FORTAL31RUBLO;LIAISON 63kV N0 1 FORTAIE (LA) - RUBLOTS (LES);EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;TOUQUL41VALLE;LIAISON 90kV N0 1 TOUQUES-VALLEE (LA);EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;CHAFFL32I.ABE;LIAISON 63kV N0 2 CHAFFARD (LE) - ISLE D ABEAU;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;BXTO5L61L.CHA;LIAISON 225kV N0 1 BEAUTOR(POSTE) - LONG-CHAMP (LE);EN EXPLOITATION;225kV;RTE;2;BXTO5L61ZRUPR;LIAISON 225kV N0 1 BEAUTOR(POSTE) - RUPREUX - SOISSONS-NOTRE-DAME;;;;;;
AERIEN;MALGOL31ZVICL;LIAISON 63kV N0 1 BREVIERES (LES)-MALGOVERT-VICLAIRE;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;P.HA5L61TREGU;LIAISON 225kV N0 1 PLAINE HAUTE-TREGUEUX;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;CAZEDL32SSVIN;LIAISON 63kV N0 2 CAZEDARNES-ST-VINCENT;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;P.HA5L62TREGU;LIAISON 225kV N0 2 PLAINE HAUTE-TREGUEUX;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;CRENEL61MAROL;LIAISON 225kV N0 1 CRENEY - MAROLLES;EN EXPLOITATION;225kV;RTE;2;MAROLL61REVIG;LIAISON 225kV N0 1 MAROLLES - REVIGNY;;;;;;
AERIEN;CHOLEL61V.SEV;LIAISON 225kV N0 1 CHOLET - VAL DE SEVRE;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;NOUETL31ZT.SS;LIAISON 63kV N0 1 CERNAY - MURIGNY - NOUETTES;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;CASCAL31ZKERS;LIAISON 63kV N0 1 CASCADEC-CONCARNEAU-LANGONNET;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;G.BANL31P.EVE;LIAISON 63kV N0 1 GIVORS-BANS-PONT-EVEQUE;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;CAZE5L42ZCAZE;RES. LIAISON 90kV N0 2  CAZERIE - PIQUAGE A SAINT-JACQUES-SUR-DARNETAL;EN EXPLOITATION;HORS TENSION;RTE;1;;;;;;;;
AERIEN;CHAN5L72QUINT;LIAISON 400kV N0 2 CHANCEAUX - QUINTES (LES);EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;MAUZAL31TUILI;LIAISON 63kV N0 1 MAUZAC-TUILIERES;EN EXPLOITATION;63kV;RTE;2;TUILIL32ZLALI;LIAISON 63kV N0 2 MAUZAC-TUILIERES-LALINDE;;;;;;
AERIEN;MEDERL31REGHA;LIAISON 63kV N0 1 MEDERIC - REGHAT;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;SAUGEL41ZSAUG;LIAISON 90kV N0 1 CHARTREUX - LOGES (LES) - SAUGEES;EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;LAVELL31USSON;LIAISON 63kV N0 1 LAVELANET-USSON;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;FACTUL32MASQU;LIAISON 63kV N0 2 FACTURE - MASQUET;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;CORNIL61ZCRUS;LIAISON 225kV N0 1 CORNIER - CRUSEILLES - GENISSIAT-POSTE;EN EXPLOITATION;225kV;RTE;2;CORNIL62GEN.P;LIAISON 225kV N0 2 CORNIER - GENISSIAT-POSTE;;;;;;
AERIEN;CLEDEL31LESNE;LIAISON 63kV N0 1 CLEDER-LESNEVEN;EN EXPLOITATION;63kV;RTE;2;CLEDEL31SSLEO;LIAISON 63kV N0 1 CLEDER-ST-POL-DE-LEON;;;;;;
AERIEN;COUGNL31ZCOUG;LIAISON 63kV N0 1 COUGNALA - DAX - RION-DES-LANDES;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;L.OO L51LANNE;LIAISON 150kV N0 1 LAC D OO - LANNEMEZAN;EN EXPLOITATION;150kV;RTE;1;;;;;;;;
AERIEN;LUBERL41SAILL;LIAISON 90kV N0 1 LUBERSAC-SAILLANT (LE);EN EXPLOITATION;90kV;RTE;2;LUBERL41TRAVE;LIAISON 90kV N0 1 LUBERSAC-TRAVERSE (LA);;;;;;
AERIEN;DUVY L31ZBETH;LIAISON 63kV N0 1 BETHISY-DUVY-MORU;EN EXPLOITATION;63kV;RTE;2;DUVY L32MORU;LIAISON 63kV N0 2 DUVY-MORU;;;;;;
AERIEN;MURE5L31P.VIZ;LIAISON 63kV N0 1 MURE (LA)-PEAGE-DE-VIZILLE;EN EXPLOITATION;63kV;RTE;2;MURE5L32P.VIZ;LIAISON 63kV N0 2 MURE (LA)-PEAGE-DE-VIZILLE;;;;;;
AERIEN;BEZONL61P.ROU;LIAISON 225kV N0 1 BEZON-POTEAU-ROUGE;EN EXPLOITATION;225kV;RTE;2;PLUVIL61PRINQ;LIAISON 225kV N0 1 PLUVIGNER - PRINQUIAU;;;;;;
AERIEN;ARGIEL31HERIC;LIAISON 63kV N0 1 ARGIESANS-HERICOURT;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;JUINEL42SSEVR;LIAISON 90kV N0 2 JUINE-ST-EVROULT;EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;ALLIEL31COURS;LIAISON 63kV N0 1 ALLIERES-COURS;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;UZES L31VIRAD;LIAISON 63kV N0 1 UZES-VIRADEL;EN EXPLOITATION;HORS TENSION;RTE;1;;;;;;;;
AERIEN;CIERPL31L.OO;LIAISON 63kV N0 1 CIERP - LAC D OO;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;C.METL31V.ETI;LIAISON 63kV N0 1 CROIX-DE-METZ - VILLEY-ST-ETIENNE;EN EXPLOITATION;63kV;RTE;2;C.METL31V.ETI;LIAISON 63kV N0 1 CROIX-DE-METZ - VILLEY-ST-ETIENNE;;;;;;
AERIEN;FORTAL31NEUVY;LIAISON 63kV N0 1 FORTAIE (LA)-NEUVY;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;BETTIL31MARIE;LIAISON 63kV N0 1 BETTING-MARIENAU;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;HAZEBL41HOLQU;LIAISON 90kV N0 1 HAZEBROUCK-HOLQUE;EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;BAGNEL31PECY;LIAISON 63kV N0 1 BAGNEAUX-PECY;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;SIRMIL41ZTHIB;LIAISON 90kV N0 1 ROCHE-SUR-YON (LA) - SIRMIERE - THIBAUDIERE (LA);EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;SOULAL31ZSOU5;LIAISON 63kV N0 1 SOULAC (SNCF) - SOULAC - ST-VIVIEN;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;CHEY6L71G.ILE;LIAISON 400kV N0 1 CHEYLAS (LE) - GRANDE-ILE;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;G.SYNL61HOLQU;LIAISON 225kV N0 1 GRANDE-SYNTHE-HOLQUE;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;CRUELL41GOSNE;LIAISON 90kV N0 1 CRUEL (LE)-GOSNE;EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;GEDREL31PRAGN;LIAISON 63kV N0 1 GEDRE-PRAGNERES;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;AMPUIL31G.BAN;LIAISON 63kV N0 1 AMPUIS-GIVORS-BANS;EN EXPLOITATION;63kV;RTE;2;ESTREL31G.BAN;LIAISON 63kV N0 1 ESTRESSIN-GIVORS-BANS;;;;;;
AERIEN;CHAN6L31SAUDR;LIAISON 63kV N0 1 CHANCENAY-SAUDRUPT;EN EXPLOITATION;63kV;RTE;2;CHAN6L31ZT.BA;LIAISON 63kV N0 1 CHANCENAY - LIGNY-EN-BARROIS - RHOVYL;;;;;;
AERIEN;ESTREL31G.BAN;LIAISON 63kV N0 1 ESTRESSIN-GIVORS-BANS;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;BLOCAL61LIMEU;LIAISON 225kV N0 1 BLOCAUX - LIMEUX;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;ESTR6L61VALEN;LIAISON 225kV N0 1 ESTREUX-VALENCIENNES;EN EXPLOITATION;225kV;RTE;2;THIERL61VALEN;LIAISON 225kV N0 1 THIERS (BRUAY-SUR-L'ESCAUT)-VALENCIENNES;;;;;;
