statut;geo_point_2d;geo_shape
En exploitation;42.52656389109374, 9.473214316051564;"{""coordinates"": [[9.4732603, 42.5265316], [9.4731734, 42.5265925], [9.4731696, 42.5265975]], ""type"": ""LineString""}"
En exploitation;42.52653936043705, 9.473218723660203;"{""coordinates"": [[9.4732578, 42.5265274], [9.4731944, 42.5265454], [9.4731833, 42.5265573]], ""type"": ""LineString""}"
En exploitation;41.8058286102819, 8.755245989155483;"{""coordinates"": [[8.7551588, 41.8056857], [8.755153, 41.805691], [8.7552083, 41.8057633], [8.7552463, 41.8058256], [8.7552686, 41.8058702], [8.7553409, 41.8059743]], ""type"": ""LineString""}"
En exploitation;41.952129998763034, 8.79524106198693;"{""coordinates"": [[8.7952397, 41.952117], [8.7952415, 41.9521341], [8.7952424, 41.952143]], ""type"": ""LineString""}"
En exploitation;41.95204168946615, 8.795416986534022;"{""coordinates"": [[8.7952406, 41.9520767], [8.7952381, 41.9520626], [8.7952468, 41.952056], [8.7952707, 41.9520502], [8.7953899, 41.9520487], [8.7954563, 41.9520537], [8.7954961, 41.9520566], [8.7955286, 41.9520588], [8.7955366, 41.9520563], [8.7955414, 41.9520507], [8.7955396, 41.952032], [8.7955211, 41.9519855], [8.7954901, 41.9519738]], ""type"": ""LineString""}"
En exploitation;41.95204385816312, 8.795539740053885;"{""coordinates"": [[8.79525, 41.9520794], [8.7952531, 41.9520638], [8.7952657, 41.9520581], [8.7953861, 41.9520562], [8.7955328, 41.9520663], [8.7955564, 41.9520629], [8.7957832, 41.9520101], [8.7957963, 41.9519956], [8.7957992, 41.9519742], [8.7958067, 41.9519561]], ""type"": ""LineString""}"
En exploitation;42.55823684056968, 8.749848146380597;"{""coordinates"": [[8.7499237, 42.5586708], [8.7498356, 42.5586711], [8.7495633, 42.5586002], [8.7496663, 42.5583761], [8.7499717, 42.5582679], [8.7500063, 42.5576972], [8.7500223, 42.5575444]], ""type"": ""LineString""}"
En exploitation;42.557511882659995, 8.750010927349368;"{""coordinates"": [[8.7499805, 42.5574919], [8.7499841, 42.5574933], [8.7500232, 42.5575091], [8.7500223, 42.5575444]], ""type"": ""LineString""}"
En exploitation;42.38238928412388, 9.530120551043964;"{""coordinates"": [[9.5300536, 42.3823849], [9.5301256, 42.3823896], [9.5301875, 42.3823937]], ""type"": ""LineString""}"
En exploitation;41.939870702343185, 8.742185192239225;"{""coordinates"": [[8.7418544, 41.9397119], [8.7420307, 41.9397912], [8.7420564, 41.9398044], [8.7421568, 41.9398969], [8.7421788, 41.9399426], [8.7421873, 41.9399602], [8.7421912, 41.9399718], [8.7422045, 41.9399793], [8.7422405, 41.9399707], [8.7423667, 41.9399361], [8.7425156, 41.9398839], [8.7425158, 41.9398838], [8.74253, 41.9398789]], ""type"": ""LineString""}"
En exploitation;41.54318334695427, 9.199324994065401;"{""coordinates"": [[9.1996025, 41.543082], [9.199589, 41.5430885], [9.199535, 41.5431148], [9.1993862, 41.5431873], [9.1993667, 41.5431913], [9.199296, 41.5431923], [9.1992098, 41.5431849], [9.1991074, 41.5432741], [9.1990589, 41.5432475]], ""type"": ""LineString""}"
En exploitation;41.94566950756768, 8.85054713962627;"{""coordinates"": [[8.8505203, 41.9457054], [8.8505291, 41.9456974], [8.8505374, 41.9456837], [8.8505638, 41.9456408], [8.850568, 41.9456428], [8.8505698, 41.9456479], [8.8505712, 41.9456524]], ""type"": ""LineString""}"
En exploitation;41.9458045901846, 8.850486194691115;"{""coordinates"": [[8.8505203, 41.9457054], [8.8505235, 41.9457128], [8.8505111, 41.9457531], [8.8504969, 41.9457915], [8.8504619, 41.945847], [8.8504475, 41.9458972], [8.8504542, 41.9458978]], ""type"": ""LineString""}"
En exploitation;41.94595308667611, 8.850446382220028;"{""coordinates"": [[8.8504542, 41.9458978], [8.8504456, 41.9459049], [8.8504456, 41.9459081], [8.850445, 41.9459592], [8.8504461, 41.9459748], [8.8504484, 41.9460089], [8.8504456, 41.9460103]], ""type"": ""LineString""}"
En exploitation;42.5434996752133, 9.448711766876627;"{""coordinates"": [[9.4487845, 42.5438899], [9.4487501, 42.5438754], [9.4487429, 42.5438428], [9.4487393, 42.5438382], [9.4487386, 42.543832], [9.4487195, 42.5436938], [9.4487049, 42.5434625], [9.4486977, 42.5433499], [9.448684, 42.5431347], [9.4487018, 42.5431227], [9.4487225, 42.5431022]], ""type"": ""LineString""}"
En exploitation;42.909424397293606, 9.34497893243688;"{""coordinates"": [[9.3451716, 42.9095274], [9.3451916, 42.9094709], [9.3451597, 42.9094786], [9.3450546, 42.9094843], [9.344972, 42.9094668], [9.3449223, 42.9094518], [9.3449216, 42.9094189], [9.3448748, 42.9093471], [9.3447621, 42.9093022], [9.3447607, 42.9093004], [9.3447481, 42.9092843]], ""type"": ""LineString""}"
En exploitation;42.56128093817823, 9.44131010193401;"{""coordinates"": [[9.4415598, 42.5612455], [9.4415463, 42.5612586], [9.4415278, 42.5612767], [9.4411577, 42.5612869], [9.4410794, 42.5612892], [9.4410529, 42.5612734]], ""type"": ""LineString""}"
En exploitation;42.55553322211657, 9.442492074445703;"{""coordinates"": [[9.4429996, 42.5553925], [9.4430275, 42.555381], [9.4430783, 42.5553679], [9.4431292, 42.5553838], [9.4431258, 42.5554083], [9.4430732, 42.5554601], [9.4430237, 42.5554828], [9.4426576, 42.5555122], [9.4423696, 42.5555097], [9.4422533, 42.555549], [9.442089, 42.5556229], [9.4419916, 42.5556293], [9.4419313, 42.5556431], [9.4418339, 42.5556762], [9.4417371, 42.5556876], [9.4417241, 42.5556739]], ""type"": ""LineString""}"
En exploitation;42.5590087, 9.4404325;"{""coordinates"": [[9.4403542, 42.5590016], [9.4405108, 42.5590158]], ""type"": ""LineString""}"
En exploitation;42.55892782688665, 9.440552774367791;"{""coordinates"": [[9.4405428, 42.5588459], [9.4405624, 42.5588591], [9.4405432, 42.5590187]], ""type"": ""LineString""}"
En exploitation;42.55893099925243, 9.44052793583827;"{""coordinates"": [[9.4405108, 42.5590158], [9.4405417, 42.5588641], [9.4405428, 42.5588459]], ""type"": ""LineString""}"
En exploitation;42.55579550582586, 9.440919687777658;"{""coordinates"": [[9.4405664, 42.5557152], [9.4405732, 42.5557234], [9.4405817, 42.5557335], [9.4409212, 42.5558087], [9.441176, 42.5558327], [9.441261, 42.5558318], [9.4412713, 42.55581]], ""type"": ""LineString""}"
En exploitation;41.97576821286246, 8.982803283818354;"{""coordinates"": [[8.9831821, 41.9754313], [8.9831777, 41.975431], [8.9831079, 41.975427], [8.9830118, 41.9754708], [8.982886, 41.9755738], [8.9828345, 41.975636], [8.982778, 41.9757618], [8.9827052, 41.9759233], [8.9826349, 41.9760697], [8.9825679, 41.9761349], [8.9825438, 41.9761584], [8.982477, 41.9761287]], ""type"": ""LineString""}"
En exploitation;41.848388893299244, 8.7997721095979;"{""coordinates"": [[8.8000416, 41.8486903], [8.8000535, 41.8486695], [8.7998922, 41.8484974], [8.7997356, 41.8483303], [8.7994998, 41.8481638], [8.7994892, 41.8481021], [8.7994922, 41.8480974]], ""type"": ""LineString""}"
En exploitation;41.84793897702113, 8.799121421770785;"{""coordinates"": [[8.7987533, 41.8477455], [8.7987816, 41.8477438], [8.798981, 41.8478745], [8.7992546, 41.8480054], [8.7994395, 41.8481182], [8.7994922, 41.8480974]], ""type"": ""LineString""}"
En exploitation;42.560218093734754, 9.425088844101081;"{""coordinates"": [[9.425099, 42.5599845], [9.4251193, 42.5600005], [9.4250936, 42.5600789], [9.4250621, 42.5601399], [9.4250003, 42.5601938], [9.4249787, 42.5602074], [9.4249735, 42.5602154], [9.4249928, 42.5602659], [9.425002, 42.5602775], [9.4251229, 42.5603192], [9.4252644, 42.5603681], [9.4252651, 42.5603787]], ""type"": ""LineString""}"
En exploitation;42.0111381, 9.32436495;"{""coordinates"": [[9.3243667, 42.011131], [9.3243632, 42.0111452]], ""type"": ""LineString""}"
En exploitation;42.01139125251022, 9.3241886715892;"{""coordinates"": [[9.3243632, 42.0111452], [9.3243024, 42.011258], [9.3242497, 42.0112625], [9.3241946, 42.0112712], [9.3241451, 42.0114148], [9.3241197, 42.0114599], [9.3241132, 42.0114716], [9.3241058, 42.011499], [9.324108, 42.0116729], [9.3240902, 42.011681]], ""type"": ""LineString""}"
En exploitation;42.44833246578879, 9.506266653892919;"{""coordinates"": [[9.5062043, 42.4479569], [9.5062516, 42.4479291], [9.5063902, 42.4479498], [9.5063333, 42.4481644], [9.5062923, 42.4483173], [9.5061701, 42.4487337], [9.5061546, 42.4488124], [9.5061073, 42.4488065], [9.5060857, 42.4488062]], ""type"": ""LineString""}"
En exploitation;41.92909087726507, 8.736922789442925;"{""coordinates"": [[8.7368791, 41.9292298], [8.7369716, 41.9291876], [8.7368722, 41.9289123]], ""type"": ""LineString""}"
En exploitation;41.928915752207644, 8.736857339059572;"{""coordinates"": [[8.7368722, 41.9289123], [8.736849, 41.9289161], [8.7368472, 41.9289242]], ""type"": ""LineString""}"
En exploitation;42.713570303921074, 9.43298457558008;"{""coordinates"": [[9.4331547, 42.7134402], [9.4331223, 42.713441], [9.4329272, 42.7136309], [9.4328586, 42.7136876], [9.4328395, 42.7136852], [9.4328253, 42.713672], [9.4328154, 42.7136629]], ""type"": ""LineString""}"
En exploitation;41.53719506644508, 8.855436003788533;"{""coordinates"": [[8.8553466, 41.5374175], [8.8554028, 41.5374286], [8.8555086, 41.5373821], [8.8553984, 41.5372404], [8.8554677, 41.5369688], [8.8553898, 41.5368825], [8.8553866, 41.5368788]], ""type"": ""LineString""}"
En exploitation;42.605989512636626, 8.932513739453398;"{""coordinates"": [[8.9323537, 42.6060239], [8.9323808, 42.6059934], [8.932459, 42.6059662], [8.9326544, 42.6060098], [8.932666, 42.6060004], [8.9326804, 42.6059887]], ""type"": ""LineString""}"
En exploitation;42.31047933521318, 9.1500637058491;"{""coordinates"": [[9.1501648, 42.3104194], [9.1501357, 42.3104308], [9.1501232, 42.3104404], [9.1501011, 42.3104737], [9.1500795, 42.3104861], [9.1500566, 42.3104951], [9.1500043, 42.310507], [9.1499513, 42.3105187]], ""type"": ""LineString""}"
En exploitation;41.99436586855983, 9.400486484717902;"{""coordinates"": [[9.4006802, 41.994381], [9.4006361, 41.9943737], [9.4005916, 41.9943664], [9.400459, 41.9943566], [9.4003652, 41.9943604], [9.4002957, 41.9943867]], ""type"": ""LineString""}"
En exploitation;41.994357879068225, 9.400198190438097;"{""coordinates"": [[9.4001157, 41.9942064], [9.4001198, 41.9942049], [9.4001386, 41.9941986], [9.4001503, 41.9941979], [9.4001629, 41.9942047], [9.4001681, 41.9942285], [9.4002448, 41.9945244], [9.4002358, 41.9945423], [9.4002264, 41.9945486]], ""type"": ""LineString""}"
En exploitation;41.994024022067464, 9.399634935300742;"{""coordinates"": [[9.3997622, 41.9940506], [9.3997373, 41.9940352], [9.3995149, 41.9940098], [9.3995086, 41.9940005]], ""type"": ""LineString""}"
En exploitation;41.993903487728076, 9.40012727578555;"{""coordinates"": [[9.3999319, 41.9932768], [9.3999922, 41.9932857], [9.4002655, 41.9945177], [9.4002683, 41.9945391], [9.4002516, 41.9945486], [9.4002295, 41.9945513]], ""type"": ""LineString""}"
En exploitation;41.62859304896584, 9.27985503633333;"{""coordinates"": [[9.2798809, 41.6285772], [9.279864, 41.6285775], [9.2798363, 41.6285995], [9.2798446, 41.6286049], [9.2798498, 41.6286082], [9.279868, 41.6286053]], ""type"": ""LineString""}"
En exploitation;41.62851141719023, 9.280323686226316;"{""coordinates"": [[9.2807644, 41.6285853], [9.2807699, 41.628577], [9.2807649, 41.6285688], [9.2805444, 41.6285017], [9.2802562, 41.6284833], [9.2801158, 41.628488], [9.2799799, 41.6285128], [9.2798802, 41.6285653], [9.2798809, 41.6285772]], ""type"": ""LineString""}"
En exploitation;41.62899835067909, 9.281749345430315;"{""coordinates"": [[9.281441, 41.6289989], [9.2814833, 41.6289601], [9.2815002, 41.6289546], [9.2816507, 41.628992], [9.2817322, 41.6290122], [9.2819581, 41.629019], [9.2820213, 41.6290209], [9.2820393, 41.6290066], [9.2820488, 41.6289755]], ""type"": ""LineString""}"
En exploitation;41.62837769082953, 9.284173870635131;"{""coordinates"": [[9.2837084, 41.6283924], [9.2837153, 41.6284076], [9.283725, 41.6284295], [9.2837534, 41.6284351], [9.2839838, 41.6283983], [9.2842542, 41.6283676], [9.2843131, 41.6283609], [9.2844542, 41.6283449], [9.2846065, 41.6283276], [9.284636, 41.6283242], [9.2846524, 41.6283359], [9.2846585, 41.6283403]], ""type"": ""LineString""}"
En exploitation;41.62846362479757, 9.283497959474827;"{""coordinates"": [[9.2833871, 41.6283692], [9.2833218, 41.6283907], [9.2833139, 41.6284128], [9.2833983, 41.6285086], [9.2834532, 41.6285254], [9.283487, 41.6285249], [9.2835259, 41.628509], [9.28372, 41.6284435], [9.2837084, 41.6283924]], ""type"": ""LineString""}"
En exploitation;41.6290225783472, 9.28191708907522;"{""coordinates"": [[9.281452, 41.6290042], [9.2814908, 41.6289791], [9.2816163, 41.6289903], [9.2817277, 41.6290238], [9.2820087, 41.6290312], [9.2822382, 41.6290448], [9.282341, 41.6290362], [9.2823509, 41.629036], [9.2823703, 41.6290518], [9.2823777, 41.6290578], [9.2823802, 41.629064]], ""type"": ""LineString""}"
En exploitation;42.104401119855446, 9.211416413394355;"{""coordinates"": [[9.2114206, 42.1044079], [9.2114226, 42.1043981], [9.2114046, 42.1044021]], ""type"": ""LineString""}"
En exploitation;42.105363677450846, 9.213278758438125;"{""coordinates"": [[9.2134535, 42.1053316], [9.2134301, 42.1053275], [9.213336, 42.1053023], [9.213131, 42.1054575], [9.213118, 42.105449]], ""type"": ""LineString""}"
En exploitation;42.105607041373005, 9.21311067755866;"{""coordinates"": [[9.2131103, 42.105626], [9.2131011, 42.1056086], [9.2131267, 42.1055922]], ""type"": ""LineString""}"
En exploitation;41.93471261171428, 8.79351681161752;"{""coordinates"": [[8.793724, 41.9348991], [8.7935089, 41.9348352], [8.7933809, 41.9347076], [8.7933622, 41.9346819], [8.7933589, 41.9346416], [8.7933636, 41.9346235], [8.7933733, 41.9346041], [8.7933973, 41.9345927], [8.7934466, 41.9345693], [8.793477, 41.9345581], [8.793502, 41.9345566], [8.793536, 41.9345654], [8.793558, 41.9345838], [8.7936019, 41.9346355], [8.7936498, 41.9346918], [8.793666, 41.9347108], [8.7936619, 41.9347185], [8.7936593, 41.934723]], ""type"": ""LineString""}"
En exploitation;41.93487215737313, 8.793700142834629;"{""coordinates"": [[8.7937155, 41.934893], [8.793689, 41.9348839], [8.7936862, 41.9348729], [8.7936944, 41.9348638], [8.7937155, 41.9348507], [8.7937196, 41.9348481]], ""type"": ""LineString""}"
En exploitation;41.93123555455186, 8.739590588669877;"{""coordinates"": [[8.7395411, 41.931152], [8.7395654, 41.9311547], [8.7396152, 41.9313048], [8.7396224, 41.9313267], [8.7396125, 41.9313325]], ""type"": ""LineString""}"
En exploitation;41.66247365, 9.3610565;"{""coordinates"": [[9.361132, 41.6624637], [9.360981, 41.6624836]], ""type"": ""LineString""}"
En exploitation;41.70041931911448, 9.352534758054343;"{""coordinates"": [[9.3523489, 41.7003831], [9.3523536, 41.7003844], [9.3523541, 41.7003851], [9.3523603, 41.7003945], [9.3523743, 41.7004137], [9.3523864, 41.7004186], [9.3524094, 41.7004205], [9.3524854, 41.7004287], [9.3525239, 41.7004312], [9.3525898, 41.7004265], [9.3526466, 41.7004176], [9.3527149, 41.7004123], [9.352715, 41.7003992], [9.352715, 41.7003958], [9.3527149, 41.7003913]], ""type"": ""LineString""}"
En exploitation;41.60085006458621, 9.27003894464181;"{""coordinates"": [[9.2701379, 41.6009565], [9.2701102, 41.6009266], [9.2699962, 41.600804], [9.2699404, 41.6007446], [9.2699397, 41.6007439]], ""type"": ""LineString""}"
En exploitation;41.588079216501626, 9.275276134764281;"{""coordinates"": [[9.2752891, 41.5880774], [9.2752688, 41.5880809], [9.2752637, 41.588078]], ""type"": ""LineString""}"
En exploitation;41.479535189114635, 9.247881613277869;"{""coordinates"": [[9.2477344, 41.4797705], [9.2476993, 41.4797481], [9.2477371, 41.479658], [9.2478127, 41.4795608], [9.2479194, 41.4794699], [9.2480888, 41.4793711], [9.2481012, 41.4793666], [9.2481194, 41.4793769], [9.248137, 41.4793868], [9.248143, 41.4793871]], ""type"": ""LineString""}"
En exploitation;41.96537028405381, 8.734737053755557;"{""coordinates"": [[8.7345189, 41.9653406], [8.7345824, 41.9653775], [8.7346665, 41.9653943], [8.7347633, 41.9653904], [8.7348397, 41.9653715], [8.7349199, 41.9653419], [8.7349142, 41.9652966]], ""type"": ""LineString""}"
En exploitation;42.60480214089165, 8.928095265700527;"{""coordinates"": [[8.9278258, 42.6049748], [8.9278394, 42.6049564], [8.9278844, 42.6049078], [8.9281562, 42.6047667], [8.9283388, 42.6046721], [8.9283485, 42.6046718], [8.9283589, 42.6046754], [8.9283595, 42.6046756], [8.9283706, 42.6046803], [8.9283719, 42.6046864], [8.9283739, 42.604696]], ""type"": ""LineString""}"
En exploitation;41.940714016311226, 8.742761947159071;"{""coordinates"": [[8.7424708, 41.9403386], [8.7425653, 41.9404815], [8.7426842, 41.9406616], [8.7428534, 41.9409196], [8.7428745, 41.9409472], [8.743109, 41.9408683], [8.7431063, 41.9408473], [8.7431058, 41.9408428]], ""type"": ""LineString""}"
En exploitation;41.397855902410164, 9.176762402561124;"{""coordinates"": [[9.1763906, 41.3978199], [9.1765037, 41.3978531], [9.1766509, 41.39786], [9.176926, 41.3978586], [9.1770001, 41.3978583], [9.1770779, 41.397862], [9.1771371, 41.3978742]], ""type"": ""LineString""}"
En exploitation;41.975485165195074, 8.742692592435041;"{""coordinates"": [[8.7430624, 41.9755608], [8.7430669, 41.975544], [8.7430241, 41.9755207], [8.742935, 41.9754724], [8.7428572, 41.9754313], [8.7426932, 41.9753998], [8.7426425, 41.9754221], [8.7426182, 41.9754648], [8.7425721, 41.975546], [8.7425253, 41.9755537], [8.7424078, 41.9755349], [8.7423718, 41.9755141], [8.7423037, 41.9755273]], ""type"": ""LineString""}"
En exploitation;41.97570166943743, 8.74327541689006;"{""coordinates"": [[8.7430624, 41.9755608], [8.7430986, 41.9755646], [8.7432775, 41.9756962], [8.7434303, 41.9758266], [8.7434375, 41.9758326], [8.743473, 41.9758698]], ""type"": ""LineString""}"
En exploitation;41.9754196287532, 8.743871131973256;"{""coordinates"": [[8.743588, 41.9755207], [8.7436627, 41.9754941], [8.7439322, 41.975398], [8.7441417, 41.9753226], [8.7441541, 41.9753181]], ""type"": ""LineString""}"
En exploitation;42.441596395897285, 9.200837592667401;"{""coordinates"": [[9.2008139, 42.4416177], [9.2008422, 42.4415849], [9.2008595, 42.4415891], [9.2008663, 42.4415908]], ""type"": ""LineString""}"
En exploitation;42.23763980375453, 8.636988015965128;"{""coordinates"": [[8.6370133, 42.2376109], [8.6370039, 42.2376229], [8.6369879, 42.237653], [8.6369792, 42.2376526], [8.6369582, 42.2376513], [8.6369596, 42.2376468]], ""type"": ""LineString""}"
En exploitation;41.69263629215892, 9.357692866144337;"{""coordinates"": [[9.3575819, 41.6926635], [9.3577212, 41.6926326], [9.3577691, 41.6926162], [9.3577963, 41.6925977], [9.3577986, 41.6925961]], ""type"": ""LineString""}"
En exploitation;42.536679416718954, 9.457661574583991;"{""coordinates"": [[9.457252, 42.5368311], [9.4572518, 42.5368062], [9.4572517, 42.5367767], [9.4573129, 42.5366754], [9.4574644, 42.5366581], [9.4581536, 42.5366708], [9.4581626, 42.5366821]], ""type"": ""LineString""}"
En exploitation;41.40025519642881, 9.171670560719292;"{""coordinates"": [[9.1714298, 41.4006118], [9.1714255, 41.4005607], [9.171513, 41.4004729], [9.1716109, 41.4003377], [9.1716723, 41.4002358], [9.1717216, 41.4001648], [9.1717898, 41.4000917], [9.1719029, 41.3999707], [9.1719347, 41.3999255], [9.1719459, 41.3999098], [9.1719463, 41.3999094]], ""type"": ""LineString""}"
En exploitation;41.84020550123756, 8.769765543596355;"{""coordinates"": [[8.7698353, 41.8402372], [8.7698045, 41.8402225], [8.7697955, 41.8402183], [8.7697301, 41.8401978], [8.7697085, 41.8401601]], ""type"": ""LineString""}"
En exploitation;41.753404568076846, 9.117520671366094;"{""coordinates"": [[9.1174838, 41.753517], [9.1175389, 41.7534025], [9.1175461, 41.7533765], [9.1175488, 41.7533486], [9.1175357, 41.7533333], [9.1175137, 41.7533272], [9.1174833, 41.7533226]], ""type"": ""LineString""}"
En exploitation;42.529008490653666, 9.314632014838017;"{""coordinates"": [[9.3146585, 42.5291034], [9.3146656, 42.5290919], [9.3146668, 42.5290838], [9.3146607, 42.5290572], [9.3146026, 42.5289407], [9.3145838, 42.5289381], [9.31457, 42.5289362]], ""type"": ""LineString""}"
En exploitation;41.59178815515445, 9.198530408572758;"{""coordinates"": [[9.1983982, 41.5919947], [9.1985733, 41.5917738], [9.1985798, 41.5917262], [9.1986008, 41.5915691], [9.198592, 41.5915591]], ""type"": ""LineString""}"
En exploitation;42.2533129, 8.80060025;"{""coordinates"": [[8.8006734, 42.2532572], [8.8005271, 42.2533686]], ""type"": ""LineString""}"
En exploitation;42.2532855412903, 8.796772524342057;"{""coordinates"": [[8.7980895, 42.2533666], [8.7980638, 42.2534288], [8.7980548, 42.2534501], [8.7980384, 42.2534741], [8.7975988, 42.2534681], [8.7973969, 42.2534451], [8.7972156, 42.2534191], [8.7967546, 42.2533395], [8.7965141, 42.2532982], [8.7962396, 42.2532113], [8.7960661, 42.2531363], [8.795822, 42.2530426], [8.7955909, 42.2529275], [8.7955204, 42.2529438], [8.7954714, 42.2530188]], ""type"": ""LineString""}"
En exploitation;42.67864532547156, 9.44320417342681;"{""coordinates"": [[9.443236, 42.6788914], [9.4432178, 42.6788722], [9.4431919, 42.6786502], [9.4432057, 42.6784369], [9.4432122, 42.6784084], [9.4432277, 42.6784035]], ""type"": ""LineString""}"
En exploitation;42.16761052502686, 8.951029343130255;"{""coordinates"": [[8.9510846, 42.1676773], [8.9510224, 42.1675907], [8.9509972, 42.1675771], [8.9509617, 42.1675578]], ""type"": ""LineString""}"
En exploitation;42.167478148841916, 8.950893946674922;"{""coordinates"": [[8.9509617, 42.1675578], [8.9508724, 42.1675066], [8.9508679, 42.1674932], [8.9508769, 42.1674362], [8.9508848, 42.1673858], [8.9508874, 42.1673694]], ""type"": ""LineString""}"
En exploitation;41.92517262524193, 8.893375116379802;"{""coordinates"": [[8.8935813, 41.9254087], [8.893571, 41.9254102], [8.8935629, 41.9254056], [8.8934668, 41.9252063], [8.8934074, 41.9251283], [8.8933217, 41.9250839], [8.8932211, 41.9250502], [8.8931637, 41.9250517], [8.8931061, 41.92505], [8.8930953, 41.9250507], [8.893093, 41.9250457]], ""type"": ""LineString""}"
En exploitation;41.925746574801146, 8.893886921484906;"{""coordinates"": [[8.8935813, 41.9254087], [8.8935782, 41.9254125], [8.8935752, 41.9254164], [8.8935725, 41.9254199], [8.893658, 41.925609], [8.8936704, 41.9256365], [8.8937177, 41.9256945], [8.8938128, 41.9258108], [8.8938319, 41.9258291], [8.8938826, 41.9258615], [8.8939123, 41.9258684], [8.8939584, 41.9258723], [8.8940156, 41.9258708], [8.8940921, 41.9258607], [8.8941922, 41.9258577], [8.8942343, 41.9258609], [8.8942869, 41.9258623], [8.894304, 41.9258615], [8.8943126, 41.9258611], [8.8943202, 41.9258569], [8.8943251, 41.9258542], [8.8943303, 41.9258523], [8.8943393, 41.9258488]], ""type"": ""LineString""}"
En exploitation;42.52560773615628, 9.314475180835055;"{""coordinates"": [[9.3145937, 42.5256488], [9.3145552, 42.5256625], [9.3145189, 42.5256603], [9.314442, 42.5255816], [9.3144211, 42.5255579], [9.3143992, 42.525544], [9.3143948, 42.5255432], [9.3143599, 42.5255368]], ""type"": ""LineString""}"
En exploitation;42.842642471482655, 9.418337747654544;"{""coordinates"": [[9.4184107, 42.8427266], [9.418423, 42.8427], [9.4183691, 42.8426543], [9.4182331, 42.8425785], [9.4182313, 42.8425718]], ""type"": ""LineString""}"
En exploitation;42.42912580692943, 9.480829111733332;"{""coordinates"": [[9.4808655, 42.4291489], [9.4808668, 42.4291474], [9.4808768, 42.4291341], [9.4808722, 42.4291231], [9.4807901, 42.4291302], [9.4807798, 42.429098]], ""type"": ""LineString""}"
En exploitation;42.42946544970258, 9.47991360759116;"{""coordinates"": [[9.479704, 42.4295777], [9.4797065, 42.4295741], [9.4797173, 42.4295581], [9.4798089, 42.4295149], [9.4798463, 42.4294972], [9.4798804, 42.4294812], [9.4798906, 42.4294763], [9.479956, 42.4294456], [9.4800182, 42.4294095], [9.4800829, 42.4293793], [9.4801338, 42.429388]], ""type"": ""LineString""}"
En exploitation;42.42922091819456, 9.48047737771088;"{""coordinates"": [[9.4801338, 42.429388], [9.4801329, 42.4293533], [9.4802231, 42.4293048], [9.4803106, 42.4292634], [9.4804322, 42.4292161], [9.4804796, 42.4291951], [9.4806612, 42.4291594], [9.4807867, 42.4291399], [9.4808461, 42.4291344], [9.4808655, 42.4291489]], ""type"": ""LineString""}"
En exploitation;41.65278039731701, 8.913649381756041;"{""coordinates"": [[8.9136596, 41.6527957], [8.9136436, 41.6527698], [8.9136365, 41.6527712]], ""type"": ""LineString""}"
En exploitation;41.651953104840615, 8.91294145272513;"{""coordinates"": [[8.9136365, 41.6527712], [8.9136455, 41.6527593], [8.9136425, 41.6527406], [8.9135716, 41.6526545], [8.9135251, 41.6525849], [8.9135012, 41.6525426], [8.913458, 41.6524666], [8.9134268, 41.6524313], [8.9132854, 41.6522711], [8.9130361, 41.652013], [8.9129529, 41.6519207], [8.9128879, 41.6518259], [8.9127747, 41.6516741], [8.9127373, 41.651639], [8.9126748, 41.6515925], [8.9125927, 41.651553], [8.9125227, 41.6515343], [8.9124779, 41.6515224], [8.9123776, 41.6514721], [8.9123366, 41.6514491], [8.9122995, 41.6514176], [8.9122808, 41.6513952], [8.9122592, 41.6513776], [8.9122313, 41.6513547], [8.9121568, 41.6513173], [8.9121434, 41.6512671], [8.9121469, 41.6512525]], ""type"": ""LineString""}"
En exploitation;41.651215229576884, 8.911660704184321;"{""coordinates"": [[8.9121469, 41.6512525], [8.9121319, 41.6512565], [8.9120167, 41.6512222], [8.9118828, 41.6512029], [8.911825, 41.6512016], [8.911634, 41.6512195], [8.9116049, 41.6512223], [8.9115759, 41.6512197], [8.9114173, 41.6512118], [8.9113504, 41.6512121], [8.9112836, 41.6512067], [8.9111966, 41.651203], [8.9111794, 41.6512022], [8.9111754, 41.6511927]], ""type"": ""LineString""}"
En exploitation;41.907786229469664, 8.680322320290898;"{""coordinates"": [[8.6806357, 41.9077812], [8.6806067, 41.9078173], [8.6805538, 41.9078119], [8.6800426, 41.907761], [8.6800073, 41.9077242]], ""type"": ""LineString""}"
En exploitation;41.92535579999999, 9.3906522;"{""coordinates"": [[9.3907458, 41.9253534], [9.3905586, 41.9253582]], ""type"": ""LineString""}"
En exploitation;42.31898329363695, 9.513828941790466;"{""coordinates"": [[9.5139724, 42.319013], [9.5139376, 42.3190258], [9.5138879, 42.3190165], [9.5136892, 42.3189206]], ""type"": ""LineString""}"
En exploitation;41.99396113374054, 8.848649586002976;"{""coordinates"": [[8.8486639, 41.9940457], [8.8486751, 41.994004], [8.8486758, 41.9939717], [8.8486763, 41.9939511], [8.8486276, 41.9939136], [8.8485811, 41.9939385]], ""type"": ""LineString""}"
En exploitation;41.99393843112199, 8.848828133106682;"{""coordinates"": [[8.848807, 41.9939522], [8.8488191, 41.9939454], [8.8488378, 41.9939356], [8.8488423, 41.9939192]], ""type"": ""LineString""}"
