statut;geo_point_2d;geo_shape
En exploitation;42.677829313035396, 9.43750655681357;"{""coordinates"": [[9.4375892, 42.6778641], [9.4375618, 42.6778387], [9.4374362, 42.6778103], [9.4374283, 42.6778249], [9.4374261, 42.677829]], ""type"": ""LineString""}"
En exploitation;42.677155150000004, 9.43820395;"{""coordinates"": [[9.4382087, 42.6771802], [9.4381992, 42.6771301]], ""type"": ""LineString""}"
En exploitation;42.6767191006085, 9.440688733683912;"{""coordinates"": [[9.4407014, 42.6767756], [9.440698, 42.6767719], [9.440656, 42.6767269], [9.440735, 42.6766679]], ""type"": ""LineString""}"
En exploitation;42.67675903382674, 9.441202978118941;"{""coordinates"": [[9.440735, 42.6766679], [9.4415071, 42.6767829], [9.4414189, 42.6768697], [9.441509, 42.6769419], [9.4415114, 42.6769438], [9.4415132, 42.6769452]], ""type"": ""LineString""}"
En exploitation;42.67666065370917, 9.44031072569363;"{""coordinates"": [[9.4406245, 42.6766657], [9.4402143, 42.6766096], [9.4400815, 42.6767352], [9.4401371, 42.6767699], [9.4401473, 42.6767763]], ""type"": ""LineString""}"
En exploitation;42.6979574363323, 9.440892463033194;"{""coordinates"": [[9.4411816, 42.6979602], [9.4406548, 42.6979565], [9.4406278, 42.6979492], [9.440608, 42.697936]], ""type"": ""LineString""}"
En exploitation;42.69717851388409, 9.443316044274525;"{""coordinates"": [[9.4433353, 42.6971864], [9.4433033, 42.6971733], [9.4432968, 42.6971706]], ""type"": ""LineString""}"
En exploitation;42.697238143978566, 9.443253811599398;"{""coordinates"": [[9.4432968, 42.6971706], [9.4432973, 42.6971751], [9.4432999, 42.6971975], [9.4432117, 42.6972843], [9.4431919, 42.6972785], [9.4431899, 42.6972779], [9.4431863, 42.6972768]], ""type"": ""LineString""}"
En exploitation;42.69805632456978, 9.44268402210617;"{""coordinates"": [[9.442703, 42.697984], [9.4426796, 42.6979945], [9.4426798, 42.6980014], [9.4426812, 42.698095], [9.4426817, 42.6981208], [9.4426999, 42.6981198], [9.442706, 42.6981194]], ""type"": ""LineString""}"
En exploitation;42.68644605124309, 9.443587739435875;"{""coordinates"": [[9.4438793, 42.6864191], [9.4438717, 42.6864277], [9.4438672, 42.6864622], [9.4438591, 42.6865248], [9.4433701, 42.6864569], [9.4434347, 42.6862451], [9.4434457, 42.6862465], [9.4434534, 42.6862475]], ""type"": ""LineString""}"
En exploitation;42.686553131632, 9.443622622488558;"{""coordinates"": [[9.4440811, 42.6865144], [9.4440726, 42.6865402], [9.4440632, 42.6865691], [9.4440436, 42.686566], [9.4433641, 42.6864761], [9.4432984, 42.6867602], [9.443313, 42.6867654], [9.4433137, 42.6867655]], ""type"": ""LineString""}"
En exploitation;42.70139228766833, 9.440694643946465;"{""coordinates"": [[9.4406526, 42.7014858], [9.4405959, 42.701417], [9.4407581, 42.7013347], [9.4408157, 42.7013916], [9.4408232, 42.7013992], [9.440827, 42.7014028]], ""type"": ""LineString""}"
En exploitation;42.7013067808496, 9.440871135096241;"{""coordinates"": [[9.440827, 42.7014028], [9.4408243, 42.7013992], [9.4407692, 42.701325], [9.4409323, 42.7012518], [9.4410094, 42.7013157], [9.4410135, 42.701319]], ""type"": ""LineString""}"
En exploitation;42.70193387010584, 9.440256951742318;"{""coordinates"": [[9.4402877, 42.7018334], [9.4401967, 42.7018932], [9.4402706, 42.7020061], [9.4403488, 42.7019929], [9.4403547, 42.7019919]], ""type"": ""LineString""}"
En exploitation;42.70235857857073, 9.439023770950111;"{""coordinates"": [[9.4390547, 42.7024065], [9.4390351, 42.7023868], [9.4390042, 42.7023516], [9.4390015, 42.7023382], [9.4390412, 42.7023177]], ""type"": ""LineString""}"
En exploitation;42.70258363058324, 9.43834946963882;"{""coordinates"": [[9.4390513, 42.7024088], [9.4390274, 42.7023944], [9.4389941, 42.7023594], [9.4389424, 42.7023247], [9.4389232, 42.7023196], [9.4389145, 42.7023174], [9.4385826, 42.7023595], [9.4382887, 42.7024354], [9.4381828, 42.7025177], [9.4380964, 42.7026748], [9.4379911, 42.7029134], [9.4379272, 42.7029878], [9.4378622, 42.7030189], [9.4378626, 42.7030442], [9.437873, 42.7030607], [9.437938, 42.7031254]], ""type"": ""LineString""}"
En exploitation;42.6994219279909, 9.436576764618318;"{""coordinates"": [[9.4365346, 42.6994148], [9.4365938, 42.6994314], [9.4366048, 42.6994225], [9.436603, 42.6994165], [9.436599, 42.6994055]], ""type"": ""LineString""}"
En exploitation;42.700601111127185, 9.432212315132334;"{""coordinates"": [[9.4322317, 42.700699], [9.4322313, 42.7005653], [9.4321971, 42.7005557], [9.4321431, 42.7005545], [9.4321399, 42.7005583]], ""type"": ""LineString""}"
En exploitation;42.69985588515934, 9.436030441150567;"{""coordinates"": [[9.4363466, 42.699606], [9.4359373, 42.6998841], [9.4358034, 42.7001091], [9.4358673, 42.7001323]], ""type"": ""LineString""}"
En exploitation;42.70025674521861, 9.436217525396817;"{""coordinates"": [[9.4358673, 42.7001323], [9.4361866, 42.7002482], [9.4362403, 42.70029], [9.4364906, 42.7003379], [9.4365707, 42.7003413], [9.4365769, 42.7003416]], ""type"": ""LineString""}"
En exploitation;42.70327490073468, 9.428240140029452;"{""coordinates"": [[9.428287, 42.7033563], [9.4282864, 42.7033518], [9.4282717, 42.7033313], [9.428261, 42.7033167], [9.4282256, 42.70326], [9.4282092, 42.7031978], [9.4281979, 42.703199]], ""type"": ""LineString""}"
En exploitation;42.70311070949367, 9.428185504136538;"{""coordinates"": [[9.4281979, 42.703199], [9.4281959, 42.7031811], [9.4281998, 42.7031086], [9.4281552, 42.7030391], [9.4281493, 42.7030394], [9.4281431, 42.7030398]], ""type"": ""LineString""}"
En exploitation;42.70316373642543, 9.428261050454873;"{""coordinates"": [[9.4281979, 42.703199], [9.428209, 42.7031893], [9.428206, 42.7031624], [9.428305, 42.7031563], [9.4283343, 42.7031545], [9.4283397, 42.7031542], [9.4283402, 42.7031587], [9.4283402, 42.7031591], [9.4283408, 42.7031632]], ""type"": ""LineString""}"
En exploitation;42.703284082212136, 9.428606400215225;"{""coordinates"": [[9.4286261, 42.703309], [9.4286108, 42.7033028], [9.4285967, 42.7032666], [9.4286018, 42.7032568], [9.4286025, 42.7032551], [9.4286038, 42.7032526]], ""type"": ""LineString""}"
En exploitation;42.70322292300595, 9.428581098167202;"{""coordinates"": [[9.4286038, 42.7032526], [9.4285874, 42.7032482], [9.4285692, 42.7031959], [9.4285793, 42.7031872]], ""type"": ""LineString""}"
En exploitation;42.703052436325365, 9.428710184198492;"{""coordinates"": [[9.4287407, 42.703087], [9.4287418, 42.7030761], [9.4286903, 42.7030314], [9.4286734, 42.7030372], [9.4286678, 42.7030391]], ""type"": ""LineString""}"
En exploitation;42.702940306688745, 9.42829972834622;"{""coordinates"": [[9.4283989, 42.7029975], [9.4283946, 42.7029807], [9.4283368, 42.7029571], [9.4282249, 42.7029089], [9.4282063, 42.7028964], [9.4282049, 42.7028839], [9.4282043, 42.7028794]], ""type"": ""LineString""}"
En exploitation;42.702599270709136, 9.428825229214524;"{""coordinates"": [[9.4287055, 42.7023461], [9.4286936, 42.7023504], [9.428708, 42.7024119], [9.4287847, 42.7025339], [9.4287897, 42.702542], [9.4287949, 42.7025502], [9.4288, 42.7025583], [9.4288079, 42.702571], [9.4288208, 42.7025928], [9.4289683, 42.7028403], [9.4289832, 42.7028457]], ""type"": ""LineString""}"
En exploitation;42.70333823534735, 9.428708950195706;"{""coordinates"": [[9.4288261, 42.7033329], [9.4288199, 42.7033334], [9.4286281, 42.7033478], [9.4286191, 42.703323], [9.4286239, 42.7033132], [9.4286261, 42.703309]], ""type"": ""LineString""}"
En exploitation;42.70319743797187, 9.428804644000776;"{""coordinates"": [[9.4288261, 42.7033329], [9.4288279, 42.7033283], [9.4288064, 42.7031381], [9.4287569, 42.7030906], [9.4287407, 42.703087]], ""type"": ""LineString""}"
En exploitation;42.70293558768369, 9.428941284139364;"{""coordinates"": [[9.4288565, 42.7029712], [9.4288662, 42.7029715], [9.4289679, 42.7029675], [9.4289647, 42.7028604], [9.4289792, 42.7028492]], ""type"": ""LineString""}"
En exploitation;42.68627551527548, 9.427570486898333;"{""coordinates"": [[9.4276832, 42.6863808], [9.4274786, 42.6861946], [9.4274969, 42.6861701], [9.427498, 42.6861686], [9.4274998, 42.6861662]], ""type"": ""LineString""}"
En exploitation;42.68512845, 9.416189450000001;"{""coordinates"": [[9.4161865, 42.6851415], [9.4161924, 42.6851154]], ""type"": ""LineString""}"
En exploitation;42.68802618534389, 9.414920860907504;"{""coordinates"": [[9.4149612, 42.6880121], [9.4149189, 42.688021], [9.4148894, 42.6880467], [9.4148854, 42.6880501]], ""type"": ""LineString""}"
En exploitation;42.68792885731527, 9.415002614334552;"{""coordinates"": [[9.4149783, 42.6879944], [9.4150213, 42.6878968], [9.4149999, 42.6878659]], ""type"": ""LineString""}"
En exploitation;42.695528173740875, 9.431559712902605;"{""coordinates"": [[9.4314865, 42.69551], [9.4314935, 42.695519], [9.4316369, 42.6955395]], ""type"": ""LineString""}"
En exploitation;42.69472966410901, 9.431111884635575;"{""coordinates"": [[9.4308917, 42.6948107], [9.4309409, 42.6947255], [9.4311963, 42.6947315], [9.4313349, 42.6946944], [9.4313448, 42.6946917], [9.4313615, 42.6947096]], ""type"": ""LineString""}"
En exploitation;42.694493946169324, 9.431440746027665;"{""coordinates"": [[9.4312643, 42.6944879], [9.4312939, 42.6944997], [9.4313498, 42.6945514], [9.431581, 42.6944417], [9.4316247, 42.6944202]], ""type"": ""LineString""}"
En exploitation;42.696282755614625, 9.428552603526507;"{""coordinates"": [[9.42856, 42.6960794], [9.4285498, 42.6961071], [9.4285541, 42.6964088], [9.4285544, 42.6964595], [9.4285541, 42.6964833], [9.4285541, 42.6964878]], ""type"": ""LineString""}"
En exploitation;42.69614891183165, 9.428874056770274;"{""coordinates"": [[9.4291857, 42.6961432], [9.4291799, 42.6961448], [9.4291655, 42.6961489], [9.4291598, 42.6961587], [9.4291481, 42.6961789], [9.4291099, 42.6961876], [9.4285883, 42.6961121], [9.42856, 42.6960794]], ""type"": ""LineString""}"
En exploitation;42.69549632349002, 9.431547904255742;"{""coordinates"": [[9.431494, 42.6954873], [9.4315261, 42.6954935], [9.431602, 42.6955042]], ""type"": ""LineString""}"
En exploitation;42.696151115661095, 9.430678437459548;"{""coordinates"": [[9.4308259, 42.6961138], [9.4307863, 42.6961099], [9.4307184, 42.696095], [9.4306903, 42.6961067], [9.4306379, 42.6961425], [9.4306039, 42.6962087], [9.4305857, 42.6962758]], ""type"": ""LineString""}"
En exploitation;42.70525006886788, 9.441868298113988;"{""coordinates"": [[9.4418379, 42.705252], [9.4418865, 42.7052489], [9.4418987, 42.7052482]], ""type"": ""LineString""}"
En exploitation;42.70545872904548, 9.441240619668793;"{""coordinates"": [[9.4414241, 42.7054268], [9.4414187, 42.7054287], [9.4411933, 42.7055084], [9.4411699, 42.7054221], [9.4410808, 42.7054372], [9.4410749, 42.7054381]], ""type"": ""LineString""}"
En exploitation;42.705547396994916, 9.441258259406014;"{""coordinates"": [[9.4414246, 42.7054275], [9.4411832, 42.7055271], [9.4412257, 42.7056871], [9.4411838, 42.7057147], [9.4411802, 42.705717]], ""type"": ""LineString""}"
En exploitation;42.705801562667844, 9.441079652480575;"{""coordinates"": [[9.4411274, 42.7057924], [9.4411062, 42.705797], [9.441076, 42.7058024], [9.4410527, 42.7058065], [9.4410317, 42.7058096]], ""type"": ""LineString""}"
En exploitation;42.70586880392091, 9.443927784143202;"{""coordinates"": [[9.4441133, 42.7058489], [9.4441075, 42.7058504], [9.4438568, 42.7059155], [9.4438112, 42.705837], [9.4438879, 42.7058069], [9.4438933, 42.7058048]], ""type"": ""LineString""}"
En exploitation;42.705739014780896, 9.443792174181407;"{""coordinates"": [[9.4438933, 42.7058048], [9.4438082, 42.7058101], [9.4437322, 42.7056792], [9.4438089, 42.7056492], [9.4438143, 42.7056471]], ""type"": ""LineString""}"
En exploitation;42.70620589351953, 9.443698183111108;"{""coordinates"": [[9.4441262, 42.7058575], [9.4441032, 42.7059274], [9.4441761, 42.7061397], [9.4437007, 42.7062683], [9.4429948, 42.7063206]], ""type"": ""LineString""}"
En exploitation;42.70539945730255, 9.442093636390602;"{""coordinates"": [[9.4418563, 42.7054135], [9.4419747, 42.705379], [9.4420903, 42.7053177], [9.4422069, 42.7054822], [9.4422942, 42.7054468], [9.4423124, 42.7054396]], ""type"": ""LineString""}"
En exploitation;42.706299622673555, 9.443679259195616;"{""coordinates"": [[9.4438508, 42.7062952], [9.4437992, 42.7062713], [9.4435357, 42.7063236], [9.4435391, 42.706355], [9.4435393, 42.7063557], [9.4435396, 42.7063595]], ""type"": ""LineString""}"
En exploitation;42.705736230965876, 9.444700979734963;"{""coordinates"": [[9.4445127, 42.7058661], [9.4446506, 42.7057853], [9.4448421, 42.705638], [9.4448137, 42.7056036], [9.4447955, 42.7056047], [9.4447894, 42.7056052]], ""type"": ""LineString""}"
En exploitation;41.845836194964306, 8.784229263764187;"{""coordinates"": [[8.7841924, 41.8456096], [8.7842072, 41.8456191], [8.7842498, 41.8459092], [8.784232, 41.8460331], [8.7841975, 41.8460373], [8.7841915, 41.846038]], ""type"": ""LineString""}"
En exploitation;41.82627815345761, 8.784998078816937;"{""coordinates"": [[8.7850786, 41.8263787], [8.7850204, 41.8263214], [8.7849662, 41.8262249], [8.7849473, 41.8261949], [8.7849212, 41.8261874], [8.7849153, 41.8261878]], ""type"": ""LineString""}"
En exploitation;41.82609931282387, 8.7843992903302;"{""coordinates"": [[8.784659, 41.8259788], [8.7845148, 41.826023], [8.7841856, 41.826219], [8.78422, 41.826241], [8.7842227, 41.8262422], [8.7842273, 41.826245]], ""type"": ""LineString""}"
En exploitation;41.85017443274056, 8.794478121533915;"{""coordinates"": [[8.7945397, 41.8503207], [8.7945748, 41.8503096], [8.7945399, 41.8502032], [8.7944209, 41.8501016], [8.7943194, 41.8500532]], ""type"": ""LineString""}"
En exploitation;41.84998215495354, 8.793782996505326;"{""coordinates"": [[8.7938215, 41.8500273], [8.79383, 41.8499906], [8.7937312, 41.8499691], [8.7937389, 41.8499459], [8.7937403, 41.8499416]], ""type"": ""LineString""}"
En exploitation;41.84998687079258, 8.792376788761917;"{""coordinates"": [[8.7926663, 41.8499483], [8.7926737, 41.8499027], [8.792635, 41.8498778], [8.7924125, 41.8498272], [8.7921234, 41.8502822], [8.7921229, 41.850283], [8.7921209, 41.8502861]], ""type"": ""LineString""}"
En exploitation;41.84984837088754, 8.792382188184718;"{""coordinates"": [[8.7926663, 41.8499483], [8.7926497, 41.8499041], [8.7926238, 41.8498874], [8.7923036, 41.8498243], [8.7920645, 41.8498092]], ""type"": ""LineString""}"
En exploitation;41.84978238428507, 8.79171199876958;"{""coordinates"": [[8.7916991, 41.8498367], [8.7917047, 41.8497731], [8.791738, 41.8497441], [8.7917377, 41.8497396], [8.7917375, 41.8497384], [8.7917371, 41.8497351]], ""type"": ""LineString""}"
En exploitation;41.82251582352657, 8.787797116404194;"{""coordinates"": [[8.7878113, 41.8223198], [8.7878146, 41.822343], [8.7879143, 41.8224646], [8.7876977, 41.8225929], [8.7876716, 41.8226067], [8.7877611, 41.82269]], ""type"": ""LineString""}"
En exploitation;41.823086561709985, 8.78770655769501;"{""coordinates"": [[8.7872143, 41.8230393], [8.7872609, 41.823026], [8.7878081, 41.8230995], [8.7881148, 41.8231348], [8.7881431, 41.8231424], [8.7881733, 41.8231931]], ""type"": ""LineString""}"
En exploitation;41.82274726715745, 8.786530571317583;"{""coordinates"": [[8.7866595, 41.82289], [8.7865882, 41.822845], [8.7864221, 41.822584]], ""type"": ""LineString""}"
En exploitation;41.82256848910894, 8.786456745153258;"{""coordinates"": [[8.7864221, 41.822584], [8.7864862, 41.8225553], [8.7864914, 41.822553]], ""type"": ""LineString""}"
En exploitation;41.822419839145915, 8.786173005699387;"{""coordinates"": [[8.7864221, 41.822584], [8.7863926, 41.8225315], [8.7863161, 41.8224907], [8.7860299, 41.8223578], [8.7859231, 41.8222499]], ""type"": ""LineString""}"
En exploitation;41.82215388491209, 8.785797860854636;"{""coordinates"": [[8.7859231, 41.8222499], [8.7858896, 41.8222104], [8.7857851, 41.8221263], [8.7857604, 41.8221188], [8.7857129, 41.8221221], [8.7856612, 41.8220805]], ""type"": ""LineString""}"
En exploitation;41.822025726502076, 8.785630973342286;"{""coordinates"": [[8.7856612, 41.8220805], [8.7856695, 41.8220519], [8.7856547, 41.8220256], [8.7856061, 41.8220198], [8.7855829, 41.8219793], [8.7855804, 41.8219753]], ""type"": ""LineString""}"
En exploitation;41.8220079709376, 8.785272416228894;"{""coordinates"": [[8.7855804, 41.8219753], [8.7853064, 41.8220608], [8.7852326, 41.8220469], [8.7850408, 41.8219404], [8.7849891, 41.8219853], [8.7849891, 41.8219853], [8.7849853, 41.8219887]], ""type"": ""LineString""}"
En exploitation;41.82218706160337, 8.78818825019616;"{""coordinates"": [[8.7884561, 41.822047], [8.7884284, 41.8220614], [8.7880138, 41.8222774], [8.7879487, 41.8223218], [8.7879251, 41.8223072]], ""type"": ""LineString""}"
En exploitation;41.82224952352993, 8.789187990612014;"{""coordinates"": [[8.7888947, 41.8220191], [8.7889741, 41.8220869], [8.7891734, 41.8222166], [8.7892996, 41.8223212], [8.7894486, 41.8225074], [8.7894491, 41.8225082], [8.7894517, 41.8225113]], ""type"": ""LineString""}"
En exploitation;41.82158412765752, 8.78900165847349;"{""coordinates"": [[8.7889703, 41.8215724], [8.7890278, 41.8215939], [8.789033, 41.8215959]], ""type"": ""LineString""}"
En exploitation;42.706332388935536, 9.446423730988535;"{""coordinates"": [[9.4464961, 42.706461], [9.446486, 42.7064332], [9.446447, 42.7063237], [9.4463159, 42.7062338], [9.4463141, 42.7062325]], ""type"": ""LineString""}"
En exploitation;41.82099673985189, 8.78887345928995;"{""coordinates"": [[8.7889964, 41.8211009], [8.7887543, 41.8208958], [8.7887511, 41.820892]], ""type"": ""LineString""}"
En exploitation;42.70618640083276, 9.446883604148171;"{""coordinates"": [[9.4467906, 42.7062213], [9.4469213, 42.7061861], [9.4469467, 42.7061301], [9.4469508, 42.7061211]], ""type"": ""LineString""}"
En exploitation;41.82285464725241, 8.788979151146693;"{""coordinates"": [[8.7890585, 41.8229267], [8.789054, 41.8229239], [8.7890393, 41.8229051], [8.7889264, 41.8228054], [8.7888904, 41.8227999]], ""type"": ""LineString""}"
En exploitation;42.70611425589274, 9.446974410403591;"{""coordinates"": [[9.4469508, 42.7061211], [9.4469486, 42.7061031], [9.4469994, 42.7061181], [9.4470008, 42.7061316], [9.4470014, 42.7061361]], ""type"": ""LineString""}"
En exploitation;41.821857261184235, 8.787447968464903;"{""coordinates"": [[8.7876585, 41.8220891], [8.7875352, 41.8219533], [8.7874564, 41.8218665], [8.7872407, 41.8216291], [8.7872407, 41.821629], [8.7872375, 41.8216254]], ""type"": ""LineString""}"
En exploitation;42.70662330319558, 9.448330407072094;"{""coordinates"": [[9.4483395, 42.7065956], [9.4483228, 42.7066465], [9.4483222, 42.7066481], [9.4483213, 42.706651]], ""type"": ""LineString""}"
En exploitation;41.850302880826916, 8.788948897831922;"{""coordinates"": [[8.7888215, 41.8501309], [8.788766, 41.8501793], [8.7891563, 41.8504551], [8.7891748, 41.8504648], [8.7891752, 41.8504694]], ""type"": ""LineString""}"
En exploitation;42.69923506986, 9.442214470300197;"{""coordinates"": [[9.4421486, 42.6993024], [9.4421603, 42.6992905], [9.4422767, 42.6991714], [9.4422769, 42.6991712], [9.4422803, 42.6991677]], ""type"": ""LineString""}"
En exploitation;41.85037785769036, 8.789336907303774;"{""coordinates"": [[8.7891752, 41.8504694], [8.789472, 41.850299], [8.7894979, 41.8503156]], ""type"": ""LineString""}"
En exploitation;42.69908243934698, 9.442310616656743;"{""coordinates"": [[9.4422803, 42.6991677], [9.4422915, 42.699158], [9.4423329, 42.6989973], [9.4423336, 42.6989941], [9.442334, 42.6989929]], ""type"": ""LineString""}"
En exploitation;41.850580933846864, 8.789362094723456;"{""coordinates"": [[8.7891752, 41.8504694], [8.7892132, 41.8504837], [8.7892774, 41.8505286], [8.7894554, 41.8506393], [8.7895469, 41.8506973]], ""type"": ""LineString""}"
En exploitation;42.6993854, 9.44202755;"{""coordinates"": [[9.4421011, 42.6993481], [9.441954, 42.6994227]], ""type"": ""LineString""}"
En exploitation;41.85076922906066, 8.789548259734225;"{""coordinates"": [[8.7895469, 41.8506973], [8.7895215, 41.8507234], [8.7895804, 41.8508421], [8.7895823, 41.8508464]], ""type"": ""LineString""}"
En exploitation;42.70296383563277, 9.449432334307721;"{""coordinates"": [[9.4494577, 42.7030255], [9.4494501, 42.703007], [9.4494087, 42.7029064], [9.4494069, 42.7029022]], ""type"": ""LineString""}"
En exploitation;41.85094247038239, 8.789718871079224;"{""coordinates"": [[8.7895823, 41.8508464], [8.7896524, 41.8508957], [8.7898511, 41.8510355], [8.7898532, 41.851037], [8.7898554, 41.8510386]], ""type"": ""LineString""}"
En exploitation;42.70290235346556, 9.449577083936004;"{""coordinates"": [[9.4495234, 42.7030408], [9.4495358, 42.7030333], [9.4496258, 42.7030169], [9.4495979, 42.7029335], [9.4495367, 42.7027496], [9.4495819, 42.7027383], [9.4495844, 42.7027377]], ""type"": ""LineString""}"
En exploitation;41.850735400000005, 8.79018225;"{""coordinates"": [[8.7901601, 41.8507547], [8.7902044, 41.8507161]], ""type"": ""LineString""}"
En exploitation;42.702751899999996, 9.4495737;"{""coordinates"": [[9.4495844, 42.7027377], [9.449563, 42.7027661]], ""type"": ""LineString""}"
En exploitation;41.85069598098978, 8.79008172613685;"{""coordinates"": [[8.7901601, 41.8507547], [8.7901058, 41.850714], [8.7900075, 41.8506404], [8.790007, 41.85064], [8.7900034, 41.8506372]], ""type"": ""LineString""}"
En exploitation;42.7032092202277, 9.449625415377579;"{""coordinates"": [[9.4495126, 42.703051], [9.4495516, 42.7030428], [9.449606, 42.7031767], [9.4496584, 42.7032511], [9.4496843, 42.703339], [9.4497095, 42.7033998], [9.4497134, 42.7034018], [9.4497187, 42.7034047]], ""type"": ""LineString""}"
En exploitation;41.84972431415208, 8.790481455861302;"{""coordinates"": [[8.7902154, 41.8495534], [8.7905826, 41.8498396], [8.7906186, 41.8498375], [8.7907388, 41.8497133]], ""type"": ""LineString""}"
En exploitation;42.706391815387086, 9.45082894331504;"{""coordinates"": [[9.4509441, 42.7062781], [9.450938, 42.7062785], [9.4509259, 42.7062793], [9.4508703, 42.7063281], [9.4507463, 42.706507], [9.4507207, 42.7064991]], ""type"": ""LineString""}"
En exploitation;41.848498145187705, 8.790647178681652;"{""coordinates"": [[8.7905009, 41.8485157], [8.7905495, 41.8485452], [8.7906308, 41.8484996], [8.7907361, 41.8484666], [8.7908029, 41.8484574]], ""type"": ""LineString""}"
En exploitation;42.70501048564842, 9.45167706502104;"{""coordinates"": [[9.4517717, 42.7050576], [9.4517618, 42.7050525], [9.4516157, 42.7049769], [9.4515872, 42.7049787], [9.4515791, 42.7049791]], ""type"": ""LineString""}"
En exploitation;41.84691098307122, 8.787783338316133;"{""coordinates"": [[8.7878475, 41.8468753], [8.7878477, 41.8468797], [8.7878491, 41.8469071], [8.7877967, 41.8469319], [8.787692, 41.8468925]], ""type"": ""LineString""}"
En exploitation;42.7055827473612, 9.449832614011967;"{""coordinates"": [[9.4498625, 42.7054162], [9.4498778, 42.7055507], [9.4498535, 42.7056606], [9.4497298, 42.7056502], [9.4497368, 42.7056179], [9.4497379, 42.7056135]], ""type"": ""LineString""}"
En exploitation;41.84705429566779, 8.787656699884439;"{""coordinates"": [[8.787524, 41.8471376], [8.78753, 41.8471366], [8.7876891, 41.8471133], [8.7876992, 41.8469073], [8.7876949, 41.8469039], [8.787685, 41.8468958]], ""type"": ""LineString""}"
En exploitation;42.70516856594459, 9.451247078068617;"{""coordinates"": [[9.451156, 42.7052121], [9.4511898, 42.705192], [9.451208, 42.7051742], [9.4513189, 42.7051481], [9.4513388, 42.7051286]], ""type"": ""LineString""}"
En exploitation;41.84744261306072, 8.786984012806617;"{""coordinates"": [[8.786983, 41.8472248], [8.7869781, 41.8472414], [8.7870074, 41.8475491], [8.7869219, 41.847629], [8.7869205, 41.8476348]], ""type"": ""LineString""}"
En exploitation;42.707384443068484, 9.448861129329302;"{""coordinates"": [[9.4488496, 42.7074194], [9.4488712, 42.7073539], [9.4488727, 42.7073495]], ""type"": ""LineString""}"
En exploitation;41.847277946955764, 8.787288552662753;"{""coordinates"": [[8.787283, 41.8471988], [8.7872938, 41.8473527], [8.787294, 41.8473571]], ""type"": ""LineString""}"
En exploitation;42.70767672111315, 9.448847877313778;"{""coordinates"": [[9.4488417, 42.7074457], [9.4488109, 42.707561], [9.4489162, 42.7077353], [9.4487787, 42.7078742], [9.4487735, 42.7078795]], ""type"": ""LineString""}"
En exploitation;41.84668153287104, 8.78864639378534;"{""coordinates"": [[8.7878621, 41.8468558], [8.7878678, 41.8468563], [8.7880849, 41.8468085], [8.7881305, 41.846798], [8.7884626, 41.8467218], [8.7885464, 41.8467334], [8.7889538, 41.8466742], [8.789076, 41.8466432], [8.7892103, 41.8465493], [8.7892114, 41.8464803], [8.7891788, 41.846384], [8.7892285, 41.8463214]], ""type"": ""LineString""}"
En exploitation;42.70860081197077, 9.448370898485917;"{""coordinates"": [[9.4484122, 42.708555], [9.4484097, 42.7085591], [9.4483681, 42.7086272], [9.4483199, 42.7086049], [9.4483165, 42.7086032]], ""type"": ""LineString""}"
En exploitation;41.84679122844957, 8.789548538560483;"{""coordinates"": [[8.7894202, 41.8467161], [8.7894598, 41.846796], [8.7895013, 41.8468241], [8.7895458, 41.8468304], [8.7896113, 41.8468173], [8.789663, 41.8467762], [8.789666, 41.8467674], [8.789672, 41.8467502], [8.7896763, 41.8467379], [8.7896871, 41.846737]], ""type"": ""LineString""}"
En exploitation;42.70860245558787, 9.448225830670623;"{""coordinates"": [[9.4483165, 42.7086032], [9.4482941, 42.7086227], [9.4481356, 42.7085801], [9.4481298, 42.7085786]], ""type"": ""LineString""}"
En exploitation;41.846336894071136, 8.789100043775633;"{""coordinates"": [[8.7889694, 41.8463105], [8.7889754, 41.8463113], [8.7891017, 41.846343], [8.7891581, 41.846366], [8.7892193, 41.8463168]], ""type"": ""LineString""}"
En exploitation;42.70984531975672, 9.448684667981489;"{""coordinates"": [[9.448924, 42.7100532], [9.4489412, 42.7099064], [9.448834, 42.7098311], [9.4482999, 42.7097741]], ""type"": ""LineString""}"
En exploitation;41.84633997574806, 8.788798783909122;"{""coordinates"": [[8.7889694, 41.8463105], [8.7888346, 41.8463107], [8.788748, 41.8463412], [8.7886985, 41.8463839], [8.7886465, 41.8464108], [8.7886409, 41.8464122]], ""type"": ""LineString""}"
En exploitation;42.70949484600784, 9.447705185115945;"{""coordinates"": [[9.4476537, 42.7095654], [9.4477246, 42.709543], [9.4477255, 42.7094436], [9.4476672, 42.7094224], [9.4476645, 42.7094214], [9.4476618, 42.7094204]], ""type"": ""LineString""}"
En exploitation;41.84343795962637, 8.783546948194223;"{""coordinates"": [[8.7833468, 41.843361], [8.7835288, 41.8434201], [8.7837305, 41.8435267], [8.7837349, 41.8435298], [8.7837392, 41.843533]], ""type"": ""LineString""}"
En exploitation;42.70997972613572, 9.449029109137506;"{""coordinates"": [[9.4489483, 42.7100518], [9.4490255, 42.709992], [9.4490703, 42.7099619], [9.449073, 42.7098889]], ""type"": ""LineString""}"
En exploitation;41.83407661113568, 8.78116842291465;"{""coordinates"": [[8.7811659, 41.8340953], [8.7811504, 41.8340789], [8.7811906, 41.8340662], [8.7811918, 41.8340658], [8.7811961, 41.8340644]], ""type"": ""LineString""}"
