Code poste;Nom poste;FONCTION;Etat;Tension (kV);departement
DORNA;DORNACH;Poste de transformation;EN EXPLOITATION;63kV;Haut-Rhin
M.SER;MOTTE SERVOLEX (LA);Poste de transformation;EN EXPLOITATION;63kV;Savoie
BZBAK;BOURBAKI;Poste de transformation;EN EXPLOITATION;90kV;Seine-Maritime
CSLET;CASTELET (LE);Poste de transformation;EN EXPLOITATION;63kV;Ariège
EPERN;EPERNAY;Poste de transformation;EN EXPLOITATION;63kV;Marne
CHERB;CHERBOURG;Poste de transformation;EN EXPLOITATION;90kV;Manche
P.LAV;PRE LAVAL;Poste de transformation;EN EXPLOITATION;63kV;Isère
THIVI;THIVIERS;Poste de transformation;EN EXPLOITATION;63kV;Dordogne
THONO;THONON;Poste de transformation;EN EXPLOITATION;63kV;
THUES;THUES;Poste de transformation;EN EXPLOITATION;63kV;Pyrénées-Orientales
TORCY;TORCY (CEPIA );Poste de transformation;EN EXPLOITATION;63kV;Ardennes
TUCOY;TUCOY;Poste de transformation;EN EXPLOITATION;150kV;Hautes-Pyrénées
TUCQU;TUCQUEGNIEUX;Poste de transformation;EN EXPLOITATION;63kV;Meurthe-et-Moselle
C.REN;CHATEAU-RENAULT;Poste de transformation;EN EXPLOITATION;90kV;Indre-et-Loire
C.THI;CHATEAU-THIERRY;Poste de transformation;EN EXPLOITATION;63kV;Aisne
LUSIG;LUSIGNAN;Poste de transformation;EN EXPLOITATION;90kV;Vienne
M.ALL;MONISTROL-D ALLIER;Poste de transformation;EN EXPLOITATION;63kV;Haute-Loire
CLOCH;CLOCHETTE (LA);Poste de transformation;EN EXPLOITATION;225kV;Nord
COMME;COMMENTRY;Poste de transformation;EN EXPLOITATION;63kV;Allier
COLLO;COLLONGES;Poste de transformation;EN EXPLOITATION;63kV;Côte-d'Or
V.SEV;VAL-DE-SEVRE;Poste de transformation;EN EXPLOITATION;225kV;Vendée
VALAB;VALABRES;Poste de transformation;EN EXPLOITATION;150kV;Alpes-Maritimes
VALE6;VALENTIGNEY;Poste de transformation;EN EXPLOITATION;63kV;Doubs
MARCI;MARCIGNY;Poste de transformation;EN EXPLOITATION;63kV;Saône-et-Loire
CPIGN;CHAMPIGNEULLES;Poste de transformation;EN EXPLOITATION;63kV;Meurthe-et-Moselle
CRUSS;CRUSSOL;Poste de transformation;EN EXPLOITATION;63kV;Ardèche
CARIS;CARISEY;Poste de transformation;EN EXPLOITATION;225kV;Yonne
CHAB6;CHABOT;Poste de transformation;EN EXPLOITATION;90kV;Vendée
CHAM6;CHAMOUX;Poste de transformation;EN EXPLOITATION;63kV;Savoie
CHAT8;CHATAIGNIERS (LES);Poste de transformation;EN EXPLOITATION;150kV;Alpes-Maritimes
CHATR;CHATRE (LA);Poste de transformation;EN EXPLOITATION;90kV;Haute-Vienne
CHOLO;CHOLOY;Poste de transformation;EN EXPLOITATION;63kV;Meurthe-et-Moselle
MASEV;MASEVAUX;Poste de transformation;EN EXPLOITATION;63kV;Haut-Rhin
MERIG;MERIGNAC;Poste de transformation;EN EXPLOITATION;63kV;Gironde
MERIQ;MERIQUETTE;Poste de transformation;EN EXPLOITATION;63kV;Bouches-du-Rhône
DENNA;DENNA;Poste de transformation;EN EXPLOITATION;225kV;
ZB.MA;B.MAU / ARC18 MALGO 1;Point de piquage;EN EXPLOITATION;63kV;Savoie
ZCOU5;PIQUAGE COUGNALA (LIAISON CANTEZ32DAX);Point de piquage;EN EXPLOITATION;63kV;Landes
CEMPA;CEMPA;Poste de transformation;EN EXPLOITATION;63kV;Bas-Rhin
CHARD;CHARDES;Poste de transformation;EN EXPLOITATION;90kV;Vienne
ZEDGA;PIQUAGE A LILLEBONNE;Point de piquage;EN EXPLOITATION;90kV;Seine-Maritime
TRELA;TRELAZE;Poste de transformation;EN EXPLOITATION;90kV;Maine-et-Loire
NADIE;NADIERE (LA);Poste de transformation;EN EXPLOITATION;63kV;Aude
NARBO;NARBONNE;Poste de transformation;EN EXPLOITATION;63kV;Aude
MIMI5;MIMIZAN (CLIENT);Poste de transformation;EN EXPLOITATION;63kV;
MOTTE;MOTTELETTE (LA);Poste de transformation;EN EXPLOITATION;90kV;Pas-de-Calais
ZG.M5;PIQUAGE GDE MOTTE (LIAISON A.MORZ31SSCHR);Point de piquage;EN EXPLOITATION;63kV;Hérault
ZGOR6;PIQUAGE GORRE 6 (LIAISON SSJUNZ41TANNI);Point de piquage;EN EXPLOITATION;90kV;Charente
ZKERL;PIQUAGE A KERLAN;Point de piquage;EN EXPLOITATION;225kV;Loire-Atlantique
ZLISS;CHAT7 / BUZAN LOCHE 1;Point de piquage;EN EXPLOITATION;90kV;Indre
MALHE;MALHERBE;Poste de transformation;EN EXPLOITATION;63kV;Isère
V.PRE;VIEUX-PRE;Poste de transformation;EN EXPLOITATION;63kV;Meurthe-et-Moselle
VALCA;VALCANVILLE;Poste de transformation;EN EXPLOITATION;90kV;Manche
CREDI;CREDIN;Poste de transformation;EN EXPLOITATION;63kV;Morbihan
CST;CASTET (PORTIQUE);Poste de transformation;EN EXPLOITATION;63kV;Pyrénées-Atlantiques
YENNE;YENNE;Poste de transformation;EN EXPLOITATION;63kV;Ain
ZA.LI;PIQUAGE A GARDON;Point de piquage;EN EXPLOITATION;63kV;Ardèche
NEUF5;NEUFCHATEL;Poste de transformation;EN EXPLOITATION;90kV;Seine-Maritime
VERCH;VERCHERES (LES);Poste de transformation;EN EXPLOITATION;63kV;Isère
VERN;VERN;Poste de transformation;EN EXPLOITATION;90kV;Ille-et-Vilaine
VERSA;VERSAILLES;Poste de transformation;EN EXPLOITATION;225kV;Yvelines
ZSSRI;SSRIV / CONTE CZBAI 1;Point de piquage;EN EXPLOITATION;63kV;Alpes-Maritimes
ZSTE5;PIQUAGE MOUZON;Point de piquage;EN EXPLOITATION;63kV;Ardennes
BVIL6;BELLEVILLE (HAUTELUCE);Poste de transformation;EN EXPLOITATION;45kV;Savoie
MTBOU;MONTBOUCONS;Poste de transformation;EN EXPLOITATION;63kV;Doubs
VOUGL;VOUGLANS;Poste de transformation;EN EXPLOITATION;225kV;Jura
WARHE;WARHEM;Poste de transformation;EN EXPLOITATION;90kV;Nord
ZB20;PIQUAGE A CHANTURGUE;Point de piquage;EN EXPLOITATION;63kV;Puy-de-Dôme
VENDE;VENDETS;Poste de transformation;EN EXPLOITATION;63kV;Haute-Loire
BRIOU;BRIOUDE;Poste de transformation;EN EXPLOITATION;63kV;Haute-Loire
P.JE5;PORT-JEROME (CLIENT);Poste de transformation;EN EXPLOITATION;90kV;Seine-Maritime
BXNE;BEAUNE;Poste de transformation;EN EXPLOITATION;63kV;Côte-d'Or
FOYAU;FOYAUX;Poste de transformation;EN EXPLOITATION;90kV;Nord
CHECY;CHECY;Poste de transformation;EN EXPLOITATION;90kV;Loiret
P.ROL;PONT-ROLLAND;Poste de transformation;EN EXPLOITATION;63kV;
P.ROU;POTEAU-ROUGE;Poste de transformation;EN EXPLOITATION;225kV;Morbihan
DOMLO;DOMLOUP;Poste de transformation;EN EXPLOITATION;400kV;Ille-et-Vilaine
MAZIE;MAZIERES;Poste de transformation;EN EXPLOITATION;90kV;Cher
PERIZ;PERIZET (LE);Poste de transformation;EN EXPLOITATION;225kV;Nord
PTCHA;PONTCHATEAU;Poste de transformation;EN EXPLOITATION;225kV;Loire-Atlantique
ZPRR6;PIQUAGE A PIERREFITTE;Point de piquage;EN EXPLOITATION;90kV;Ille-et-Vilaine
ZQUA5;QUARO / THIER V.CON 1;Point de piquage;EN EXPLOITATION;63kV;Nord
ZRAMB;PIQUAGE A RAMBOUILLET;Point de piquage;EN EXPLOITATION;63kV;Yvelines
PICHO;PICHON;Poste de transformation;EN EXPLOITATION;63kV;Gironde
ZROU2;PIQUAGE A ROULEAUX 2;Point de piquage;EN EXPLOITATION;63kV;Loire-Atlantique
ZSAUG;PIQUAGE SAUGEES A SAINT-MICHEL-SUR-ORGE (ZSAUG);Point de piquage;EN EXPLOITATION;90kV;Essonne
ZSEV5;PIQUAGE A SEVENANS;Point de piquage;EN EXPLOITATION;63kV;Territoire de Belfort
ZSSC6;PIQUAGE A PLONEVEZ-PORZAY (ST-COULITZ);Point de piquage;EN EXPLOITATION;63kV;Finistère
ZSSC7;SSCO5 / ARDOI MOTT5 1;Point de piquage;EN EXPLOITATION;63kV;Gard
CHARO;CHAROLLES;Poste de transformation;EN EXPLOITATION;63kV;Saône-et-Loire
CHIN5;CHINON;Poste de transformation;EN EXPLOITATION;90kV;Indre-et-Loire
NAVIL;NAVILLY;Poste de transformation;EN EXPLOITATION;63kV;Saône-et-Loire
CRAYW;CRAYWICK;Poste de transformation;EN EXPLOITATION;225kV;Pas-de-Calais
ZSSCY;PIQUAGE ST CYPRIEN LIAISON A.MERZ31M.BRU;Point de piquage;EN EXPLOITATION;63kV;Pyrénées-Orientales
ZPOUL;PP A PLOGASTEL-ST-GERMAIN (POULDREUZIC)-SAINT-GERMAIN;Point de piquage;EN EXPLOITATION;63kV;Finistère
ZROUY;PIQUAGE ROUYE (LIAISON DAX Z31MARSI);Point de piquage;EN EXPLOITATION;63kV;Landes
ZSSJU;PIQUAGE ST JULIEN (LIAISON CARBOZ31PALAM);Point de piquage;EN EXPLOITATION;63kV;Haute-Garonne
ZT.BA;PIQUAGE A TRONVILLE-EN-BARROIS;Point de piquage;EN EXPLOITATION;63kV;Meuse
ZY.EV;Y.EVE / ARNAG ZBZRA 2;Point de piquage;EN EXPLOITATION;90kV;Sarthe
FURON;FURON;Poste de transformation;EN EXPLOITATION;63kV;Isère
PONS;PONS;Poste de transformation;EN EXPLOITATION;90kV;Charente-Maritime
ROSER;ROSERAIE (LA);Poste de transformation;EN EXPLOITATION;90kV;Maine-et-Loire
ROYE;ROYE;Poste de transformation;EN EXPLOITATION;225kV;Somme
S.DEN;SEPT-DENIERS;Poste de transformation;EN EXPLOITATION;63kV;Haute-Garonne
ZHAUT;HAUT5 / BVIL6 BXFOR 1;Point de piquage;EN EXPLOITATION;45kV;Savoie
ZHEMI;PIQUAGE HEMING;Point de piquage;EN EXPLOITATION;63kV;Moselle
BXBOU;BEAUBOURG;Poste de transformation;EN EXPLOITATION;225kV;Paris
G.COE;GRAND-COEUR;Poste de transformation;EN EXPLOITATION;225kV;Savoie
MILL5;MILLERY (69);Poste de transformation;EN EXPLOITATION;63kV;Rhône
MOREZ;MOREZ;Poste de transformation;EN EXPLOITATION;63kV;Jura
ZAMPE;AMPE5 / JOUX VLEFR 1;Point de piquage;EN EXPLOITATION;63kV;Rhône
ZTRUE;PIQUAGE TRUEL (LIAISON JOURDZ31SSVIC);Point de piquage;EN EXPLOITATION;63kV;Aveyron
C.SEI;CHATILLON-SUR-SEINE;Poste de transformation;EN EXPLOITATION;225kV;Côte-d'Or
CASSA;CASSAGNE (LA);Poste de transformation;EN EXPLOITATION;63kV;Pyrénées-Orientales
PAUDY;PAUDY;Poste de transformation;EN EXPLOITATION;225kV;Indre
ZCP.M;PIQUAGE A CHAMP-MOLLET;Point de piquage;EN EXPLOITATION;225kV;Aisne
SSSA6;SAINT-SAVOURNIN;Poste de transformation;EN EXPLOITATION;63kV;Bouches-du-Rhône
PEUP5;PEUPLINGUES;Poste de transformation;EN EXPLOITATION;400kV;Pas-de-Calais
CARAV;CARAVELLE;Poste de transformation;EN EXPLOITATION;63kV;Loire-Atlantique
SALSI;SALSIGNE;Poste de transformation;EN EXPLOITATION;225kV;Aude
C.NOI;CONDE-SUR-NOIREAU;Poste de transformation;EN EXPLOITATION;90kV;Calvados
C.RO6;CAS-ROUGE;Poste de transformation;EN EXPLOITATION;90kV;Loiret
C.ROU;CROIX-ROUSSE;Poste de transformation;EN EXPLOITATION;225kV;Rhône
C.VIL;CAMI-DE-VILANOVA;Poste de transformation;EN EXPLOITATION;225kV;Pyrénées-Orientales
R.LES;ROUEN-LESSARD;Poste de transformation;EN EXPLOITATION;90kV;Seine-Maritime
CXNAY;CHAUNAY;Poste de transformation;EN EXPLOITATION;225kV;Eure-et-Loir
GATEL;GATELLIER;Poste de transformation;EN EXPLOITATION;225kV;Cantal
MOHON;MOHON;Poste de transformation;EN EXPLOITATION;225kV;Ardennes
FOUCA;FOUCAUDIERE (LA);Poste de transformation;EN EXPLOITATION;90kV;Sarthe
FOURA;FOURAUDERIE;Poste de transformation;EN EXPLOITATION;90kV;Sarthe
REMIR;REMIREMONT;Poste de transformation;EN EXPLOITATION;63kV;Vosges
ROHRW;ROHRWILLER;Poste de transformation;EN EXPLOITATION;63kV;Bas-Rhin
ROISE;ROISEL;Poste de transformation;EN EXPLOITATION;63kV;Somme
ZLAMO;PIQUAGE LAMOTHE (LIAISON ARCACZ31FACTU);Point de piquage;EN EXPLOITATION;63kV;Gironde
ZLANC;LANCE / EYBEN FROGE 1;Point de piquage;EN EXPLOITATION;225kV;Isère
NOYAL;NOYALES;Poste de transformation;EN EXPLOITATION;63kV;Aisne
RECOU;RECOUVRANCE;Poste de transformation;EN EXPLOITATION;225kV;Loire-Atlantique
TAMAR;TAMAREAU;Poste de transformation;EN EXPLOITATION;400kV;Hérault
REINI;REINIERE;Poste de transformation;EN EXPLOITATION;90kV;Orne
CREST;CREST;Poste de transformation;EN EXPLOITATION;63kV;Drôme
D.FON;DOUE-LA-FONTAINE;Poste de transformation;EN EXPLOITATION;90kV;Maine-et-Loire
FRONT;FRONTIGNAN;Poste de transformation;EN EXPLOITATION;63kV;Hérault
CARQ5;CARQUEFOU;Poste de transformation;EN EXPLOITATION;63kV;Loire-Atlantique
ZCHOU;PIQUAGE CHOUY;Point de piquage;EN EXPLOITATION;63kV;Aisne
ZCUBR;PIQUAGE CUBRY;Point de piquage;EN EXPLOITATION;90kV;Marne
ZCZE5;PIQUAGE A COUREGES;Point de piquage;EN EXPLOITATION;63kV;Vaucluse
MONLO;MONLOO;Poste de transformation;EN EXPLOITATION;150kV;Hautes-Pyrénées
SARR6;SARREGUEMINES;Poste de transformation;EN EXPLOITATION;225kV;Moselle
PUISE;PUISEUX;Poste de transformation;EN EXPLOITATION;225kV;Val-d'Oise
G.MO5;GRANDE-MOTTE;Poste de transformation;EN EXPLOITATION;63kV;Hérault
EVIAN;EVIAN;Poste de transformation;EN EXPLOITATION;63kV;Haute-Savoie
CXTAG;CHAUTAGNE;Poste de transformation;EN EXPLOITATION;63kV;Ain
D.FRA;DIGUE-DES-FRANCAIS;Poste de transformation;EN EXPLOITATION;225kV;Alpes-Maritimes
SSJUN;ST-JUNIEN;Poste de transformation;EN EXPLOITATION;90kV;Haute-Vienne
SSV.E;ST-VULBAS-EST;Poste de transformation;EN EXPLOITATION;225kV;Ain
G.COL;GRAND-COLOMBIER;Poste de transformation;EN EXPLOITATION;225kV;
GAIL6;GAILLON;Poste de transformation;EN EXPLOITATION;90kV;Eure
GENLI;GENLIS;Poste de transformation;EN EXPLOITATION;63kV;Côte-d'Or
GESVR;GESVRES;Poste de transformation;EN EXPLOITATION;63kV;Loire-Atlantique
DOMBA;DOMBASLE (STE SOLVAY);Poste de transformation;EN EXPLOITATION;63kV;Meurthe-et-Moselle
DUNES;DUNES (LES);Poste de transformation;EN EXPLOITATION;225kV;
C.LEO;CROIX-LEONARD;Poste de transformation;EN EXPLOITATION;63kV;Saône-et-Loire
PUGET;PUGET;Poste de transformation;EN EXPLOITATION;63kV;Var
PUYO5;PUYOO (S.N.C.F.);Poste de transformation;EN EXPLOITATION;63kV;Pyrénées-Atlantiques
PYRAM;PYRAMIDES;Poste de transformation;EN EXPLOITATION;225kV;Paris
R.CH5;RECHICOURT-LE-CHATEAU;Poste de transformation;EN EXPLOITATION;63kV;Moselle
ABBEN;ABBENANS;Poste de transformation;EN EXPLOITATION;63kV;Doubs
BXCOU;BEAUCOUZE;Poste de transformation;EN EXPLOITATION;225kV;Maine-et-Loire
C.MET;CROIX-DE-METZ;Poste de transformation;EN EXPLOITATION;225kV;Meurthe-et-Moselle
C.SAU;CHEVIGNY-ST-SAUVEUR;Poste de transformation;EN EXPLOITATION;63kV;Côte-d'Or
CALYP;CALYPSO;Poste de transformation;EN EXPLOITATION;45kV;Savoie
CZPIE;COURPIERE;Poste de transformation;EN EXPLOITATION;63kV;Puy-de-Dôme
DEBON;DEBONNAIRE;Poste de transformation;EN EXPLOITATION;63kV;Moselle
A.LI6;AIR-LIQUIDE (A GRANDE SYNTHE);Poste de transformation;EN EXPLOITATION;225kV;Nord
TILL5;TILLEUL;Poste de transformation;EN EXPLOITATION;400kV;Eure
TONNE;TONNERRE;Poste de transformation;EN EXPLOITATION;225kV;Yonne
WEPPE;WEPPES;Poste de transformation;EN EXPLOITATION;400kV;Pas-de-Calais
PTIVY;PONTIVY;Poste de transformation;EN EXPLOITATION;63kV;Morbihan
PTMAI;PONTMAIN;Poste de transformation;EN EXPLOITATION;90kV;Ille-et-Vilaine
PUBLI;PUBLIER;Poste de transformation;EN EXPLOITATION;63kV;
PUYBE;PUYBELLIARD;Poste de transformation;EN EXPLOITATION;90kV;Vendée
PUYPE;PUYPERTUS;Poste de transformation;EN EXPLOITATION;90kV;Corrèze
RETHE;RETHEL;Poste de transformation;EN EXPLOITATION;63kV;Ardennes
REVE5;REVEL (PIPE-LINE SUD-EUROPEEN NO 3A);Poste de transformation;EN EXPLOITATION;63kV;Isère
ZDEGA;PIQUAGE DEGAGNAC SNCF (LIAISON DEGA5Z31GOURD);Point de piquage;EN EXPLOITATION;63kV;Lot
ALLON;ALLONNE;Poste de transformation;EN EXPLOITATION;63kV;Oise
ANTIB;ANTIBES;Poste de transformation;EN EXPLOITATION;225kV;Alpes-Maritimes
CORNE;CORNEILLE;Poste de transformation;EN EXPLOITATION;90kV;Seine-Maritime
COUL5;COULONDRES;Poste de transformation;EN EXPLOITATION;63kV;Hérault
ZDOME;DOMEN / FROGE MEYLA 1;Point de piquage;EN EXPLOITATION;63kV;Isère
SSPOU;ST-GENIS-POUILLY;Poste de transformation;EN EXPLOITATION;63kV;Ain
MTLU5;MONTLUC;Poste de transformation;EN EXPLOITATION;63kV;Loire-Atlantique
N.MAR;NEUILLY-SUR-MARNE (POSTE D);Poste de transformation;EN EXPLOITATION;225kV;Seine-Saint-Denis
ZPRA5;PRATC / M.ALL ZNAUS 1;Point de piquage;EN EXPLOITATION;63kV;Haute-Loire
ZRQBI;RQBIL / LINGO SSDAL 1;Point de piquage;EN EXPLOITATION;150kV;Alpes-Maritimes
FAVER;FAVERGES;Poste de transformation;EN EXPLOITATION;63kV;Haute-Savoie
VERTU;VERTUS;Poste de transformation;EN EXPLOITATION;90kV;Marne
VIMOU;VIMOUTIERS;Poste de transformation;EN EXPLOITATION;90kV;Orne
ZSSFE;PIQUAGE ST-FERJEUX;Point de piquage;EN EXPLOITATION;63kV;Doubs
ZSSL5;PIQUAGE ST LARY (LIAISON ARRE5Z31EGET);Point de piquage;EN EXPLOITATION;63kV;Hautes-Pyrénées
CZELL;COURELLES (LES);Poste de transformation;EN EXPLOITATION;90kV;Loiret
SSGEO;ST-GEORGES;Poste de transformation;EN EXPLOITATION;63kV;Aude
GIROT;GIROTTE (LA);Poste de transformation;EN EXPLOITATION;45kV;Savoie
VIVI5;VIVIERS;Poste de transformation;EN EXPLOITATION;63kV;Ardèche
YAINV;YAINVILLE;Poste de transformation;EN EXPLOITATION;225kV;Seine-Maritime
CZRIE;COURRIERES;Poste de transformation;EN EXPLOITATION;225kV;Pas-de-Calais
SAUV7;SAUVE;Poste de transformation;EN EXPLOITATION;63kV;Gard
ARGIA;ARGIA (BAYONNE SUD);Poste de transformation;EN EXPLOITATION;400kV;Pyrénées-Atlantiques
GOUTR;GOUTRENS;Poste de transformation;EN EXPLOITATION;63kV;Aveyron
COMPS;COMPS;Poste de transformation;EN EXPLOITATION;225kV;Puy-de-Dôme
CORM5;CORMELAI;Poste de transformation;EN EXPLOITATION;90kV;Indre
COUTA;COUTANCES;Poste de transformation;EN EXPLOITATION;90kV;Manche
CRAON;CRAON;Poste de transformation;EN EXPLOITATION;90kV;Mayenne
SSANG;ST-JEAN-D ANGELY;Poste de transformation;EN EXPLOITATION;90kV;Charente-Maritime
CARNO;CARNOULES;Poste de transformation;EN EXPLOITATION;63kV;Var
MARCE;MARCELINE;Poste de transformation;EN EXPLOITATION;63kV;Isère
MASSA;MASSANE;Poste de transformation;EN EXPLOITATION;63kV;Pyrénées-Orientales
MAXE;MAXE (LA);Poste de transformation;EN EXPLOITATION;225kV;Moselle
ZMOHE;PIQUAGE MOHET 1;Point de piquage;EN EXPLOITATION;63kV;Somme
ZMOIS;MOIS5 / MOUCH OULLI 1;Point de piquage;EN EXPLOITATION;63kV;Rhône
ZNEUV;NEUVY / COSNE FORTA 1;Point de piquage;EN EXPLOITATION;63kV;Loiret
ZOLLA;PIQUAGE A OLLAINVILLE;Point de piquage;EN EXPLOITATION;90kV;Essonne
ZEPIZ;PIQUAGE A EPIZON;Point de piquage;EN EXPLOITATION;225kV;Haute-Marne
J.BOI;JEU-LES-BOIS;Poste de transformation;EN EXPLOITATION;90kV;Indre
GUEU8;GUEUGNON (ENEDIS);Poste de transformation;EN EXPLOITATION;63kV;Saône-et-Loire
ZCAR8;PIQUAGE A CARLING (LIGNE N2);Point de piquage;EN EXPLOITATION;63kV;Moselle
VESAI;VESAIGNES;Poste de transformation;EN EXPLOITATION;63kV;Haute-Marne
VINON;VINON;Poste de transformation;EN EXPLOITATION;63kV;Var
KUHL5;KUHLMANN;Poste de transformation;EN EXPLOITATION;63kV;Loire-Atlantique
ZLIM5;LIMON / BESS5 GAMPA 1;Point de piquage;EN EXPLOITATION;63kV;Loire
ZPERP;PIQUAGE PERPIGNAN 1 (LIAISON CABESZ31M.BRU);Point de piquage;EN EXPLOITATION;63kV;Pyrénées-Orientales
ZPINE;PIQUAGE A  LA BOCCA 1;Point de piquage;EN EXPLOITATION;63kV;Var
ZHER9;PIQUAGE A HERBIGNAC;Point de piquage;EN EXPLOITATION;63kV;Loire-Atlantique
CSLL5;CASTELLAS;Poste de transformation;EN EXPLOITATION;63kV;Hérault
ZMERE;PIQUAGE MERENS (LIAISON HOSPIZ61TARAS);Point de piquage;EN EXPLOITATION;225kV;Ariège
ZMEY5;MEYLA / EYBEN I.VER 1;Point de piquage;EN EXPLOITATION;63kV;Isère
SOUL6;SOULAC;Poste de transformation;EN EXPLOITATION;63kV;
MEUNI;MEUNIERES (LES);Poste de transformation;EN EXPLOITATION;225kV;Ain
MIRIB;MIRIBEL;Poste de transformation;EN EXPLOITATION;63kV;Rhône
ZROJA;PIQUAGE ROJA (LIAISON MARM5Z31TONN5);Point de piquage;EN EXPLOITATION;63kV;Lot-et-Garonne
ZSER5;SERVA / C.CHA CIZE 1;Point de piquage;EN EXPLOITATION;63kV;Ain
ZSOLE;SOLES / FAMAR PERIZ 1;Point de piquage;EN EXPLOITATION;63kV;Nord
ZSSEU;PIQUAGE A THOMER-LA-SOGNE;Point de piquage;EN EXPLOITATION;90kV;Eure
O.CHA;ONET-LE-CHATEAU;Poste de transformation;EN EXPLOITATION;225kV;Aveyron
JANAI;JANAIS (LA);Poste de transformation;EN EXPLOITATION;90kV;Ille-et-Vilaine
LARGU;LARGUE (LE);Poste de transformation;EN EXPLOITATION;63kV;Alpes-de-Haute-Provence
TESTE;TESTE (LA);Poste de transformation;EN EXPLOITATION;63kV;
THOUA;THOUARS;Poste de transformation;EN EXPLOITATION;90kV;Deux-Sèvres
THOUR;THOUROTTE;Poste de transformation;EN EXPLOITATION;63kV;Oise
LINGO;LINGOSTIERE;Poste de transformation;EN EXPLOITATION;150kV;Alpes-Maritimes
FIRM5;FIRMINY;Poste de transformation;EN EXPLOITATION;225kV;Loire
E.BON;EAUX-BONNES;Poste de transformation;EN EXPLOITATION;63kV;Pyrénées-Atlantiques
E.FOR;EPINES-FORTES;Poste de transformation;EN EXPLOITATION;90kV;Indre-et-Loire
E.HUC;EMILE-HUCHET;Poste de transformation;EN EXPLOITATION;400kV;Moselle
MARZE;MARZENS;Poste de transformation;EN EXPLOITATION;63kV;Tarn
ROM;ROM;Poste de transformation;EN EXPLOITATION;400kV;Vienne
BRENS;BRENS;Poste de transformation;EN EXPLOITATION;225kV;Ain
SOUTE;SOUTERRAINE (LA);Poste de transformation;EN EXPLOITATION;90kV;Creuse
SSAV7;ST-AVE;Poste de transformation;EN EXPLOITATION;63kV;Morbihan
ESTRE;ESTRESSIN;Poste de transformation;EN EXPLOITATION;63kV;Rhône
EVREU;EVREUX;Poste de transformation;EN EXPLOITATION;90kV;Eure
T.VIC;TRINITE-VICTOR;Poste de transformation;EN EXPLOITATION;225kV;Alpes-Maritimes
C.LO6;CHARITE-SUR-LOIRE (LA);Poste de transformation;EN EXPLOITATION;63kV;Cher
CARB5;CARBONNE (CLIENT);Poste de transformation;EN EXPLOITATION;63kV;Haute-Garonne
CEREE;CERE;Poste de transformation;ACCORD ADMINISTRATIF;225kV;Landes
MTOIS;MONTOIS;Poste de transformation;EN EXPLOITATION;225kV;Meurthe-et-Moselle
MTVER;MONTVERDUN;Poste de transformation;EN EXPLOITATION;63kV;Loire
TOULO;TOULOUSE (CEAT);Poste de transformation;EN EXPLOITATION;63kV;Haute-Garonne
FOUIL;FOUILLOY;Poste de transformation;EN EXPLOITATION;90kV;Oise
BZELI;BOURELIE (LA);Poste de transformation;EN EXPLOITATION;63kV;Tarn
SAUS6;SAUSSAYE;Poste de transformation;EN EXPLOITATION;90kV;Loiret
SCHIR;SCHIRMECK;Poste de transformation;EN EXPLOITATION;63kV;Bas-Rhin
LIEVE;LIEVE;Poste de transformation;EN EXPLOITATION;63kV;Puy-de-Dôme
M.FAM;MAING-FAMARS;Poste de transformation;EN EXPLOITATION;63kV;Nord
VAISO;VAISON (-LA-ROMAINE);Poste de transformation;EN EXPLOITATION;63kV;Vaucluse
ZS.CH;S.CHE / SEIGY VARE5 1;Point de piquage;EN EXPLOITATION;90kV;Loir-et-Cher
BIACA;BIACAVE;Poste de transformation;EN EXPLOITATION;63kV;Hautes-Pyrénées
G.DEN;GAULT-SAINT-DENIS;Poste de transformation;EN EXPLOITATION;225kV;Eure-et-Loir
VINGE;VINGEANNE;Poste de transformation;EN EXPLOITATION;63kV;Côte-d'Or
DOL;DOL (-DE-BRETAGNE);Poste de transformation;EN EXPLOITATION;90kV;Ille-et-Vilaine
ZCSLS;PIQUAGE CASTELSARRASIN(CLIENT) (LIAISON CSLSAZ31MOISS);Point de piquage;EN EXPLOITATION;63kV;Tarn-et-Garonne
DONCH;DONCHERY;Poste de transformation;EN EXPLOITATION;63kV;Ardennes
ZGOIS;GOISE / MELLE SSFLO 1;Point de piquage;EN EXPLOITATION;90kV;Deux-Sèvres
ZSSPE;PIQUAGE A SAINT-PEYRE;Point de piquage;EN EXPLOITATION;63kV;Tarn-et-Garonne
VOGEL;VOGELGRUN;Poste de transformation;EN EXPLOITATION;225kV;Haut-Rhin
BRETA;BRETAGNE;Poste de transformation;EN EXPLOITATION;63kV;Gers
BREV6;BREVAL;Poste de transformation;EN EXPLOITATION;63kV;Val-d'Oise
BRUGA;BRUGALE;Poste de transformation;EN EXPLOITATION;63kV;Corrèze
BUZAN;BUZANCAIS;Poste de transformation;EN EXPLOITATION;90kV;Indre
SENAR;SENART;Poste de transformation;EN EXPLOITATION;225kV;Essonne
P.RH5;PEC-RHIN;Poste de transformation;EN EXPLOITATION;63kV;Haut-Rhin
PALAI;PALAIS (LE);Poste de transformation;EN EXPLOITATION;90kV;Haute-Vienne
VLERS;VILLERS;Poste de transformation;EN EXPLOITATION;63kV;Essonne
VNERE;VIGNERES;Poste de transformation;EN EXPLOITATION;63kV;Haute-Savoie
WALDI;WALDIGHOFFEN;Poste de transformation;EN EXPLOITATION;63kV;Haut-Rhin
