ID;Opérateur;SUP_ID;Système;Mise en service déclaré;STA_NM_DPT;CODE_INSEE;Technologie;DATE_MAJ;sta_nm_anfr;nat_id;sup_nm_haut;tpo_id;Adresse;Adresse 1;Adresse 2;Adresse 3;Code postal;Code INSEE;coordonnees;Coordonnées;Statut
56;BOUYGUES TELECOM;26987;5G NR 2100;2024-09-18;02A;2A212;5G;2026-03-19T15:15:24;02A2750154;23;18;72;San Léonardo;Près station de pompage;;;20115;2A212;"42.255 , 8.667777777777777";42°15'18''N 8°40'4''E;Techniquement opérationnel
57;BOUYGUES TELECOM;26987;5G NR 3500;2024-09-18;02A;2A212;5G;2026-03-19T15:15:24;02A2750154;23;18;72;San Léonardo;Près station de pompage;;;20115;2A212;"42.255 , 8.667777777777777";42°15'18''N 8°40'4''E;Techniquement opérationnel
58;BOUYGUES TELECOM;26987;GSM 900;2016-05-24;02A;2A212;2G;2026-03-19T15:15:24;02A2750154;23;18;72;San Léonardo;Près station de pompage;;;20115;2A212;"42.255 , 8.667777777777777";42°15'18''N 8°40'4''E;En service
59;BOUYGUES TELECOM;26987;LTE 1800;2016-05-24;02A;2A212;4G;2026-03-19T15:15:24;02A2750154;23;18;72;San Léonardo;Près station de pompage;;;20115;2A212;"42.255 , 8.667777777777777";42°15'18''N 8°40'4''E;En service
60;BOUYGUES TELECOM;26987;LTE 2100;2024-09-18;02A;2A212;4G;2026-03-19T15:15:24;02A2750154;23;18;72;San Léonardo;Près station de pompage;;;20115;2A212;"42.255 , 8.667777777777777";42°15'18''N 8°40'4''E;En service
61;BOUYGUES TELECOM;26987;LTE 2600;2018-10-26;02A;2A212;4G;2026-03-19T15:15:24;02A2750154;23;18;72;San Léonardo;Près station de pompage;;;20115;2A212;"42.255 , 8.667777777777777";42°15'18''N 8°40'4''E;En service
62;BOUYGUES TELECOM;26987;LTE 700;2024-09-18;02A;2A212;4G;2026-03-19T15:15:24;02A2750154;23;18;72;San Léonardo;Près station de pompage;;;20115;2A212;"42.255 , 8.667777777777777";42°15'18''N 8°40'4''E;En service
63;BOUYGUES TELECOM;26987;LTE 800;2016-05-24;02A;2A212;4G;2026-03-19T15:15:24;02A2750154;23;18;72;San Léonardo;Près station de pompage;;;20115;2A212;"42.255 , 8.667777777777777";42°15'18''N 8°40'4''E;En service
64;BOUYGUES TELECOM;26987;UMTS 900;2016-05-24;02A;2A212;3G;2026-03-19T15:15:24;02A2750154;23;18;72;San Léonardo;Près station de pompage;;;20115;2A212;"42.255 , 8.667777777777777";42°15'18''N 8°40'4''E;En service
1756;BOUYGUES TELECOM;334441;GSM 900;2007-06-13;02A;2A006;2G;2026-03-19T15:15:24;02A2750112;26;10;65;A CAMARILLA;CHEM DE FUSSAGLIOLE;;;20167;2A006;"41.97416666666667 , 8.741388888888888";41°58'27''N 8°44'29''E;En service
1757;BOUYGUES TELECOM;334441;LTE 1800;2018-03-19;02A;2A006;4G;2026-03-19T15:15:24;02A2750112;26;10;65;A CAMARILLA;CHEM DE FUSSAGLIOLE;;;20167;2A006;"41.97416666666667 , 8.741388888888888";41°58'27''N 8°44'29''E;En service
1758;BOUYGUES TELECOM;334441;LTE 2100;2016-09-22;02A;2A006;4G;2026-03-19T15:15:24;02A2750112;26;10;65;A CAMARILLA;CHEM DE FUSSAGLIOLE;;;20167;2A006;"41.97416666666667 , 8.741388888888888";41°58'27''N 8°44'29''E;En service
1759;BOUYGUES TELECOM;334441;LTE 2600;2020-10-27;02A;2A006;4G;2026-03-19T15:15:24;02A2750112;26;10;65;A CAMARILLA;CHEM DE FUSSAGLIOLE;;;20167;2A006;"41.97416666666667 , 8.741388888888888";41°58'27''N 8°44'29''E;En service
1760;BOUYGUES TELECOM;334441;LTE 800;2016-09-21;02A;2A006;4G;2026-03-19T15:15:24;02A2750112;26;10;65;A CAMARILLA;CHEM DE FUSSAGLIOLE;;;20167;2A006;"41.97416666666667 , 8.741388888888888";41°58'27''N 8°44'29''E;En service
1761;BOUYGUES TELECOM;334441;UMTS 900;2016-09-21;02A;2A006;3G;2026-03-19T15:15:24;02A2750112;26;10;65;A CAMARILLA;CHEM DE FUSSAGLIOLE;;;20167;2A006;"41.97416666666667 , 8.741388888888888";41°58'27''N 8°44'29''E;En service
4785;BOUYGUES TELECOM;439451;5G NR 2100;2024-01-11;02A;2A061;5G;2026-03-19T15:15:24;02A2750074;23;48;32;Col De Mela;Pylone TDF;;;20170;2A061;"41.66972222222222 , 9.184166666666666";41°40'11''N 9°11'3''E;Techniquement opérationnel
4786;BOUYGUES TELECOM;439451;5G NR 3500;2024-01-11;02A;2A061;5G;2026-03-19T15:15:24;02A2750074;23;48;32;Col De Mela;Pylone TDF;;;20170;2A061;"41.66972222222222 , 9.184166666666666";41°40'11''N 9°11'3''E;Techniquement opérationnel
4787;BOUYGUES TELECOM;439451;GSM 900;2016-10-14;02A;2A061;2G;2026-03-19T15:15:24;02A2750074;23;48;32;Col De Mela;Pylone TDF;;;20170;2A061;"41.66972222222222 , 9.184166666666666";41°40'11''N 9°11'3''E;En service
4788;BOUYGUES TELECOM;439451;LTE 1800;2016-10-14;02A;2A061;4G;2026-03-19T15:15:24;02A2750074;23;48;32;Col De Mela;Pylone TDF;;;20170;2A061;"41.66972222222222 , 9.184166666666666";41°40'11''N 9°11'3''E;En service
4789;BOUYGUES TELECOM;439451;LTE 2100;2022-02-28;02A;2A061;4G;2026-03-19T15:15:24;02A2750074;23;48;32;Col De Mela;Pylone TDF;;;20170;2A061;"41.66972222222222 , 9.184166666666666";41°40'11''N 9°11'3''E;En service
4790;BOUYGUES TELECOM;439451;LTE 2600;2022-02-28;02A;2A061;4G;2026-03-19T15:15:24;02A2750074;23;48;32;Col De Mela;Pylone TDF;;;20170;2A061;"41.66972222222222 , 9.184166666666666";41°40'11''N 9°11'3''E;En service
4791;BOUYGUES TELECOM;439451;LTE 700;2024-01-11;02A;2A061;4G;2026-03-19T15:15:24;02A2750074;23;48;32;Col De Mela;Pylone TDF;;;20170;2A061;"41.66972222222222 , 9.184166666666666";41°40'11''N 9°11'3''E;En service
4792;BOUYGUES TELECOM;439451;LTE 800;2016-10-14;02A;2A061;4G;2026-03-19T15:15:24;02A2750074;23;48;32;Col De Mela;Pylone TDF;;;20170;2A061;"41.66972222222222 , 9.184166666666666";41°40'11''N 9°11'3''E;En service
4793;BOUYGUES TELECOM;439451;UMTS 900;2016-10-14;02A;2A061;3G;2026-03-19T15:15:24;02A2750074;23;48;32;Col De Mela;Pylone TDF;;;20170;2A061;"41.66972222222222 , 9.184166666666666";41°40'11''N 9°11'3''E;En service
5502;BOUYGUES TELECOM;440295;LTE 700;2022-10-17;02A;2A091;4G;2026-03-19T15:15:24;02A2750121;23;30;32;Fica Bianca;COL D'AGHIA;D 55;;20123;2A091;"41.83083333333334 , 8.87638888888889";41°49'51''N 8°52'35''E;En service
5503;BOUYGUES TELECOM;440295;LTE 800;2020-12-14;02A;2A091;4G;2026-03-19T15:15:24;02A2750121;23;30;32;Fica Bianca;COL D'AGHIA;D 55;;20123;2A091;"41.83083333333334 , 8.87638888888889";41°49'51''N 8°52'35''E;En service
5504;BOUYGUES TELECOM;440295;UMTS 900;2017-03-24;02A;2A091;3G;2026-03-19T15:15:24;02A2750121;23;30;32;Fica Bianca;COL D'AGHIA;D 55;;20123;2A091;"41.83083333333334 , 8.87638888888889";41°49'51''N 8°52'35''E;En service
9843;BOUYGUES TELECOM;450868;5G NR 2100;2022-07-28;02A;2A041;5G;2026-03-19T15:15:24;02A2750118;23;24;32;CHÂTEAU BALESI;PYLONE TDF;;;20169;2A041;"41.42194444444444 , 9.176944444444445";41°25'19''N 9°10'37''E;Techniquement opérationnel
9844;BOUYGUES TELECOM;450868;5G NR 3500;2024-01-11;02A;2A041;5G;2026-03-19T15:15:24;02A2750118;23;24;32;CHÂTEAU BALESI;PYLONE TDF;;;20169;2A041;"41.42194444444444 , 9.176944444444445";41°25'19''N 9°10'37''E;Techniquement opérationnel
9845;BOUYGUES TELECOM;450868;GSM 900;1999-08-05;02A;2A041;2G;2026-03-19T15:15:24;02A2750118;23;24;32;CHÂTEAU BALESI;PYLONE TDF;;;20169;2A041;"41.42194444444444 , 9.176944444444445";41°25'19''N 9°10'37''E;En service
9846;BOUYGUES TELECOM;450868;LTE 1800;2018-12-07;02A;2A041;4G;2026-03-19T15:15:24;02A2750118;23;24;32;CHÂTEAU BALESI;PYLONE TDF;;;20169;2A041;"41.42194444444444 , 9.176944444444445";41°25'19''N 9°10'37''E;En service
9847;BOUYGUES TELECOM;450868;LTE 2100;2019-10-21;02A;2A041;4G;2026-03-19T15:15:24;02A2750118;23;24;32;CHÂTEAU BALESI;PYLONE TDF;;;20169;2A041;"41.42194444444444 , 9.176944444444445";41°25'19''N 9°10'37''E;En service
9848;BOUYGUES TELECOM;450868;LTE 2600;2018-12-10;02A;2A041;4G;2026-03-19T15:15:24;02A2750118;23;24;32;CHÂTEAU BALESI;PYLONE TDF;;;20169;2A041;"41.42194444444444 , 9.176944444444445";41°25'19''N 9°10'37''E;En service
9849;BOUYGUES TELECOM;450868;LTE 700;;02A;2A041;4G;2026-03-19T15:15:24;02A2750118;23;24;32;CHÂTEAU BALESI;PYLONE TDF;;;20169;2A041;"41.42194444444444 , 9.176944444444445";41°25'19''N 9°10'37''E;Projet approuvé
9850;BOUYGUES TELECOM;450868;LTE 800;2016-10-26;02A;2A041;4G;2026-03-19T15:15:24;02A2750118;23;24;32;CHÂTEAU BALESI;PYLONE TDF;;;20169;2A041;"41.42194444444444 , 9.176944444444445";41°25'19''N 9°10'37''E;En service
9851;BOUYGUES TELECOM;450868;UMTS 900;2016-10-26;02A;2A041;3G;2026-03-19T15:15:24;02A2750118;23;24;32;CHÂTEAU BALESI;PYLONE TDF;;;20169;2A041;"41.42194444444444 , 9.176944444444445";41°25'19''N 9°10'37''E;En service
10673;BOUYGUES TELECOM;452940;5G NR 2100;2022-07-28;02A;2A032;5G;2026-03-19T15:15:24;02A2750003;23;"11,5";65;A CELACCIA;;;;20129;2A032;"41.92611111111111 , 8.822222222222223";41°55'34''N 8°49'20''E;Techniquement opérationnel
10674;BOUYGUES TELECOM;452940;5G NR 3500;;02A;2A032;5G;2026-03-19T15:15:24;02A2750003;23;"11,5";65;A CELACCIA;;;;20129;2A032;"41.92611111111111 , 8.822222222222223";41°55'34''N 8°49'20''E;Projet approuvé
10675;BOUYGUES TELECOM;452940;GSM 900;2018-05-30;02A;2A032;2G;2026-03-19T15:15:24;02A2750003;23;"11,5";65;A CELACCIA;;;;20129;2A032;"41.92611111111111 , 8.822222222222223";41°55'34''N 8°49'20''E;En service
10676;BOUYGUES TELECOM;452940;LTE 1800;2022-02-16;02A;2A032;4G;2026-03-19T15:15:24;02A2750003;23;"11,5";65;A CELACCIA;;;;20129;2A032;"41.92611111111111 , 8.822222222222223";41°55'34''N 8°49'20''E;En service
10677;BOUYGUES TELECOM;452940;LTE 2100;2022-02-16;02A;2A032;4G;2026-03-19T15:15:24;02A2750003;23;"11,5";65;A CELACCIA;;;;20129;2A032;"41.92611111111111 , 8.822222222222223";41°55'34''N 8°49'20''E;En service
10678;BOUYGUES TELECOM;452940;LTE 2600;2022-02-16;02A;2A032;4G;2026-03-19T15:15:24;02A2750003;23;"11,5";65;A CELACCIA;;;;20129;2A032;"41.92611111111111 , 8.822222222222223";41°55'34''N 8°49'20''E;En service
10679;BOUYGUES TELECOM;452940;LTE 700;;02A;2A032;4G;2026-03-19T15:15:24;02A2750003;23;"11,5";65;A CELACCIA;;;;20129;2A032;"41.92611111111111 , 8.822222222222223";41°55'34''N 8°49'20''E;Projet approuvé
10680;BOUYGUES TELECOM;452940;LTE 800;2016-04-25;02A;2A032;4G;2026-03-19T15:15:24;02A2750003;23;"11,5";65;A CELACCIA;;;;20129;2A032;"41.92611111111111 , 8.822222222222223";41°55'34''N 8°49'20''E;En service
10681;BOUYGUES TELECOM;452940;UMTS 900;2019-04-29;02A;2A032;3G;2026-03-19T15:15:24;02A2750003;23;"11,5";65;A CELACCIA;;;;20129;2A032;"41.92611111111111 , 8.822222222222223";41°55'34''N 8°49'20''E;En service
11636;BOUYGUES TELECOM;455116;LTE 700;2023-05-24;02A;2A131;4G;2026-03-19T15:15:24;02A2750124;23;"31,9";32;PIANELLO;PYLONE TDF GUAGNO;;;20160;2A131;"42.16611111111111 , 8.94138888888889";42°9'58''N 8°56'29''E;En service
11637;BOUYGUES TELECOM;455116;LTE 800;2023-04-20;02A;2A131;4G;2026-03-19T15:15:24;02A2750124;23;"31,9";32;PIANELLO;PYLONE TDF GUAGNO;;;20160;2A131;"42.16611111111111 , 8.94138888888889";42°9'58''N 8°56'29''E;En service
11638;BOUYGUES TELECOM;455116;UMTS 900;2017-03-20;02A;2A131;3G;2026-03-19T15:15:24;02A2750124;23;"31,9";32;PIANELLO;PYLONE TDF GUAGNO;;;20160;2A131;"42.16611111111111 , 8.94138888888889";42°9'58''N 8°56'29''E;En service
13064;BOUYGUES TELECOM;459134;5G NR 2100;2023-01-12;02A;2A006;5G;2026-03-19T15:15:24;02A2750050;23;46;32;Punta Pozzo di Borgo;;;;20167;2A006;"41.95333333333333 , 8.700833333333332";41°57'12''N 8°42'3''E;Techniquement opérationnel
13065;BOUYGUES TELECOM;459134;5G NR 3500;2023-01-12;02A;2A006;5G;2026-03-19T15:15:24;02A2750050;23;46;32;Punta Pozzo di Borgo;;;;20167;2A006;"41.95333333333333 , 8.700833333333332";41°57'12''N 8°42'3''E;Techniquement opérationnel
13066;BOUYGUES TELECOM;459134;GSM 900;2016-04-25;02A;2A006;2G;2026-03-19T15:15:24;02A2750050;23;46;32;Punta Pozzo di Borgo;;;;20167;2A006;"41.95333333333333 , 8.700833333333332";41°57'12''N 8°42'3''E;En service
13067;BOUYGUES TELECOM;459134;LTE 1800;2018-03-19;02A;2A006;4G;2026-03-19T15:15:24;02A2750050;23;46;32;Punta Pozzo di Borgo;;;;20167;2A006;"41.95333333333333 , 8.700833333333332";41°57'12''N 8°42'3''E;En service
13068;BOUYGUES TELECOM;459134;LTE 2100;2022-12-28;02A;2A006;4G;2026-03-19T15:15:24;02A2750050;23;46;32;Punta Pozzo di Borgo;;;;20167;2A006;"41.95333333333333 , 8.700833333333332";41°57'12''N 8°42'3''E;En service
13069;BOUYGUES TELECOM;459134;LTE 2600;2022-12-28;02A;2A006;4G;2026-03-19T15:15:24;02A2750050;23;46;32;Punta Pozzo di Borgo;;;;20167;2A006;"41.95333333333333 , 8.700833333333332";41°57'12''N 8°42'3''E;En service
13070;BOUYGUES TELECOM;459134;LTE 700;2023-01-12;02A;2A006;4G;2026-03-19T15:15:24;02A2750050;23;46;32;Punta Pozzo di Borgo;;;;20167;2A006;"41.95333333333333 , 8.700833333333332";41°57'12''N 8°42'3''E;En service
13071;BOUYGUES TELECOM;459134;LTE 800;2016-04-21;02A;2A006;4G;2026-03-19T15:15:24;02A2750050;23;46;32;Punta Pozzo di Borgo;;;;20167;2A006;"41.95333333333333 , 8.700833333333332";41°57'12''N 8°42'3''E;En service
13072;BOUYGUES TELECOM;459134;UMTS 900;2016-04-25;02A;2A006;3G;2026-03-19T15:15:24;02A2750050;23;46;32;Punta Pozzo di Borgo;;;;20167;2A006;"41.95333333333333 , 8.700833333333332";41°57'12''N 8°42'3''E;En service
13865;BOUYGUES TELECOM;461776;5G NR 2100;2022-12-28;02A;2A247;5G;2026-03-19T15:15:24;02A2750126;23;"45,2";32;PUNTA DI VARRA;CHEM DU COL DE VERRA;;;20137;2A247;"41.59861111111111 , 9.317222222222222";41°35'55''N 9°19'2''E;Techniquement opérationnel
13866;BOUYGUES TELECOM;461776;5G NR 3500;2023-10-25;02A;2A247;5G;2026-03-19T15:15:24;02A2750126;23;"45,2";32;PUNTA DI VARRA;CHEM DU COL DE VERRA;;;20137;2A247;"41.59861111111111 , 9.317222222222222";41°35'55''N 9°19'2''E;Techniquement opérationnel
13867;BOUYGUES TELECOM;461776;GSM 900;2016-10-26;02A;2A247;2G;2026-03-19T15:15:24;02A2750126;23;"45,2";32;PUNTA DI VARRA;CHEM DU COL DE VERRA;;;20137;2A247;"41.59861111111111 , 9.317222222222222";41°35'55''N 9°19'2''E;En service
13868;BOUYGUES TELECOM;461776;LTE 1800;2013-10-04;02A;2A247;4G;2026-03-19T15:15:24;02A2750126;23;"45,2";32;PUNTA DI VARRA;CHEM DU COL DE VERRA;;;20137;2A247;"41.59861111111111 , 9.317222222222222";41°35'55''N 9°19'2''E;En service
13869;BOUYGUES TELECOM;461776;LTE 2100;2020-03-04;02A;2A247;4G;2026-03-19T15:15:24;02A2750126;23;"45,2";32;PUNTA DI VARRA;CHEM DU COL DE VERRA;;;20137;2A247;"41.59861111111111 , 9.317222222222222";41°35'55''N 9°19'2''E;En service
13870;BOUYGUES TELECOM;461776;LTE 2600;2018-10-26;02A;2A247;4G;2026-03-19T15:15:24;02A2750126;23;"45,2";32;PUNTA DI VARRA;CHEM DU COL DE VERRA;;;20137;2A247;"41.59861111111111 , 9.317222222222222";41°35'55''N 9°19'2''E;En service
13871;BOUYGUES TELECOM;461776;LTE 700;;02A;2A247;4G;2026-03-19T15:15:24;02A2750126;23;"45,2";32;PUNTA DI VARRA;CHEM DU COL DE VERRA;;;20137;2A247;"41.59861111111111 , 9.317222222222222";41°35'55''N 9°19'2''E;Projet approuvé
13872;BOUYGUES TELECOM;461776;LTE 800;2016-10-26;02A;2A247;4G;2026-03-19T15:15:24;02A2750126;23;"45,2";32;PUNTA DI VARRA;CHEM DU COL DE VERRA;;;20137;2A247;"41.59861111111111 , 9.317222222222222";41°35'55''N 9°19'2''E;En service
13873;BOUYGUES TELECOM;461776;UMTS 900;2016-10-26;02A;2A247;3G;2026-03-19T15:15:24;02A2750126;23;"45,2";32;PUNTA DI VARRA;CHEM DU COL DE VERRA;;;20137;2A247;"41.59861111111111 , 9.317222222222222";41°35'55''N 9°19'2''E;En service
15395;BOUYGUES TELECOM;465377;GSM 900;2001-03-29;02A;2A119;2G;2026-03-19T15:15:24;02A2750070;23;48;32;COL DE GRANACE;;;;20157;2A119;"41.88916666666667 , 9.023888888888889";41°53'21''N 9°1'26''E;En service
15396;BOUYGUES TELECOM;465377;LTE 700;2022-06-30;02A;2A119;4G;2026-03-19T15:15:24;02A2750070;23;48;32;COL DE GRANACE;;;;20157;2A119;"41.88916666666667 , 9.023888888888889";41°53'21''N 9°1'26''E;En service
15397;BOUYGUES TELECOM;465377;LTE 800;2021-02-03;02A;2A119;4G;2026-03-19T15:15:24;02A2750070;23;48;32;COL DE GRANACE;;;;20157;2A119;"41.88916666666667 , 9.023888888888889";41°53'21''N 9°1'26''E;En service
15398;BOUYGUES TELECOM;465377;UMTS 900;2017-02-17;02A;2A119;3G;2026-03-19T15:15:24;02A2750070;23;48;32;COL DE GRANACE;;;;20157;2A119;"41.88916666666667 , 9.023888888888889";41°53'21''N 9°1'26''E;En service
15950;BOUYGUES TELECOM;466847;5G NR 2100;;02A;2A197;5G;2026-03-19T15:15:24;02A2750157;23;12;72;Bocca a Croce;Col de la croix;;;20147;2A197;"42.32666666666667 , 8.632777777777779";42°19'36''N 8°37'58''E;Projet approuvé
15951;BOUYGUES TELECOM;466847;GSM 900;2016-05-24;02A;2A197;2G;2026-03-19T15:15:24;02A2750157;23;12;72;Bocca a Croce;Col de la croix;;;20147;2A197;"42.32666666666667 , 8.632777777777779";42°19'36''N 8°37'58''E;En service
15952;BOUYGUES TELECOM;466847;LTE 1800;2018-03-19;02A;2A197;4G;2026-03-19T15:15:24;02A2750157;23;12;72;Bocca a Croce;Col de la croix;;;20147;2A197;"42.32666666666667 , 8.632777777777779";42°19'36''N 8°37'58''E;En service
15953;BOUYGUES TELECOM;466847;LTE 2100;;02A;2A197;4G;2026-03-19T15:15:24;02A2750157;23;12;72;Bocca a Croce;Col de la croix;;;20147;2A197;"42.32666666666667 , 8.632777777777779";42°19'36''N 8°37'58''E;Projet approuvé
15954;BOUYGUES TELECOM;466847;LTE 2600;2019-07-08;02A;2A197;4G;2026-03-19T15:15:24;02A2750157;23;12;72;Bocca a Croce;Col de la croix;;;20147;2A197;"42.32666666666667 , 8.632777777777779";42°19'36''N 8°37'58''E;En service
15955;BOUYGUES TELECOM;466847;LTE 700;;02A;2A197;4G;2026-03-19T15:15:24;02A2750157;23;12;72;Bocca a Croce;Col de la croix;;;20147;2A197;"42.32666666666667 , 8.632777777777779";42°19'36''N 8°37'58''E;Projet approuvé
15956;BOUYGUES TELECOM;466847;LTE 800;2016-05-24;02A;2A197;4G;2026-03-19T15:15:24;02A2750157;23;12;72;Bocca a Croce;Col de la croix;;;20147;2A197;"42.32666666666667 , 8.632777777777779";42°19'36''N 8°37'58''E;En service
15957;BOUYGUES TELECOM;466847;UMTS 900;2016-05-24;02A;2A197;3G;2026-03-19T15:15:24;02A2750157;23;12;72;Bocca a Croce;Col de la croix;;;20147;2A197;"42.32666666666667 , 8.632777777777779";42°19'36''N 8°37'58''E;En service
16544;BOUYGUES TELECOM;468919;GSM 900;2017-01-24;02A;2A041;2G;2026-03-19T15:15:24;02A2750015;38;29;28;La Haute Ville;rue Torriciola;;;20169;2A041;"41.3875 , 9.159166666666668";41°23'15''N 9°9'33''E;En service
16545;BOUYGUES TELECOM;468919;LTE 1800;2013-10-01;02A;2A041;4G;2026-03-19T15:15:24;02A2750015;38;29;28;La Haute Ville;rue Torriciola;;;20169;2A041;"41.3875 , 9.159166666666668";41°23'15''N 9°9'33''E;En service
16546;BOUYGUES TELECOM;468919;LTE 2100;2022-02-16;02A;2A041;4G;2026-03-19T15:15:24;02A2750015;38;29;28;La Haute Ville;rue Torriciola;;;20169;2A041;"41.3875 , 9.159166666666668";41°23'15''N 9°9'33''E;En service
16547;BOUYGUES TELECOM;468919;LTE 2600;2022-02-16;02A;2A041;4G;2026-03-19T15:15:24;02A2750015;38;29;28;La Haute Ville;rue Torriciola;;;20169;2A041;"41.3875 , 9.159166666666668";41°23'15''N 9°9'33''E;En service
16548;BOUYGUES TELECOM;468919;LTE 800;2017-01-24;02A;2A041;4G;2026-03-19T15:15:24;02A2750015;38;29;28;La Haute Ville;rue Torriciola;;;20169;2A041;"41.3875 , 9.159166666666668";41°23'15''N 9°9'33''E;En service
16549;BOUYGUES TELECOM;468919;UMTS 900;2017-01-24;02A;2A041;3G;2026-03-19T15:15:24;02A2750015;38;29;28;La Haute Ville;rue Torriciola;;;20169;2A041;"41.3875 , 9.159166666666668";41°23'15''N 9°9'33''E;En service
16760;BOUYGUES TELECOM;469912;5G NR 2100;2022-07-28;02A;2A004;5G;2026-03-19T15:15:24;02A2750141;38;23;22;;7 r Paul Colonna d'Istria;Hôtel Castel Vecchio;;20000;2A004;"41.93333333333333 , 8.740277777777777";41°56'0''N 8°44'25''E;Techniquement opérationnel
16761;BOUYGUES TELECOM;469912;5G NR 3500;2023-01-12;02A;2A004;5G;2026-03-19T15:15:24;02A2750141;38;23;22;;7 r Paul Colonna d'Istria;Hôtel Castel Vecchio;;20000;2A004;"41.93333333333333 , 8.740277777777777";41°56'0''N 8°44'25''E;Techniquement opérationnel
16762;BOUYGUES TELECOM;469912;GSM 900;2018-05-30;02A;2A004;2G;2026-03-19T15:15:24;02A2750141;38;23;22;;7 r Paul Colonna d'Istria;Hôtel Castel Vecchio;;20000;2A004;"41.93333333333333 , 8.740277777777777";41°56'0''N 8°44'25''E;En service
16763;BOUYGUES TELECOM;469912;LTE 1800;2016-04-25;02A;2A004;4G;2026-03-19T15:15:24;02A2750141;38;23;22;;7 r Paul Colonna d'Istria;Hôtel Castel Vecchio;;20000;2A004;"41.93333333333333 , 8.740277777777777";41°56'0''N 8°44'25''E;En service
16764;BOUYGUES TELECOM;469912;LTE 2100;2021-09-29;02A;2A004;4G;2026-03-19T15:15:24;02A2750141;38;23;22;;7 r Paul Colonna d'Istria;Hôtel Castel Vecchio;;20000;2A004;"41.93333333333333 , 8.740277777777777";41°56'0''N 8°44'25''E;En service
16765;BOUYGUES TELECOM;469912;LTE 2600;2019-12-19;02A;2A004;4G;2026-03-19T15:15:24;02A2750141;38;23;22;;7 r Paul Colonna d'Istria;Hôtel Castel Vecchio;;20000;2A004;"41.93333333333333 , 8.740277777777777";41°56'0''N 8°44'25''E;En service
16766;BOUYGUES TELECOM;469912;LTE 700;;02A;2A004;4G;2026-03-19T15:15:24;02A2750141;38;23;22;;7 r Paul Colonna d'Istria;Hôtel Castel Vecchio;;20000;2A004;"41.93333333333333 , 8.740277777777777";41°56'0''N 8°44'25''E;Projet approuvé
16767;BOUYGUES TELECOM;469912;LTE 800;2016-04-25;02A;2A004;4G;2026-03-19T15:15:24;02A2750141;38;23;22;;7 r Paul Colonna d'Istria;Hôtel Castel Vecchio;;20000;2A004;"41.93333333333333 , 8.740277777777777";41°56'0''N 8°44'25''E;En service
16768;BOUYGUES TELECOM;469912;UMTS 900;2019-05-27;02A;2A004;3G;2026-03-19T15:15:24;02A2750141;38;23;22;;7 r Paul Colonna d'Istria;Hôtel Castel Vecchio;;20000;2A004;"41.93333333333333 , 8.740277777777777";41°56'0''N 8°44'25''E;En service
17478;BOUYGUES TELECOM;471984;5G NR 2100;2022-07-28;02A;2A004;5G;2026-03-19T15:15:24;02A2750023;23;13;65;MONTE SANT ANGELO;Confina;;;20000;2A004;"41.943888888888885 , 8.789444444444444";41°56'38''N 8°47'22''E;Techniquement opérationnel
17479;BOUYGUES TELECOM;471984;5G NR 3500;2023-02-02;02A;2A004;5G;2026-03-19T15:15:24;02A2750023;23;13;65;MONTE SANT ANGELO;Confina;;;20000;2A004;"41.943888888888885 , 8.789444444444444";41°56'38''N 8°47'22''E;Techniquement opérationnel
17480;BOUYGUES TELECOM;471984;GSM 900;1998-12-02;02A;2A004;2G;2026-03-19T15:15:24;02A2750023;23;13;65;MONTE SANT ANGELO;Confina;;;20000;2A004;"41.943888888888885 , 8.789444444444444";41°56'38''N 8°47'22''E;En service
17481;BOUYGUES TELECOM;471984;LTE 1800;2013-10-01;02A;2A004;4G;2026-03-19T15:15:24;02A2750023;23;13;65;MONTE SANT ANGELO;Confina;;;20000;2A004;"41.943888888888885 , 8.789444444444444";41°56'38''N 8°47'22''E;En service
17482;BOUYGUES TELECOM;471984;LTE 2100;2020-05-12;02A;2A004;4G;2026-03-19T15:15:24;02A2750023;23;13;65;MONTE SANT ANGELO;Confina;;;20000;2A004;"41.943888888888885 , 8.789444444444444";41°56'38''N 8°47'22''E;En service
17483;BOUYGUES TELECOM;471984;LTE 2600;2019-06-21;02A;2A004;4G;2026-03-19T15:15:24;02A2750023;23;13;65;MONTE SANT ANGELO;Confina;;;20000;2A004;"41.943888888888885 , 8.789444444444444";41°56'38''N 8°47'22''E;En service
17484;BOUYGUES TELECOM;471984;LTE 700;2023-02-03;02A;2A004;4G;2026-03-19T15:15:24;02A2750023;23;13;65;MONTE SANT ANGELO;Confina;;;20000;2A004;"41.943888888888885 , 8.789444444444444";41°56'38''N 8°47'22''E;En service
17485;BOUYGUES TELECOM;471984;LTE 800;2016-12-21;02A;2A004;4G;2026-03-19T15:15:24;02A2750023;23;13;65;MONTE SANT ANGELO;Confina;;;20000;2A004;"41.943888888888885 , 8.789444444444444";41°56'38''N 8°47'22''E;En service
17486;BOUYGUES TELECOM;471984;UMTS 900;2016-12-21;02A;2A004;3G;2026-03-19T15:15:24;02A2750023;23;13;65;MONTE SANT ANGELO;Confina;;;20000;2A004;"41.943888888888885 , 8.789444444444444";41°56'38''N 8°47'22''E;En service
