statut;geo_point_2d;geo_shape
En exploitation;42.60867199146533, 8.92446229349023;"{""coordinates"": [[8.9244878, 42.6086689], [8.9244427, 42.6086743], [8.9244383, 42.6086753], [8.9244369, 42.6086757]], ""type"": ""LineString""}"
En exploitation;42.60794516557082, 8.92781033824174;"{""coordinates"": [[8.9277914, 42.6081698], [8.927795, 42.6079709], [8.927849, 42.6077872], [8.927807, 42.6077355]], ""type"": ""LineString""}"
En exploitation;42.60819018474463, 8.92482504948204;"{""coordinates"": [[8.9249132, 42.6080887], [8.9248997, 42.6081044], [8.9248019, 42.6082181], [8.9247497, 42.6082786], [8.9247316, 42.6082725]], ""type"": ""LineString""}"
En exploitation;42.59032095, 8.923588049999998;"{""coordinates"": [[8.9228162, 42.5907664], [8.9243599, 42.5898755]], ""type"": ""LineString""}"
En exploitation;42.62612859927783, 9.121451318259561;"{""coordinates"": [[9.1213168, 42.625958], [9.1213034, 42.6259831], [9.1215976, 42.6262741], [9.1216112, 42.6262991]], ""type"": ""LineString""}"
En exploitation;42.62606539896582, 9.120206588548204;"{""coordinates"": [[9.1213168, 42.625958], [9.1212952, 42.6259093], [9.1199423, 42.6262312], [9.1194023, 42.6260895], [9.1192271, 42.6257592]], ""type"": ""LineString""}"
En exploitation;42.597533705877545, 9.1633223842451;"{""coordinates"": [[9.1635878, 42.5974395], [9.1631277, 42.5976028], [9.1630678, 42.5976241], [9.163057, 42.597628]], ""type"": ""LineString""}"
En exploitation;42.59690327924268, 9.168403297169135;"{""coordinates"": [[9.168115, 42.5967784], [9.1684953, 42.5969425], [9.1685956, 42.5969872], [9.1686856, 42.5970274], [9.168691, 42.5970295]], ""type"": ""LineString""}"
En exploitation;42.59687249316893, 9.168688832818729;"{""coordinates"": [[9.168691, 42.5970295], [9.1686868, 42.5967273], [9.1686872, 42.59672], [9.1686874, 42.5967155]], ""type"": ""LineString""}"
En exploitation;42.597113199999995, 9.170285400000001;"{""coordinates"": [[9.1701959, 42.5970892], [9.1703749, 42.5971372]], ""type"": ""LineString""}"
En exploitation;42.59569294304684, 9.167652722880183;"{""coordinates"": [[9.1677672, 42.5957639], [9.1676072, 42.5956549], [9.1675777, 42.5956681], [9.1675456, 42.5956361], [9.1675409, 42.5956333]], ""type"": ""LineString""}"
En exploitation;42.59569163386216, 9.166884096445681;"{""coordinates"": [[9.1669349, 42.5957708], [9.1668672, 42.5956653], [9.1668411, 42.5956247], [9.1668334, 42.5956124]], ""type"": ""LineString""}"
En exploitation;42.59556453944308, 9.16672830689699;"{""coordinates"": [[9.1668334, 42.5956124], [9.1667939, 42.595626], [9.1667612, 42.5955688], [9.1667272, 42.5955846], [9.1666314, 42.595481], [9.1666283, 42.5954771]], ""type"": ""LineString""}"
En exploitation;42.59537394794593, 9.166594441709472;"{""coordinates"": [[9.1666283, 42.5954771], [9.1666179, 42.5954455], [9.1665623, 42.5952759], [9.1665603, 42.5952709]], ""type"": ""LineString""}"
En exploitation;42.5967795, 9.168049450000002;"{""coordinates"": [[9.1679755, 42.5967708], [9.1681234, 42.5967882]], ""type"": ""LineString""}"
En exploitation;42.596999999999994, 9.1682605;"{""coordinates"": [[9.1681234, 42.5967882], [9.1683976, 42.5972118]], ""type"": ""LineString""}"
En exploitation;42.5939287, 9.165175999999999;"{""coordinates"": [[9.1650447, 42.593939], [9.1653073, 42.5939184]], ""type"": ""LineString""}"
En exploitation;42.5931335952365, 9.164268781436549;"{""coordinates"": [[9.1651883, 42.5935598], [9.1650515, 42.5934143], [9.1648346, 42.5931436], [9.1637953, 42.5930418], [9.1635296, 42.5930207], [9.1632233, 42.5929336], [9.1632173, 42.5929331]], ""type"": ""LineString""}"
En exploitation;42.59479197230192, 9.165642757052423;"{""coordinates"": [[9.165625, 42.5947975], [9.1656549, 42.5947882], [9.1656605, 42.5947864]], ""type"": ""LineString""}"
En exploitation;42.65193195, 9.11529985;"{""coordinates"": [[9.115159, 42.6519134], [9.1154407, 42.6519505]], ""type"": ""LineString""}"
En exploitation;42.606146970103985, 9.149702044649937;"{""coordinates"": [[9.1493611, 42.6063023], [9.1497407, 42.6063575], [9.1498428, 42.6057193]], ""type"": ""LineString""}"
En exploitation;42.62226568320826, 9.12214076015565;"{""coordinates"": [[9.1248824, 42.6235202], [9.1248777, 42.6235172], [9.1224286, 42.6218347], [9.1202243, 42.6220379], [9.1194071, 42.6216901], [9.119212, 42.621607], [9.1191991, 42.6216015]], ""type"": ""LineString""}"
En exploitation;42.60733102753439, 9.134981717275311;"{""coordinates"": [[9.1348677, 42.6074976], [9.1348763, 42.607485], [9.1350871, 42.6071771], [9.1350958, 42.6071645]], ""type"": ""LineString""}"
En exploitation;42.61563544968108, 9.136849469624643;"{""coordinates"": [[9.1368628, 42.6150007], [9.1368362, 42.6162673], [9.1368362, 42.6162702]], ""type"": ""LineString""}"
En exploitation;42.52068115, 9.0513118;"{""coordinates"": [[9.0513295, 42.5208472], [9.0512941, 42.5205151]], ""type"": ""LineString""}"
En exploitation;42.52170405, 9.04811425;"{""coordinates"": [[9.048416, 42.5216142], [9.0478125, 42.5217939]], ""type"": ""LineString""}"
En exploitation;42.60912119426388, 8.985002407597133;"{""coordinates"": [[8.9848415, 42.608986], [8.9851594, 42.6092531], [8.9851626, 42.6092557], [8.9851633, 42.6092564]], ""type"": ""LineString""}"
En exploitation;42.6088179306334, 8.984310288288416;"{""coordinates"": [[8.984498, 42.6087439], [8.9841278, 42.6088899], [8.9841227, 42.608892], [8.9841226, 42.608892]], ""type"": ""LineString""}"
En exploitation;42.592409757131556, 8.978104571334336;"{""coordinates"": [[8.9788657, 42.5926508], [8.9786938, 42.5926072], [8.9781574, 42.5924711], [8.9776735, 42.5923483], [8.9775661, 42.5919436]], ""type"": ""LineString""}"
En exploitation;42.59291514777704, 8.99086262677288;"{""coordinates"": [[8.9908193, 42.592765], [8.9908564, 42.5928208], [8.990881, 42.5930649], [8.9908819, 42.5930739]], ""type"": ""LineString""}"
En exploitation;42.593605499999995, 8.988153650000001;"{""coordinates"": [[8.9884177, 42.5935433], [8.9878896, 42.5936677]], ""type"": ""LineString""}"
En exploitation;42.59387495, 8.98719625;"{""coordinates"": [[8.9878896, 42.5936677], [8.9865029, 42.5940822]], ""type"": ""LineString""}"
En exploitation;42.58323615410707, 8.983917581414635;"{""coordinates"": [[8.9849707, 42.5812129], [8.9840597, 42.5824105], [8.983663, 42.584149], [8.9832715, 42.5848788], [8.983231, 42.584954], [8.9829761, 42.585329]], ""type"": ""LineString""}"
En exploitation;42.56533712067075, 8.993450814134096;"{""coordinates"": [[8.9933747, 42.5653375], [8.9934298, 42.5653325], [8.9934419, 42.5653427], [8.9935216, 42.5653347], [8.9935241, 42.5653344], [8.9935276, 42.565334]], ""type"": ""LineString""}"
En exploitation;42.56684752744826, 8.990978268628014;"{""coordinates"": [[8.9914264, 42.5661629], [8.9908283, 42.5667352], [8.9908636, 42.5676672]], ""type"": ""LineString""}"
En exploitation;42.56422980127911, 8.988472888107884;"{""coordinates"": [[8.9883565, 42.564659], [8.9884053, 42.5644743], [8.9885302, 42.5640242], [8.9885824, 42.5638203], [8.9885848, 42.563842]], ""type"": ""LineString""}"
En exploitation;42.56369028263601, 8.989428657501856;"{""coordinates"": [[8.9894, 42.5637292], [8.9893946, 42.5637006], [8.989439, 42.5636936], [8.9894372, 42.5636774], [8.9894783, 42.5636606]], ""type"": ""LineString""}"
En exploitation;42.563535596796676, 8.989445560080835;"{""coordinates"": [[8.9894783, 42.5636606], [8.989414, 42.5634151], [8.9894137, 42.5634138], [8.9894128, 42.5634106]], ""type"": ""LineString""}"
En exploitation;42.56502098238442, 8.989010453803832;"{""coordinates"": [[8.9888531, 42.5649873], [8.9891577, 42.5650525], [8.9891678, 42.5650547]], ""type"": ""LineString""}"
En exploitation;42.566158900000005, 8.988558999999999;"{""coordinates"": [[8.9888882, 42.5661703], [8.9882298, 42.5661475]], ""type"": ""LineString""}"
En exploitation;42.56431955017645, 8.986185749764795;"{""coordinates"": [[8.9861792, 42.5641655], [8.9861918, 42.5644619], [8.9861922, 42.5644691], [8.9861922, 42.5644736]], ""type"": ""LineString""}"
En exploitation;42.62710378559806, 9.01242135379743;"{""coordinates"": [[9.0129953, 42.6271174], [9.0119027, 42.6270912], [9.0118526, 42.6270956], [9.0118476, 42.6270961]], ""type"": ""LineString""}"
En exploitation;42.565577636931714, 8.986027856624705;"{""coordinates"": [[8.9858999, 42.5655687], [8.9859605, 42.5655678], [8.9860694, 42.5655661], [8.9860754, 42.5655884], [8.9861108, 42.565589], [8.9861132, 42.565594], [8.9861267, 42.5656244], [8.9861283, 42.5656282], [8.9861285, 42.5656286]], ""type"": ""LineString""}"
En exploitation;42.62716536463511, 9.015154741478053;"{""coordinates"": [[9.0142972, 42.6273617], [9.0143071, 42.6273593], [9.0151889, 42.6271576], [9.0153259, 42.6271262], [9.0159939, 42.6269733], [9.0160123, 42.6269691]], ""type"": ""LineString""}"
En exploitation;42.56575055137999, 8.9859038553587;"{""coordinates"": [[8.9858988, 42.5656617], [8.9859015, 42.5657066], [8.985908, 42.5658132], [8.9859087, 42.5658232], [8.9859022, 42.5658382]], ""type"": ""LineString""}"
En exploitation;42.62399135, 9.014218849999999;"{""coordinates"": [[9.0139779, 42.6240629], [9.0144598, 42.6239198]], ""type"": ""LineString""}"
En exploitation;42.565227554007464, 8.985596441234776;"{""coordinates"": [[8.9855815, 42.5651337], [8.9855827, 42.565138], [8.9855984, 42.5651905], [8.9855989, 42.5652221], [8.9856, 42.5653029], [8.9856002, 42.5653231]], ""type"": ""LineString""}"
En exploitation;42.623869829565834, 9.014651503077316;"{""coordinates"": [[9.0144598, 42.6239198], [9.0144711, 42.6239165], [9.0148433, 42.6238202]], ""type"": ""LineString""}"
En exploitation;42.56771955917834, 8.98533517546858;"{""coordinates"": [[8.9855631, 42.567188], [8.9855309, 42.5672441], [8.9855071, 42.5673787], [8.9854108, 42.5679251], [8.9848692, 42.5679743], [8.9848663, 42.5679745]], ""type"": ""LineString""}"
En exploitation;42.624083786625356, 9.014880134449855;"{""coordinates"": [[9.0148433, 42.6238202], [9.0148441, 42.6238247], [9.0149168, 42.6243474]], ""type"": ""LineString""}"
En exploitation;42.574745339507594, 8.984371002400227;"{""coordinates"": [[8.9843951, 42.5745148], [8.9843722, 42.5748372], [8.9843126, 42.5749671]], ""type"": ""LineString""}"
En exploitation;42.62439945382507, 9.013236926219687;"{""coordinates"": [[9.0128677, 42.6246378], [9.0131521, 42.6244583], [9.0133387, 42.6243301], [9.0136057, 42.6241604]], ""type"": ""LineString""}"
En exploitation;42.57355598313225, 8.983631911809601;"{""coordinates"": [[8.9836272, 42.5736155], [8.9836364, 42.5735017], [8.9836331, 42.5734991], [8.9836322, 42.5734984]], ""type"": ""LineString""}"
En exploitation;42.63041443908081, 9.014925063839977;"{""coordinates"": [[9.0150755, 42.630605], [9.0150487, 42.630571], [9.0147746, 42.6302239]], ""type"": ""LineString""}"
En exploitation;42.570178546526144, 8.988994145035788;"{""coordinates"": [[8.9888832, 42.5703371], [8.9889948, 42.5701776], [8.9891051, 42.57002]], ""type"": ""LineString""}"
En exploitation;42.6299574374432, 9.014190510357183;"{""coordinates"": [[9.0147746, 42.6302239], [9.0147692, 42.6302221], [9.0141842, 42.6299702], [9.013619, 42.6296649]], ""type"": ""LineString""}"
En exploitation;42.57021314989083, 8.986020698821243;"{""coordinates"": [[8.9860801, 42.5702345], [8.98603, 42.5702165], [8.9859663, 42.5701937], [8.985962, 42.5701905]], ""type"": ""LineString""}"
En exploitation;42.62177549542912, 9.00734942013612;"{""coordinates"": [[9.0073841, 42.6219253], [9.0073831, 42.6219208], [9.0073147, 42.6216257]], ""type"": ""LineString""}"
En exploitation;42.569846352792474, 8.985968124851306;"{""coordinates"": [[8.985962, 42.5701905], [8.9859649, 42.5697685], [8.985965, 42.569757], [8.985987, 42.5695028]], ""type"": ""LineString""}"
En exploitation;42.6222673369347, 9.00895291371164;"{""coordinates"": [[9.0073147, 42.6216257], [9.007736, 42.6217809], [9.007952, 42.6218634], [9.0085147, 42.6220785], [9.008962, 42.622336], [9.0090673, 42.6223728], [9.0100892, 42.6226286], [9.0101189, 42.6226529], [9.0105255, 42.6229867], [9.0105311, 42.6229913]], ""type"": ""LineString""}"
En exploitation;42.56911155, 8.9838071;"{""coordinates"": [[8.9841449, 42.5690841], [8.9834693, 42.569139]], ""type"": ""LineString""}"
En exploitation;42.619662961358436, 9.005825853884454;"{""coordinates"": [[9.0058693, 42.6200091], [9.005873, 42.6197591], [9.0058262, 42.6196179], [9.0057292, 42.619325]], ""type"": ""LineString""}"
En exploitation;42.58524724492236, 8.993406778499281;"{""coordinates"": [[8.9931886, 42.5848519], [8.993192, 42.5848556], [8.9933495, 42.5852969], [8.9937373, 42.5855465], [8.9937418, 42.5855496]], ""type"": ""LineString""}"
En exploitation;42.61885794747729, 9.007001718648826;"{""coordinates"": [[9.0057292, 42.619325], [9.0064483, 42.6189886], [9.0069406, 42.6187583], [9.0076448, 42.6187101], [9.0083113, 42.6185554], [9.0083248, 42.6185518]], ""type"": ""LineString""}"
En exploitation;42.60285275, 8.97453115;"{""coordinates"": [[8.974755, 42.6028895], [8.9743073, 42.602816]], ""type"": ""LineString""}"
En exploitation;42.504986554073774, 8.678609030012424;"{""coordinates"": [[8.6800282, 42.5057807], [8.6800244, 42.5057772], [8.6788966, 42.5047259], [8.6788924, 42.5047221], [8.6787751, 42.5047284], [8.6769657, 42.5048258], [8.6769598, 42.5048261]], ""type"": ""LineString""}"
En exploitation;42.60394906652059, 8.980483886714524;"{""coordinates"": [[8.9781653, 42.6041264], [8.9784124, 42.6043245], [8.978427, 42.6043362], [8.9792334, 42.604193], [8.9813709, 42.6038136], [8.9823515, 42.6036396], [8.9827778, 42.6033268], [8.9827816, 42.603324]], ""type"": ""LineString""}"
En exploitation;42.51019631062401, 8.86686903403873;"{""coordinates"": [[8.8670502, 42.5104682], [8.8667989, 42.5101205], [8.8667316, 42.5099075], [8.8667303, 42.5099031]], ""type"": ""LineString""}"
En exploitation;42.52906544718236, 8.895837853331448;"{""coordinates"": [[8.8956461, 42.5288404], [8.8960291, 42.5292899], [8.8960297, 42.5292904]], ""type"": ""LineString""}"
En exploitation;42.51019166031221, 8.867648257233581;"{""coordinates"": [[8.8670502, 42.5104682], [8.8674698, 42.5102093], [8.8679119, 42.5100635], [8.8682845, 42.5100726], [8.8682906, 42.5100728]], ""type"": ""LineString""}"
En exploitation;42.5252817, 8.89332155;"{""coordinates"": [[8.8930775, 42.5255168], [8.8935656, 42.5250466]], ""type"": ""LineString""}"
En exploitation;42.51229472193693, 8.866317968078823;"{""coordinates"": [[8.8657879, 42.5119483], [8.8661873, 42.512034], [8.8662191, 42.5120798], [8.866732, 42.5128157]], ""type"": ""LineString""}"
En exploitation;42.52442988921778, 8.894215287267288;"{""coordinates"": [[8.8939314, 42.5246988], [8.8944734, 42.5241854], [8.8944991, 42.5241609]], ""type"": ""LineString""}"
En exploitation;42.510837742594994, 8.866152515311438;"{""coordinates"": [[8.8660345, 42.5107715], [8.8660784, 42.5108068], [8.8662285, 42.5108728], [8.8662766, 42.510894]], ""type"": ""LineString""}"
En exploitation;42.526274626111864, 8.89497287924623;"{""coordinates"": [[8.8948982, 42.5262021], [8.8950438, 42.5263435], [8.8950452, 42.526345], [8.8950476, 42.5263471]], ""type"": ""LineString""}"
En exploitation;42.51102867399676, 8.866488266602913;"{""coordinates"": [[8.8662766, 42.510894], [8.8666447, 42.5111282], [8.8666954, 42.5111605], [8.8666999, 42.5111634], [8.8666999, 42.5111634]], ""type"": ""LineString""}"
En exploitation;42.5256752755593, 8.895954512819996;"{""coordinates"": [[8.8948982, 42.5262021], [8.8969995, 42.5251541], [8.8970108, 42.5251484]], ""type"": ""LineString""}"
En exploitation;42.511175161668525, 8.86608731724577;"{""coordinates"": [[8.8662766, 42.510894], [8.8659031, 42.5114488], [8.865898, 42.5114563]], ""type"": ""LineString""}"
En exploitation;42.523051218404035, 8.881196539500802;"{""coordinates"": [[8.8821191, 42.5227637], [8.8821149, 42.522767], [8.8816212, 42.5231785], [8.8811456, 42.5231183], [8.8801736, 42.5229951]], ""type"": ""LineString""}"
En exploitation;42.50798805, 8.84958595;"{""coordinates"": [[8.8497556, 42.5080358], [8.8494163, 42.5079403]], ""type"": ""LineString""}"
En exploitation;42.52394986024768, 8.884387984770477;"{""coordinates"": [[8.8830932, 42.5233733], [8.8834982, 42.5238198], [8.884345, 42.5237824], [8.8857443, 42.5245386], [8.8857504, 42.5245417]], ""type"": ""LineString""}"
En exploitation;42.509330570991196, 8.85059521170688;"{""coordinates"": [[8.8499482, 42.5092628], [8.8504902, 42.5093134], [8.8504906, 42.5093134], [8.8508138, 42.5093507], [8.8509098, 42.5093618], [8.8511204, 42.5093861], [8.8512248, 42.5094524]], ""type"": ""LineString""}"
En exploitation;42.52229232989481, 8.868278526174084;"{""coordinates"": [[8.8677522, 42.5218989], [8.8686533, 42.5225587], [8.8687262, 42.5226721], [8.8687147, 42.5227135], [8.8687096, 42.5227318], [8.8687093, 42.5227333], [8.8687084, 42.5227362]], ""type"": ""LineString""}"
En exploitation;42.507622749999996, 8.851766699999999;"{""coordinates"": [[8.8518341, 42.5076375], [8.8516993, 42.507608]], ""type"": ""LineString""}"
En exploitation;42.526446297130555, 8.901852754421109;"{""coordinates"": [[8.9021509, 42.5269257], [8.9015571, 42.5259709], [8.901556, 42.5259691], [8.9015546, 42.5259669]], ""type"": ""LineString""}"
En exploitation;42.50764615962984, 8.851871600695457;"{""coordinates"": [[8.8518341, 42.5076375], [8.8519034, 42.5076535], [8.8519036, 42.5076536], [8.8519091, 42.5076548]], ""type"": ""LineString""}"
En exploitation;42.52651831333195, 8.902907602773388;"{""coordinates"": [[8.9024038, 42.5268932], [8.9031085, 42.5263926], [8.9033706, 42.5260979]], ""type"": ""LineString""}"
En exploitation;42.50814420314021, 8.852466683869412;"{""coordinates"": [[8.8521581, 42.5079152], [8.8521703, 42.5079159], [8.852319, 42.5079242], [8.8526437, 42.5081228], [8.8526759, 42.5081424], [8.8524295, 42.5084154], [8.8523584, 42.5084944]], ""type"": ""LineString""}"
En exploitation;42.52842184085938, 8.902931699442778;"{""coordinates"": [[8.9028106, 42.5284189], [8.9028167, 42.5284189], [8.9029535, 42.5284197], [8.9030522, 42.5284313], [8.9030524, 42.5284313]], ""type"": ""LineString""}"
En exploitation;42.50771413179529, 8.853677487923306;"{""coordinates"": [[8.853718, 42.5076866], [8.8537142, 42.5076891], [8.8536695, 42.5077196], [8.8536427, 42.5077378], [8.853637, 42.5077417]], ""type"": ""LineString""}"
En exploitation;42.5278069, 8.8987354;"{""coordinates"": [[8.8988855, 42.5277728], [8.8985853, 42.527841]], ""type"": ""LineString""}"
En exploitation;42.507469287163914, 8.854168280503528;"{""coordinates"": [[8.8539851, 42.5075031], [8.854054, 42.5075204], [8.8540702, 42.5075244], [8.8541528, 42.5074943], [8.8541725, 42.5074871], [8.8543066, 42.507391], [8.8543163, 42.5073904], [8.8543429, 42.5073889]], ""type"": ""LineString""}"
En exploitation;42.530201002437586, 8.903316801194686;"{""coordinates"": [[8.9036714, 42.5299149], [8.9035202, 42.5300904], [8.9031287, 42.5303086], [8.9030027, 42.530431], [8.9029845, 42.5304486], [8.9029402, 42.5304446]], ""type"": ""LineString""}"
En exploitation;42.50722116710076, 8.854410186687847;"{""coordinates"": [[8.8544999, 42.5072536], [8.8543647, 42.5072098], [8.8543453, 42.5071888], [8.8543305, 42.507173]], ""type"": ""LineString""}"
En exploitation;42.530677315109415, 8.902807048420433;"{""coordinates"": [[8.9028252, 42.5305532], [8.9028686, 42.5305844], [8.9028785, 42.5305914], [8.902804, 42.530653], [8.9028097, 42.530666], [8.9028153, 42.5306788], [8.9027615, 42.5307643], [8.9027273, 42.5308189], [8.9027258, 42.5308214], [8.9027248, 42.5308231]], ""type"": ""LineString""}"
En exploitation;42.507476418596625, 8.853945637308493;"{""coordinates"": [[8.8539851, 42.5075031], [8.8539107, 42.5074528], [8.8539062, 42.5074497]], ""type"": ""LineString""}"
En exploitation;42.53000132089591, 8.903746933922976;"{""coordinates"": [[8.9038224, 42.5300878], [8.9038192, 42.530084], [8.9036714, 42.5299149]], ""type"": ""LineString""}"
En exploitation;42.50729319791811, 8.853802278460483;"{""coordinates"": [[8.8537505, 42.5073232], [8.8538494, 42.5072659], [8.853854, 42.5072631]], ""type"": ""LineString""}"
En exploitation;42.52569899391733, 8.906090944686442;"{""coordinates"": [[8.9052984, 42.525959], [8.9058175, 42.5257433], [8.9069031, 42.5255009]], ""type"": ""LineString""}"
En exploitation;42.51886772464485, 8.84479646565818;"{""coordinates"": [[8.8473107, 42.5202154], [8.8465853, 42.5201879], [8.8460413, 42.5200741], [8.8450911, 42.5192037], [8.8448929, 42.5190222], [8.844286, 42.5180545], [8.8422687, 42.5174526], [8.8422631, 42.5174509]], ""type"": ""LineString""}"
En exploitation;42.52965253435761, 8.900747458286663;"{""coordinates"": [[8.9008619, 42.5296753], [8.9007881, 42.5296705], [8.9007345, 42.5296513], [8.9006414, 42.5296179], [8.9006362, 42.529616], [8.9006359, 42.5296159]], ""type"": ""LineString""}"
En exploitation;42.517807904730546, 8.848448199286551;"{""coordinates"": [[8.8482312, 42.517775], [8.8486592, 42.5178399], [8.8486652, 42.5178408]], ""type"": ""LineString""}"
En exploitation;42.5296918, 8.9008575;"{""coordinates"": [[8.9008531, 42.5297083], [8.9008619, 42.5296753]], ""type"": ""LineString""}"
En exploitation;42.516981051909035, 8.848438597162659;"{""coordinates"": [[8.848287, 42.5175835], [8.8485341, 42.5167205], [8.8484859, 42.5163712]], ""type"": ""LineString""}"
En exploitation;42.12220825, 9.406332599999999;"{""coordinates"": [[9.4069735, 42.1216351], [9.4056917, 42.1227814]], ""type"": ""LineString""}"
En exploitation;42.516068700000005, 8.8484058;"{""coordinates"": [[8.8484859, 42.5163712], [8.8483257, 42.5157662]], ""type"": ""LineString""}"
En exploitation;42.12293932579506, 9.405504271657476;"{""coordinates"": [[9.4056917, 42.1227814], [9.4053321, 42.1230844], [9.4053168, 42.1230972]], ""type"": ""LineString""}"
En exploitation;42.516202027175154, 8.849295346164595;"{""coordinates"": [[8.8488389, 42.5161255], [8.8497461, 42.5162776], [8.8497502, 42.5162783], [8.8497518, 42.5162785]], ""type"": ""LineString""}"
En exploitation;42.09959295168605, 9.40781449034921;"{""coordinates"": [[9.4080434, 42.0996919], [9.4075909, 42.0994963], [9.4075855, 42.0994942]], ""type"": ""LineString""}"
En exploitation;42.531579905871006, 8.829438963287268;"{""coordinates"": [[8.8282526, 42.5319488], [8.8289881, 42.5317182], [8.8306132, 42.5312175], [8.8306261, 42.5312135]], ""type"": ""LineString""}"
En exploitation;42.085262302234284, 9.4189103106758;"{""coordinates"": [[9.4187921, 42.0858141], [9.4188083, 42.0857388], [9.4190265, 42.0847196], [9.4190285, 42.0847105]], ""type"": ""LineString""}"
En exploitation;42.53131439639015, 8.828381459262326;"{""coordinates"": [[8.8282991, 42.5314267], [8.8284568, 42.5312117], [8.8284634, 42.5312018]], ""type"": ""LineString""}"
En exploitation;42.08947117318584, 9.399512760912279;"{""coordinates"": [[9.3997559, 42.089149], [9.3992726, 42.0897894], [9.3992717, 42.0897905], [9.3992697, 42.0897934]], ""type"": ""LineString""}"
En exploitation;42.53193846471912, 8.826371717632771;"{""coordinates"": [[8.8282991, 42.5314267], [8.8267471, 42.5318382], [8.8264526, 42.5319162], [8.8255343, 42.5321611], [8.8254661, 42.5321793], [8.8252535, 42.5322359], [8.8251278, 42.5322694], [8.8246384, 42.5323999], [8.8244996, 42.5324369], [8.8244633, 42.5324466], [8.8244572, 42.5324482], [8.8244505, 42.53245], [8.8244447, 42.5324516]], ""type"": ""LineString""}"
En exploitation;42.10731815, 9.428132699999999;"{""coordinates"": [[9.4287024, 42.1073422], [9.427563, 42.1072941]], ""type"": ""LineString""}"
En exploitation;42.52654267826189, 8.823559062087167;"{""coordinates"": [[8.8218481, 42.5265538], [8.82196, 42.5265616], [8.8224764, 42.5265684], [8.8252702, 42.5265075]], ""type"": ""LineString""}"
En exploitation;42.10579227685491, 9.419083370392263;"{""coordinates"": [[9.4190314, 42.1058561], [9.4190344, 42.1058522], [9.4191323, 42.1057324], [9.4191354, 42.1057285]], ""type"": ""LineString""}"
En exploitation;42.52588501553628, 8.819861121912782;"{""coordinates"": [[8.8203013, 42.5266638], [8.8194233, 42.5251104], [8.8194211, 42.5251064], [8.8194209, 42.5251063]], ""type"": ""LineString""}"
En exploitation;42.10568205, 9.418707900000001;"{""coordinates"": [[9.4190314, 42.1058561], [9.4183844, 42.105508]], ""type"": ""LineString""}"
En exploitation;42.52739411795538, 8.818875109142864;"{""coordinates"": [[8.8203013, 42.5266638], [8.8174568, 42.5281204], [8.8174489, 42.5281244]], ""type"": ""LineString""}"
En exploitation;42.10606823438014, 9.415742469564776;"{""coordinates"": [[9.41751, 42.1067241], [9.4167909, 42.106612], [9.4164903, 42.1065651], [9.4162419, 42.1064155], [9.4160527, 42.1063016], [9.4160151, 42.1062793], [9.415802, 42.1061497], [9.4157863, 42.1061403], [9.4158776, 42.105716], [9.4156429, 42.1057105], [9.4150415, 42.1056823], [9.413915, 42.1056365]], ""type"": ""LineString""}"
En exploitation;42.53370174475106, 8.820162668719783;"{""coordinates"": [[8.8195887, 42.5338453], [8.8198166, 42.5338057], [8.820715, 42.5335427], [8.8207319, 42.5335378]], ""type"": ""LineString""}"
En exploitation;42.10688970124495, 9.41751501446883;"{""coordinates"": [[9.41751, 42.1067241], [9.4175199, 42.1070509], [9.4175197, 42.1070553]], ""type"": ""LineString""}"
En exploitation;42.53294157740952, 8.822961458867383;"{""coordinates"": [[8.8224415, 42.5330846], [8.8234758, 42.5328001], [8.8234771, 42.5327998], [8.8234814, 42.5327985]], ""type"": ""LineString""}"
En exploitation;42.1074180865094, 9.418158238309532;"{""coordinates"": [[9.4175197, 42.1070553], [9.4176085, 42.107097], [9.4176941, 42.1071371], [9.4177147, 42.1071464], [9.4177249, 42.1071511], [9.4177456, 42.1071604], [9.4177559, 42.1071651], [9.4177661, 42.1071698], [9.4178927, 42.1072379], [9.418774, 42.1078107], [9.4187758, 42.1078118], [9.4187785, 42.1078135]], ""type"": ""LineString""}"
En exploitation;42.52935533481551, 8.810823964612613;"{""coordinates"": [[8.8103016, 42.5283446], [8.8104609, 42.5288014], [8.8105352, 42.5289191], [8.8105995, 42.5290207], [8.8106182, 42.5290504], [8.8106296, 42.5290684], [8.8108085, 42.5293518], [8.8110794, 42.5297773], [8.8114135, 42.5303204], [8.8114207, 42.5303307]], ""type"": ""LineString""}"
En exploitation;42.105922760287754, 9.398955417544155;"{""coordinates"": [[9.3986527, 42.1060992], [9.3991007, 42.1058375], [9.3992591, 42.105748]], ""type"": ""LineString""}"
En exploitation;42.531120141658526, 8.809334053304804;"{""coordinates"": [[8.8097476, 42.5309836], [8.8095508, 42.5310366], [8.8092173, 42.5311263], [8.809211, 42.5311313], [8.8089617, 42.5313273], [8.8089613, 42.5313275], [8.8089575, 42.5313305]], ""type"": ""LineString""}"
En exploitation;42.11179654223361, 9.398331450160828;"{""coordinates"": [[9.3984228, 42.1117999], [9.398246, 42.1117934], [9.3982423, 42.1117933], [9.3982401, 42.1117932]], ""type"": ""LineString""}"
