statut;geo_point_2d;geo_shape
En exploitation;42.10283873083146, 8.842339841838928;"{""coordinates"": [[8.8424341, 42.1027623], [8.8422496, 42.1029119], [8.8422457, 42.1029153]], ""type"": ""LineString""}"
En exploitation;42.029028339188784, 8.766812277601028;"{""coordinates"": [[8.7668408, 42.0290061], [8.7668368, 42.0290096], [8.7668253, 42.0290199], [8.7667826, 42.0290491]], ""type"": ""LineString""}"
En exploitation;42.102935502617726, 8.842048836561425;"{""coordinates"": [[8.8422457, 42.1029153], [8.8422174, 42.1029182], [8.8418579, 42.1029551], [8.8418549, 42.1029554], [8.841852, 42.1029559]], ""type"": ""LineString""}"
En exploitation;42.02910157561089, 8.769071919853902;"{""coordinates"": [[8.7696803, 42.0291272], [8.7696416, 42.0291231], [8.7693223, 42.0290896], [8.7688616, 42.0291806], [8.7688501, 42.0291828], [8.7685195, 42.0289286]], ""type"": ""LineString""}"
En exploitation;42.1039481471464, 8.843273717536416;"{""coordinates"": [[8.8432362, 42.1038105], [8.84331, 42.1040813], [8.8433118, 42.1040856]], ""type"": ""LineString""}"
En exploitation;42.02865184764427, 8.769099512721805;"{""coordinates"": [[8.768689, 42.028852], [8.7688195, 42.0287517], [8.7688242, 42.0287483], [8.7690875, 42.0286282], [8.7691124, 42.0286169], [8.7693077, 42.0285721], [8.7695197, 42.0285385], [8.7695435, 42.0285347]], ""type"": ""LineString""}"
En exploitation;42.099271059627185, 8.848572866117305;"{""coordinates"": [[8.8485149, 42.0991836], [8.8485129, 42.0992831], [8.8486906, 42.0992992], [8.8486915, 42.0992993], [8.8486965, 42.0992997]], ""type"": ""LineString""}"
En exploitation;42.0285684741558, 8.76616699438818;"{""coordinates"": [[8.7662705, 42.028571], [8.7662059, 42.0285695], [8.766146, 42.0285679], [8.7660695, 42.0285661], [8.7660635, 42.0285657]], ""type"": ""LineString""}"
En exploitation;42.09850073036035, 8.847079458481515;"{""coordinates"": [[8.8472898, 42.0986188], [8.846874, 42.0983854], [8.8468731, 42.098385], [8.8468691, 42.0983827]], ""type"": ""LineString""}"
En exploitation;42.02889863984962, 8.766804724115499;"{""coordinates"": [[8.7667695, 42.028791], [8.76677, 42.0287955], [8.7667736, 42.0288061], [8.7667772, 42.0288168], [8.7667792, 42.0288229], [8.7667828, 42.0288334], [8.7668264, 42.0289631], [8.7668284, 42.0289692], [8.7668408, 42.0290061]], ""type"": ""LineString""}"
En exploitation;42.10788685, 8.8473166;"{""coordinates"": [[8.8468198, 42.1075946], [8.8478134, 42.1081791]], ""type"": ""LineString""}"
En exploitation;42.03379274972089, 8.760033643746068;"{""coordinates"": [[8.7600447, 42.0335438], [8.7600436, 42.0335683], [8.7600226, 42.0340417]], ""type"": ""LineString""}"
En exploitation;42.105618970051154, 8.8436109155427;"{""coordinates"": [[8.8436207, 42.1056102], [8.8436014, 42.1056275], [8.8436011, 42.1056277]], ""type"": ""LineString""}"
En exploitation;42.033091645482905, 8.760837302566994;"{""coordinates"": [[8.7600447, 42.0335438], [8.7613733, 42.0328336], [8.7614293, 42.0325003], [8.7614303, 42.0324959]], ""type"": ""LineString""}"
En exploitation;42.23757102545369, 8.808117453776735;"{""coordinates"": [[8.8081335, 42.237772], [8.8080991, 42.2376148], [8.8081178, 42.237486], [8.8081398, 42.2373704], [8.8081398, 42.2373694]], ""type"": ""LineString""}"
En exploitation;42.0254558558975, 8.693345801578134;"{""coordinates"": [[8.6927002, 42.0248822], [8.693987, 42.0260256], [8.6939915, 42.0260294]], ""type"": ""LineString""}"
En exploitation;42.18831735654729, 8.658121393183517;"{""coordinates"": [[8.6576067, 42.1877815], [8.6579224, 42.1881102], [8.6586361, 42.1888532]], ""type"": ""LineString""}"
En exploitation;42.026194497404305, 8.694026262506354;"{""coordinates"": [[8.6939915, 42.0260294], [8.6940601, 42.0263552], [8.694061, 42.0263596]], ""type"": ""LineString""}"
En exploitation;42.1889849079186, 8.658703885435694;"{""coordinates"": [[8.6586361, 42.1888532], [8.6587695, 42.1891124], [8.6587699, 42.1891131], [8.6587717, 42.1891166]], ""type"": ""LineString""}"
En exploitation;42.01939391868516, 8.691937466735405;"{""coordinates"": [[8.6919925, 42.0194086], [8.6918927, 42.019382], [8.6918825, 42.019379]], ""type"": ""LineString""}"
En exploitation;42.18774642726529, 8.65766993767398;"{""coordinates"": [[8.6576067, 42.1877815], [8.6577284, 42.187714], [8.6577325, 42.1877118], [8.6577332, 42.1877114]], ""type"": ""LineString""}"
En exploitation;42.01987812982239, 8.691611793817529;"{""coordinates"": [[8.6918825, 42.019379], [8.6918807, 42.0193832], [8.6917271, 42.0197999], [8.6912516, 42.0203229]], ""type"": ""LineString""}"
En exploitation;42.232981989272545, 8.801472357850287;"{""coordinates"": [[8.8016654, 42.233009], [8.8012852, 42.2329558], [8.8012793, 42.2329551]], ""type"": ""LineString""}"
En exploitation;42.020381066049175, 8.690836872322727;"{""coordinates"": [[8.6912516, 42.0203229], [8.6904281, 42.0204384], [8.6904221, 42.0204388]], ""type"": ""LineString""}"
En exploitation;42.2330997920741, 8.80128262054492;"{""coordinates"": [[8.8012793, 42.2329551], [8.8012903, 42.2330629], [8.8012728, 42.23324], [8.8012726, 42.2332416], [8.8012723, 42.2332445]], ""type"": ""LineString""}"
En exploitation;42.03016933668119, 8.755980054927765;"{""coordinates"": [[8.7558716, 42.0302982], [8.7558844, 42.0302793], [8.7560883, 42.0300446], [8.7560905, 42.030042]], ""type"": ""LineString""}"
En exploitation;42.23279735071522, 8.801275293678763;"{""coordinates"": [[8.8012793, 42.2329551], [8.8012714, 42.2326441], [8.8012714, 42.232641], [8.8012714, 42.2326396]], ""type"": ""LineString""}"
En exploitation;42.029968349192046, 8.757837450412048;"{""coordinates"": [[8.7577736, 42.0299358], [8.7578964, 42.0299984], [8.7579013, 42.0300009]], ""type"": ""LineString""}"
En exploitation;42.2329348, 8.8007157;"{""coordinates"": [[8.8007467, 42.2327615], [8.8006847, 42.2331081]], ""type"": ""LineString""}"
En exploitation;42.0297883, 8.758517900000001;"{""coordinates"": [[8.7577736, 42.0299358], [8.7592622, 42.0296408]], ""type"": ""LineString""}"
En exploitation;42.233177850000004, 8.8007283;"{""coordinates"": [[8.8006847, 42.2331081], [8.8007719, 42.2332476]], ""type"": ""LineString""}"
En exploitation;42.029624949394695, 8.759646967913788;"{""coordinates"": [[8.7592622, 42.0296408], [8.7592855, 42.0296305], [8.7599986, 42.0296175], [8.7599902, 42.029654]], ""type"": ""LineString""}"
En exploitation;42.23198939645456, 8.799571223411025;"{""coordinates"": [[8.7995758, 42.2320343], [8.7995671, 42.2319489], [8.7995666, 42.2319448], [8.7995666, 42.2319445]], ""type"": ""LineString""}"
En exploitation;42.030025052444394, 8.759815799332541;"{""coordinates"": [[8.7598931, 42.0300117], [8.7597443, 42.0300374], [8.7597407, 42.0300381], [8.7597385, 42.0300384]], ""type"": ""LineString""}"
En exploitation;42.23298485472709, 8.80182948673591;"{""coordinates"": [[8.8016654, 42.233009], [8.8019869, 42.2329617], [8.8019935, 42.2329603]], ""type"": ""LineString""}"
En exploitation;42.02940219664104, 8.755280708303;"{""coordinates"": [[8.755497, 42.0295763], [8.7550684, 42.0292313], [8.7550673, 42.0292305], [8.7550645, 42.029228]], ""type"": ""LineString""}"
En exploitation;42.23145745929295, 8.80082223285216;"{""coordinates"": [[8.8010071, 42.2315122], [8.8009958, 42.231509], [8.8006432, 42.2314043], [8.8006374, 42.2314026]], ""type"": ""LineString""}"
En exploitation;42.02934107482217, 8.75490019522779;"{""coordinates"": [[8.7549557, 42.0293515], [8.7548508, 42.0293318], [8.7548447, 42.0293306]], ""type"": ""LineString""}"
En exploitation;42.232958950000004, 8.8020177;"{""coordinates"": [[8.8019935, 42.2329603], [8.8020419, 42.2329576]], ""type"": ""LineString""}"
En exploitation;42.02909578685592, 8.754330320851883;"{""coordinates"": [[8.7543659, 42.0290289], [8.7542969, 42.0291586], [8.754296, 42.0291605], [8.754295, 42.0291628]], ""type"": ""LineString""}"
En exploitation;42.233063209495015, 8.802336027506431;"{""coordinates"": [[8.8022957, 42.2329662], [8.8023746, 42.233156], [8.8023764, 42.2331602]], ""type"": ""LineString""}"
En exploitation;42.02283196343315, 8.701438301688416;"{""coordinates"": [[8.7012632, 42.0228986], [8.7012664, 42.0228949], [8.7012923, 42.0228627], [8.7016217, 42.0227894], [8.7016275, 42.0227881]], ""type"": ""LineString""}"
En exploitation;42.23306447415951, 8.80280884232306;"{""coordinates"": [[8.8022957, 42.2329662], [8.8025303, 42.232973], [8.8030046, 42.2330306], [8.8030606, 42.23313], [8.803098, 42.2331962], [8.803195, 42.2333679]], ""type"": ""LineString""}"
En exploitation;42.022998635663114, 8.700916137278444;"{""coordinates"": [[8.7012632, 42.0228986], [8.7012574, 42.0228977], [8.7012065, 42.0228883], [8.7010115, 42.0229616], [8.7008189, 42.0230339], [8.700577, 42.0231248], [8.7005716, 42.0231268]], ""type"": ""LineString""}"
En exploitation;42.233514712154495, 8.803234306340466;"{""coordinates"": [[8.803195, 42.2333679], [8.8032724, 42.233657], [8.8032728, 42.2336584], [8.8032737, 42.2336615]], ""type"": ""LineString""}"
En exploitation;42.02707038757466, 8.749430743378262;"{""coordinates"": [[8.7496803, 42.0271052], [8.7491871, 42.0270364], [8.7491833, 42.0270359], [8.7491812, 42.0270355]], ""type"": ""LineString""}"
En exploitation;42.23361094696618, 8.80320773959936;"{""coordinates"": [[8.8032737, 42.2336615], [8.8031461, 42.2335637], [8.8031417, 42.2335605]], ""type"": ""LineString""}"
En exploitation;42.03492561786038, 8.759129475529635;"{""coordinates"": [[8.7604002, 42.034713], [8.760398, 42.034715], [8.7590594, 42.0344978], [8.7587141, 42.0347663], [8.75864, 42.0350096], [8.7586321, 42.0350354], [8.7585802, 42.0352049], [8.7585208, 42.0353998], [8.7585269, 42.0355299], [8.7585361, 42.0357232], [8.7584533, 42.0359167], [8.7584288, 42.035974]], ""type"": ""LineString""}"
En exploitation;42.233705799273594, 8.803448300184396;"{""coordinates"": [[8.8032737, 42.2336615], [8.8036166, 42.2337485], [8.8036229, 42.2337501]], ""type"": ""LineString""}"
En exploitation;42.04694815252966, 8.813000043174672;"{""coordinates"": [[8.8129087, 42.0468999], [8.8130862, 42.0469937], [8.8130918, 42.0469954]], ""type"": ""LineString""}"
En exploitation;42.23383182770493, 8.801477988977696;"{""coordinates"": [[8.8016857, 42.2337303], [8.8012753, 42.2339309], [8.8012703, 42.2339334]], ""type"": ""LineString""}"
En exploitation;42.04708387715242, 8.813282535098438;"{""coordinates"": [[8.8130918, 42.0469954], [8.8134682, 42.04717], [8.81347, 42.0471709], [8.8134732, 42.0471725]], ""type"": ""LineString""}"
En exploitation;42.2337731111589, 8.800792687573235;"{""coordinates"": [[8.8008554, 42.2337334], [8.8007346, 42.2338099], [8.8007299, 42.2338127]], ""type"": ""LineString""}"
En exploitation;42.04983348831115, 8.82029756557892;"{""coordinates"": [[8.8208719, 42.049715], [8.8204774, 42.0496664], [8.8200304, 42.0499175], [8.819836, 42.0501902], [8.8198342, 42.0501927], [8.8198319, 42.0501958], [8.8198304, 42.0501981], [8.8198292, 42.0501998]], ""type"": ""LineString""}"
En exploitation;42.234121675444996, 8.800728434828327;"{""coordinates"": [[8.8007972, 42.2340817], [8.8006644, 42.2341589], [8.800664, 42.2341591], [8.8006597, 42.2341617]], ""type"": ""LineString""}"
En exploitation;42.048445056342494, 8.823057060111765;"{""coordinates"": [[8.8228145, 42.0484909], [8.8228204, 42.0484899], [8.8232996, 42.0483991]], ""type"": ""LineString""}"
En exploitation;42.23507082090342, 8.804538081928364;"{""coordinates"": [[8.8038452, 42.2345541], [8.8041206, 42.234826], [8.8041872, 42.2348533], [8.80466, 42.2350336], [8.8051581, 42.2356722]], ""type"": ""LineString""}"
En exploitation;42.04880549349734, 8.8236560774164;"{""coordinates"": [[8.8232996, 42.0483991], [8.8233005, 42.0484035], [8.8233835, 42.0488512], [8.8237602, 42.0488985], [8.8238268, 42.0488992], [8.8241801, 42.0489361], [8.824252, 42.0489437], [8.8242579, 42.0489443]], ""type"": ""LineString""}"
En exploitation;42.23606989067096, 8.788352339904963;"{""coordinates"": [[8.7879042, 42.2360653], [8.7878893, 42.2360398], [8.7879758, 42.2360425], [8.7879841, 42.2360273], [8.7880374, 42.2359307], [8.7882788, 42.2360345], [8.7884206, 42.2360939], [8.7884676, 42.2361072], [8.788547, 42.2361226], [8.7886276, 42.2361239], [8.7887336, 42.2361629], [8.7888143, 42.2361997], [8.7888766, 42.2362173], [8.7888821, 42.2362189]], ""type"": ""LineString""}"
En exploitation;42.03821031852784, 8.948864938331493;"{""coordinates"": [[8.9494429, 42.038193], [8.9494369, 42.0381932], [8.9489783, 42.0382111], [8.9488337, 42.0382168], [8.9487346, 42.038221], [8.9483332, 42.0382119], [8.9483166, 42.038211], [8.9482869, 42.0382093]], ""type"": ""LineString""}"
En exploitation;42.236121928107075, 8.787530186964073;"{""coordinates"": [[8.7879042, 42.2360653], [8.7875903, 42.2359655], [8.7875752, 42.2359764], [8.7873633, 42.2361786], [8.7872953, 42.2364364], [8.7872942, 42.2364408]], ""type"": ""LineString""}"
En exploitation;42.0381489726191, 8.95282598796065;"{""coordinates"": [[8.9525846, 42.0384893], [8.9528299, 42.0381511], [8.9530601, 42.0378036]], ""type"": ""LineString""}"
En exploitation;42.23265272371055, 8.795063452611505;"{""coordinates"": [[8.7955328, 42.2326329], [8.7946, 42.2326723], [8.7945941, 42.2326723]], ""type"": ""LineString""}"
En exploitation;42.03896625179603, 8.953023872920241;"{""coordinates"": [[8.9528186, 42.0388562], [8.9532241, 42.0390736], [8.953229, 42.0390761], [8.9532292, 42.0390762]], ""type"": ""LineString""}"
En exploitation;42.23262909668168, 8.79587677225411;"{""coordinates"": [[8.7955682, 42.2326345], [8.7957248, 42.2326808], [8.796182, 42.232559], [8.796186, 42.2325572]], ""type"": ""LineString""}"
En exploitation;42.0391724, 8.95321595;"{""coordinates"": [[8.9532292, 42.0390762], [8.9532027, 42.0392686]], ""type"": ""LineString""}"
En exploitation;42.232688774082526, 8.796399935328452;"{""coordinates"": [[8.796186, 42.2325572], [8.7966081, 42.2328168], [8.7966139, 42.2328203]], ""type"": ""LineString""}"
En exploitation;42.04029663086215, 8.95399026394283;"{""coordinates"": [[8.9541331, 42.040117], [8.9538505, 42.0404724], [8.9538485, 42.0404747], [8.9538475, 42.0404763]], ""type"": ""LineString""}"
En exploitation;42.23229387403574, 8.796353538585583;"{""coordinates"": [[8.796186, 42.2325572], [8.7965185, 42.2320346], [8.796521, 42.2320305]], ""type"": ""LineString""}"
En exploitation;42.04002525242302, 8.954348974644054;"{""coordinates"": [[8.9545777, 42.0399283], [8.9545725, 42.0399304], [8.9541385, 42.0401147], [8.9541259, 42.0401166], [8.9541331, 42.040117]], ""type"": ""LineString""}"
En exploitation;42.231747309728526, 8.796914941813375;"{""coordinates"": [[8.796521, 42.2320305], [8.7967678, 42.2317102], [8.7973976, 42.2316299], [8.7973999, 42.2316296], [8.7974035, 42.2316292]], ""type"": ""LineString""}"
En exploitation;42.03865465, 8.952052850000001;"{""coordinates"": [[8.9520167, 42.0386027], [8.952089, 42.0387066]], ""type"": ""LineString""}"
En exploitation;42.16818794680006, 8.827141444152328;"{""coordinates"": [[8.8267392, 42.1681138], [8.8271386, 42.1681531], [8.8271611, 42.1681622], [8.827456, 42.1682981], [8.827531, 42.1683115]], ""type"": ""LineString""}"
En exploitation;42.03872288970627, 8.952344485625899;"{""coordinates"": [[8.952089, 42.0387066], [8.9520921, 42.0387041], [8.9525948, 42.0387415], [8.9526008, 42.0387423]], ""type"": ""LineString""}"
En exploitation;42.16834310534205, 8.827355231989651;"{""coordinates"": [[8.827531, 42.1683115], [8.8275254, 42.1683131], [8.8273874, 42.1683354], [8.827225, 42.1683617], [8.8272002, 42.1683986], [8.8271975, 42.1684025]], ""type"": ""LineString""}"
En exploitation;42.04061695733388, 8.95633547449149;"{""coordinates"": [[8.956584, 42.0405853], [8.956103, 42.0406468], [8.956096, 42.0406405], [8.9560971, 42.0406474]], ""type"": ""LineString""}"
En exploitation;42.16843403144315, 8.82727953840981;"{""coordinates"": [[8.8271975, 42.1684025], [8.8273562, 42.1684635], [8.8273582, 42.1684642], [8.8273616, 42.1684655]], ""type"": ""LineString""}"
En exploitation;42.04068537112842, 8.955676945023017;"{""coordinates"": [[8.9556514, 42.0406733], [8.9556973, 42.040695], [8.9557024, 42.0406973], [8.9557025, 42.0406974]], ""type"": ""LineString""}"
En exploitation;42.16846960192425, 8.825655342952901;"{""coordinates"": [[8.8260701, 42.1681186], [8.8252452, 42.1688167], [8.8252405, 42.1688205]], ""type"": ""LineString""}"
En exploitation;42.040463274992376, 8.95584762178154;"{""coordinates"": [[8.9558143, 42.0404923], [8.9558379, 42.0404718], [8.9558809, 42.0404342]], ""type"": ""LineString""}"
En exploitation;42.166642764820594, 8.82484785955207;"{""coordinates"": [[8.8250553, 42.1670647], [8.8249811, 42.1665956], [8.8248676, 42.1665412], [8.8248218, 42.1665115], [8.8244284, 42.1664127]], ""type"": ""LineString""}"
En exploitation;42.04045614915344, 8.955965714133907;"{""coordinates"": [[8.9558809, 42.0404342], [8.95597, 42.0404742], [8.9560462, 42.0404445], [8.9560485, 42.0404435], [8.9560514, 42.0404424]], ""type"": ""LineString""}"
En exploitation;42.167856, 8.826789949999998;"{""coordinates"": [[8.8267829, 42.1678212], [8.826797, 42.1678908]], ""type"": ""LineString""}"
En exploitation;42.040381202112954, 8.955867488890858;"{""coordinates"": [[8.9558809, 42.0404342], [8.9558842, 42.0404305], [8.9559133, 42.0403962], [8.9558332, 42.0403567], [8.9557985, 42.0403397]], ""type"": ""LineString""}"
En exploitation;42.16793482639485, 8.826702825710996;"{""coordinates"": [[8.826797, 42.1678908], [8.8267036, 42.167911], [8.8266951, 42.1679691], [8.8266951, 42.1679706], [8.8266157, 42.1679667], [8.8266128, 42.1679666], [8.8266096, 42.1679664]], ""type"": ""LineString""}"
En exploitation;42.0402595155773, 8.955884848412998;"{""coordinates"": [[8.9557985, 42.0403397], [8.9558642, 42.0402726], [8.955972, 42.0401881], [8.9559761, 42.0401848]], ""type"": ""LineString""}"
En exploitation;42.167898218967615, 8.826869188191639;"{""coordinates"": [[8.826797, 42.1678908], [8.82682, 42.167927], [8.8269169, 42.1678805], [8.8269489, 42.1678662], [8.8269539, 42.167864]], ""type"": ""LineString""}"
En exploitation;42.04007157714918, 8.95599497364555;"{""coordinates"": [[8.9559761, 42.0401848], [8.9560714, 42.0400529], [8.9560678, 42.0400525], [8.9560222, 42.0400467], [8.9558788, 42.0400116], [8.9558732, 42.0400102]], ""type"": ""LineString""}"
En exploitation;42.16769803215957, 8.826780800796321;"{""coordinates"": [[8.8267496, 42.1675794], [8.8267511, 42.1675837], [8.8267792, 42.1676949], [8.8267954, 42.1677587], [8.8268161, 42.1678154]], ""type"": ""LineString""}"
En exploitation;42.04030317201792, 8.955649200897236;"{""coordinates"": [[8.955639, 42.0403218], [8.9556572, 42.0402886], [8.9556572, 42.0402885], [8.9556593, 42.0402845]], ""type"": ""LineString""}"
En exploitation;42.167497312831436, 8.826697862349754;"{""coordinates"": [[8.8267496, 42.1675794], [8.8267217, 42.1675448], [8.8267329, 42.1675352], [8.8266773, 42.1674661], [8.8266703, 42.1674574], [8.8266388, 42.1674181], [8.8266355, 42.1674143]], ""type"": ""LineString""}"
En exploitation;42.04027028260829, 8.955670027250767;"{""coordinates"": [[8.9556593, 42.0402845], [8.9556777, 42.0402601], [8.9556808, 42.0402561]], ""type"": ""LineString""}"
En exploitation;42.16716607850343, 8.826767868190199;"{""coordinates"": [[8.8267752, 42.1672379], [8.826761, 42.1670988], [8.8267606, 42.1670947], [8.8267604, 42.1670943]], ""type"": ""LineString""}"
En exploitation;42.040192031203745, 8.955653421242902;"{""coordinates"": [[8.9556593, 42.0402845], [8.9556556, 42.0401312], [8.9556185, 42.0401243]], ""type"": ""LineString""}"
En exploitation;42.167086764349335, 8.82667174580906;"{""coordinates"": [[8.8267604, 42.1670943], [8.8267279, 42.1670828], [8.8266843, 42.1670673], [8.8266724, 42.1670632], [8.82664, 42.1670733], [8.8266371, 42.1670742], [8.8266092, 42.1671348], [8.8266073, 42.1671391]], ""type"": ""LineString""}"
En exploitation;42.04170105604574, 8.95379189437208;"{""coordinates"": [[8.9543864, 42.0414027], [8.9539819, 42.041706], [8.9535049, 42.0418046], [8.9534956, 42.0418065], [8.953346, 42.0418264], [8.9531852, 42.0418479], [8.9531496, 42.0418526], [8.9531372, 42.0418543]], ""type"": ""LineString""}"
En exploitation;42.165219219379985, 8.825842004117286;"{""coordinates"": [[8.8259425, 42.1659545], [8.8257229, 42.1655878], [8.8257389, 42.1655713], [8.8260304, 42.1652723], [8.8260187, 42.1652583], [8.8256813, 42.1648541], [8.8256707, 42.1648412], [8.8259353, 42.164506], [8.8259393, 42.164501]], ""type"": ""LineString""}"
En exploitation;42.042346050690384, 8.954860243344934;"{""coordinates"": [[8.9548542, 42.0422877], [8.9548616, 42.0423592], [8.9548663, 42.0424044]], ""type"": ""LineString""}"
En exploitation;42.17517399216767, 8.857704039721519;"{""coordinates"": [[8.8594709, 42.1754774], [8.8594385, 42.1754587], [8.8571626, 42.1750465], [8.8559206, 42.1749913]], ""type"": ""LineString""}"
En exploitation;42.0422245000387, 8.954853635957608;"{""coordinates"": [[8.9548531, 42.0421613], [8.9548531, 42.0421658], [8.9548538, 42.0422421], [8.9548542, 42.0422877]], ""type"": ""LineString""}"
En exploitation;42.170730927588274, 8.830030821474335;"{""coordinates"": [[8.830768, 42.1706369], [8.8298869, 42.1706868], [8.8293384, 42.1709684], [8.8293334, 42.1709711]], ""type"": ""LineString""}"
En exploitation;42.04189981205137, 8.952737889509732;"{""coordinates"": [[8.9531372, 42.0418543], [8.9527066, 42.041919], [8.9523423, 42.0419117], [8.9523364, 42.0419115]], ""type"": ""LineString""}"
En exploitation;42.16982285480872, 8.833042330441591;"{""coordinates"": [[8.8328255, 42.1698475], [8.833253, 42.1697989], [8.8332592, 42.1697989]], ""type"": ""LineString""}"
En exploitation;42.04086972395306, 8.957611378389748;"{""coordinates"": [[8.9576109, 42.0409338], [8.9576118, 42.0408102], [8.957612, 42.0408089], [8.9576125, 42.0408057]], ""type"": ""LineString""}"
En exploitation;42.18544135, 8.93178485;"{""coordinates"": [[8.9318075, 42.1854265], [8.9317622, 42.1854562]], ""type"": ""LineString""}"
En exploitation;42.022558725051226, 8.907181913213646;"{""coordinates"": [[8.9085249, 42.0227778], [8.9085191, 42.0227767], [8.9058389, 42.0223398]], ""type"": ""LineString""}"
En exploitation;42.18207171865274, 8.93038669080581;"{""coordinates"": [[8.9306636, 42.1827261], [8.9306602, 42.1827183], [8.9304354, 42.1822412], [8.9301411, 42.1814045]], ""type"": ""LineString""}"
En exploitation;42.02169734346032, 8.90933360142823;"{""coordinates"": [[8.9088804, 42.0222336], [8.9091949, 42.0218616], [8.9097867, 42.021161]], ""type"": ""LineString""}"
En exploitation;42.18679199917738, 8.932164140466657;"{""coordinates"": [[8.9323697, 42.1866568], [8.9323659, 42.1866603], [8.9321873, 42.1868073], [8.9319409, 42.1868825], [8.9319355, 42.1868844]], ""type"": ""LineString""}"
En exploitation;42.02326966430494, 8.90880755840669;"{""coordinates"": [[8.9085249, 42.0227778], [8.9085935, 42.0228552], [8.9090712, 42.0237746]], ""type"": ""LineString""}"
En exploitation;42.187255746962386, 8.931517297926696;"{""coordinates"": [[8.9315813, 42.187318], [8.9315768, 42.1873151], [8.9314886, 42.1872667], [8.9315078, 42.1871725], [8.9315073, 42.187168]], ""type"": ""LineString""}"
En exploitation;42.0299392, 8.92365555;"{""coordinates"": [[8.923567, 42.0297862], [8.9237441, 42.0300922]], ""type"": ""LineString""}"
En exploitation;42.1877537281293, 8.931196614760124;"{""coordinates"": [[8.9312958, 42.1877281], [8.931103, 42.1877779], [8.9310998, 42.1877791], [8.9310976, 42.1877799]], ""type"": ""LineString""}"
En exploitation;42.03030941419892, 8.922167737004637;"{""coordinates"": [[8.9228216, 42.0300731], [8.922085, 42.0303393], [8.9215218, 42.0305429], [8.9215139, 42.0305458]], ""type"": ""LineString""}"
En exploitation;42.186500591409626, 8.932669159792798;"{""coordinates"": [[8.9325637, 42.1864485], [8.9326255, 42.1864768], [8.9326665, 42.1864956], [8.9327039, 42.1865127], [8.9327065, 42.1865153], [8.932768, 42.1865635]], ""type"": ""LineString""}"
En exploitation;42.02766223096502, 8.923586942443205;"{""coordinates"": [[8.9240953, 42.028255], [8.9238931, 42.0279406], [8.9238739, 42.0279074], [8.9235392, 42.0275655], [8.9229913, 42.0271519]], ""type"": ""LineString""}"
En exploitation;42.18731426556438, 8.932277047179806;"{""coordinates"": [[8.9323864, 42.1872385], [8.9321953, 42.1873735], [8.9321825, 42.1873605], [8.9321908, 42.1873764]], ""type"": ""LineString""}"
En exploitation;41.90270452018401, 8.841817404528516;"{""coordinates"": [[8.8416461, 41.904015], [8.8415563, 41.9029188], [8.8418005, 41.902364], [8.8422125, 41.9021162], [8.842149, 41.9014951], [8.8421476, 41.9014822]], ""type"": ""LineString""}"
En exploitation;42.18742359648148, 8.932173832830463;"{""coordinates"": [[8.9321908, 42.1873764], [8.9321899, 42.1873808], [8.9321578, 42.1874663], [8.9321576, 42.1874671], [8.9321569, 42.1874708]], ""type"": ""LineString""}"
En exploitation;41.90481215411255, 8.839997128323818;"{""coordinates"": [[8.8416461, 41.904015], [8.8407036, 41.9040952], [8.8406519, 41.9040991], [8.8395579, 41.9048658], [8.8388109, 41.9062543], [8.8388062, 41.9062631]], ""type"": ""LineString""}"
En exploitation;42.1860467475284, 8.932829746842044;"{""coordinates"": [[8.9327628, 42.1860514], [8.9328908, 42.1860425], [8.9328967, 42.1860422]], ""type"": ""LineString""}"
En exploitation;41.91530718566435, 8.912635180147783;"{""coordinates"": [[8.9124206, 41.9156222], [8.912648, 41.9152478], [8.9128854, 41.9150313], [8.912891, 41.9150261]], ""type"": ""LineString""}"
En exploitation;42.185905318090064, 8.932871590175136;"{""coordinates"": [[8.9327628, 42.1860514], [8.9329451, 42.1858365], [8.9329552, 42.1858261], [8.9329187, 42.185809], [8.932871, 42.1857876], [8.9328658, 42.1857852]], ""type"": ""LineString""}"
En exploitation;41.91488619010332, 8.913045848859035;"{""coordinates"": [[8.912891, 41.9150261], [8.9131968, 41.9147498], [8.9131972, 41.9147494], [8.9132008, 41.9147464]], ""type"": ""LineString""}"
En exploitation;42.32003814655245, 8.667451353020333;"{""coordinates"": [[8.6675186, 42.3201021], [8.6673879, 42.3199778], [8.6673847, 42.3199748], [8.6673841, 42.3199742]], ""type"": ""LineString""}"
En exploitation;41.91535418684596, 8.914193305815006;"{""coordinates"": [[8.9136634, 41.9154389], [8.9136693, 41.915438], [8.9140158, 41.9153826], [8.9147232, 41.9152694]], ""type"": ""LineString""}"
En exploitation;42.320121215676, 8.667581310594501;"{""coordinates"": [[8.6675186, 42.3201021], [8.6676305, 42.3201362], [8.6676385, 42.3201387], [8.6676417, 42.3201397], [8.667644, 42.3201404]], ""type"": ""LineString""}"
En exploitation;41.91519578820944, 8.914872144139988;"{""coordinates"": [[8.9147232, 41.9152694], [8.9147282, 41.9152669], [8.9150211, 41.9151222]], ""type"": ""LineString""}"
En exploitation;42.31899748114612, 8.66753762287721;"{""coordinates"": [[8.6676818, 42.319901], [8.6676089, 42.3197976], [8.667455, 42.3195794], [8.6675947, 42.31903], [8.667472, 42.3180442], [8.6674707, 42.3180348]], ""type"": ""LineString""}"
